# t_epoch pid.x.err pid.y.err pid.z.err pid.w.err joint2.ferr joint2.posfb joint4.posfb j2.blash-filt j3.blash-filt
1786041556.177 -0.01016414 -0.006585485 -0.009264273 -0.007764144 -0.009264273 -425.3457 -5.647478 -0.0126 -0.0126 
1786041556.359 -0.005204288 -0.01151293 -0.009135043 -0.007804288 -0.009135043 -426.1979 -7.04234 -0.0126 -0.0126 
1786041556.548 -0.01024561 -0.007833919 -0.00890136 -0.007845609 -0.00890136 -427.2723 -8.467694 -0.0126 -0.0126 
1786041556.718 -0.005282904 -0.009045624 -0.008859876 -0.0128829 -0.008859876 -428.4153 -9.764923 -0.0126 -0.0126 
1786041556.887 -0.01031855 -0.00846459 -0.008523632 -0.01291855 -0.008523632 -429.6637 -11.01015 -0.0126 -0.0126 
1786041557.066 -0.01035597 -0.00990962 -0.009645144 -0.007955973 -0.009645144 -431.1382 -12.3225 -0.0126 -0.0126 
1786041557.246 -0.005393842 -0.009460814 -0.009278891 -0.007993842 -0.009278891 -432.807 -13.65746 -0.0126 -0.0126 
1786041557.425 -0.005432762 -0.008189502 -0.009371207 -0.008032762 -0.009371207 -434.7082 -15.04512 -0.0126 -0.0126 
1786041557.588 -0.01046766 -0.007104891 -0.009653242 -0.008067661 -0.009653242 -436.5763 -16.28255 -0.0126 -0.0126 
1786041557.754 -0.005502546 -0.004427814 -0.01066188 -0.008102546 -0.01066188 -438.6007 -17.53488 -0.0126 -0.0126 
1786041557.921 -0.005536778 -0.01057408 -0.009323588 -0.008136778 -0.009323588 -440.7457 -18.77256 -0.0126 -0.0126 
1786041558.090 -0.01056995 -0.09557901 0.01822292 -0.008169948 0.01822292 -443.0013 -19.98033 -0.0126 -0.0126 
1786041558.261 0.02442908 0.01080369 0.01569854 0.02682908 0.01569854 -443.461 -20.016 -0.0126 -0.0126 
1786041558.437 0.02942908 0.03480369 0.01704155 0.03182908 0.01704155 -444.049 -20.016 -0.0126 -0.0126 
1786041558.623 0.03442908 0.03480369 0.01727456 0.03682908 0.01727456 -444.6459 -20.016 -0.0126 -0.0126 
1786041558.804 0.02942908 0.03480369 0.01671756 0.03182908 0.01671756 -445.272 -20.016 -0.0126 -0.0126 
1786041558.989 0.02942908 0.03480369 0.01568057 0.03182908 0.01568057 -445.8676 -20.016 -0.0126 -0.0126 
1786041559.170 0.02942908 0.03080369 0.02803376 0.02682908 0.0288271 -446.1519 -20.016 0.0126 -0.0126 
1786041559.363 0.02442908 0.02680369 0.01275052 0.02682908 0.01275052 -445.9578 -20.016 -0.0126 -0.0126 
1786041559.597 0.02442908 0.02280369 0.01325717 0.02182908 0.01325717 -445.9921 -20.016 -0.0126 -0.0126 
1786041559.792 0.01442908 0.01880369 0.03247101 0.01682908 0.03247101 -445.0826 -20.016 0.0126 -0.0126 
1786041559.986 -0.005552627 -0.06362547 -0.01113495 -0.007952421 -0.01113495 -441.7933 -19.34097 0.0126 0.0126 
1786041560.181 -0.01551332 -0.02297218 -0.01204759 -0.01791332 -0.01204759 -439.2571 -17.92357 0.0126 0.0126 
1786041560.371 -0.01547307 -0.02291335 -0.01097773 -0.01787307 -0.01097773 -436.8784 -16.47603 0.0126 0.0126 
1786041560.582 -0.01543061 -0.02166871 -0.01109705 -0.01782871 -0.01109705 -434.4997 -14.89349 0.0126 0.0126 
1786041560.794 -0.02038679 -0.0194541 -0.009364271 -0.01278679 -0.009364271 -432.4829 -13.40852 0.0126 0.0126 
1786041560.977 -0.0153444 -0.01566104 -0.01031862 -0.0127444 -0.00933122 -430.6554 -11.90845 0.0126 0.0126 
1786041561.178 -0.01530349 -0.02043662 -0.01024199 -0.01770328 -0.01027729 -429.1085 -10.47603 0.0126 0.0126 
1786041561.375 -0.0152611 -0.01372763 -0.009044813 -0.01266089 -0.009044813 -427.7204 -8.998503 0.0126 0.0126 
1786041561.554 -0.0152194 -0.02044975 -0.009440103 -0.0126194 -0.009037683 -426.5622 -7.551069 0.0126 0.0126 
1786041561.729 -0.01518212 -0.01651135 -0.008445269 -0.01758212 -0.008445269 -425.7049 -6.268622 0.0126 0.0126 
1786041561.894 -0.01514584 -0.01849791 -0.00832409 -0.01754584 -0.00832409 -425.0204 -5.016115 0.0126 0.0126 
1786041562.060 -0.01510927 -0.0194042 -0.00852136 -0.01250927 -0.00852136 -424.4845 -3.756041 0.0126 0.0126 
1786041562.233 -0.01507264 -0.01840222 -0.008771984 -0.01247199 -0.00842849 -424.0971 -2.473458 0.0126 0.0126 
1786041562.394 -0.01503642 -0.02072932 -0.008530599 -0.01243642 -0.008530599 -423.8761 -1.251066 0.0126 0.0126 
1786041562.581 -0.01000048 0.1077978 -0.007542197 -0.01240048 -0.007536397 -423.8012 -0.01231713 0.0126 0.0126 
1786041562.781 -1.00045e-13 0.0203 -0.001178981 0.0026 -0.001178981 -423.8076 9.541763e-09 0.0126 0.0126 
1786041562.958 0.015 0.0123 0.002631017 0.0076 0.002631017 -423.8114 9.541763e-09 0.0126 0.0126 
1786041563.130 0.015 0.0163 0.007711015 0.0126 0.007711015 -423.8164 9.541763e-09 0.0126 0.0126 
1786041563.303 0.015 0.0163 0.008981014 0.0126 0.008981014 -423.8177 9.541763e-09 0.0126 0.0126 
1786041563.474 0.015 0.0203 0.01025101 0.0176 0.01025101 -423.819 9.541763e-09 0.0126 0.0126 
1786041563.636 0.02 0.0243 0.01152101 0.0226 0.01152101 -423.8203 9.541763e-09 0.0126 0.0126 
1786041563.801 0.025 0.0283 0.014261 0.0226 0.014261 -423.823 9.541763e-09 -0.0126 0.0126 
1786041563.974 0.009993482 -0.01875969 -0.004648243 0.01239348 -0.004648243 -423.9843 -0.2239 -0.0126 -0.0126 
1786041564.142 0.01999348 0.02124031 0.01082144 0.02239348 0.01082144 -424.5698 -0.2239 -0.0126 -0.0126 
1786041564.308 0.02499348 0.02524031 0.01327114 0.02239348 0.01327114 -425.1222 -0.2239 -0.0126 -0.0126 
1786041564.483 0.01999348 0.02524031 0.01302417 0.02239348 0.01302417 -425.6886 -0.2239 -0.0126 -0.0126 
1786041564.689 0.02499348 0.02924031 0.01373716 0.02739348 0.01373716 -426.316 -0.2239 -0.0126 -0.0126 
1786041564.881 0.01999348 0.02524031 0.02080014 0.02739348 0.02080014 -426.9751 -0.2239 -0.0126 -0.0126 
1786041565.051 0.01999348 0.02524031 0.00424696 0.02739348 0.00424696 -426.7136 -0.2239 0.0054 -0.0126 
1786041565.214 0.01999348 0.02124031 0.01220693 0.02239348 0.01204026 -426.7491 -0.2239 -0.0126 -0.0126 
1786041565.375 0.01999348 0.02124031 0.01171025 0.01739348 0.01171025 -426.7757 -0.2239 -0.0126 -0.0126 
1786041565.549 0.01499348 0.01724031 0.009880235 0.01739348 0.009880235 -426.8024 -0.2239 -0.0126 -0.0126 
1786041565.740 0.01499348 0.01724031 0.008256886 0.01739348 0.008256886 -426.8316 -0.2239 -0.0126 -0.0126 
1786041565.904 0.009993482 0.01324031 0.007363537 0.01239348 0.007363537 -426.8596 -0.2239 -0.0126 -0.0126 
1786041566.069 0.009993482 0.009240312 0.01053019 0.007393482 0.01053019 -426.8827 -0.2239 -0.0076 -0.0126 
1786041566.237 0.004993482 0.005240312 0.02507384 0.002393482 0.02507384 -426.3298 -0.2239 0.0126 -0.0126 
1786041566.402 -6.518492e-06 -0.002759688 -0.01296327 -0.007606518 -0.01296327 -424.2076 -0.2239 0.0126 -0.0126 
1786041566.569 -0.01 0.0123 -0.01260897 -0.0124 -0.01260897 -423.7961 -1.137215e-08 0.0126 0.0126 
1786041566.747 -0.005 0.0003 -0.006258978 -0.0074 -0.006258978 -423.8025 -1.137215e-08 0.0126 0.0126 
1786041566.915 -0.01 -0.0117 -0.007528977 -0.0124 -0.007528977 -423.8012 -1.137215e-08 0.0126 0.0126 
1786041567.076 -0.015 -0.0117 -0.007528977 -0.0124 -0.007528977 -423.8012 -1.137215e-08 0.0126 0.0126 
1786041567.234 -0.01 -0.0077 -0.006258978 -0.0124 -0.006258978 -423.8025 -1.137215e-08 0.0126 0.0126 
1786041567.399 -0.01997926 -0.06928716 -0.01164233 -0.01737926 -0.01164233 -423.8217 0.7125604 -0.0126 0.0126 
1786041567.558 -0.01994455 -0.03005458 -0.01322303 -0.02234455 -0.01322303 -423.9716 1.90511 -0.0126 0.0126 
1786041567.717 -0.01990986 -0.0222346 -0.01302593 -0.02230986 -0.01302593 -424.2611 3.097435 -0.0126 0.0126 
1786041567.881 -0.01987435 -0.02529518 -0.01201724 -0.01727435 -0.01201724 -424.7018 4.319994 -0.0126 0.0126 
1786041568.042 -0.01983911 -0.02392391 -0.01190033 -0.01723911 -0.01190033 -425.2822 5.534947 -0.0126 0.0126 
1786041568.212 -0.01980242 -0.02260995 -0.012284 -0.02220242 -0.012284 -426.0391 6.802656 -0.0126 0.0126 
1786041568.379 -0.01976691 -0.02037513 -0.01201831 -0.0221667 -0.01201831 -426.9281 8.039986 -0.0126 0.0126 
1786041568.548 -0.01973022 -0.02455899 -0.01184669 -0.01713022 -0.01184669 -427.9911 9.307468 -0.0126 0.0126 
1786041568.722 -0.01469323 -0.01721253 -0.01197836 -0.01709323 -0.01197836 -429.2307 10.59746 -0.0126 0.0126 
1786041568.899 -0.01965468 -0.01859264 -0.01113411 -0.01705447 -0.01214974 -430.7064 11.95486 -0.0126 0.0126 
1786041569.072 -0.01961888 -0.0202636 -0.01271642 -0.01701888 -0.01271642 -432.2228 13.21492 -0.0126 0.0126 
1786041569.242 -0.01458157 -0.01372777 -0.01158275 -0.01198157 -0.01158275 -433.983 14.52748 -0.0126 0.0126 
1786041569.406 -0.0145468 -0.0194014 -0.01234763 -0.0169468 -0.01234763 -435.78 15.76491 -0.0126 0.0126 
1786041569.571 -0.01451244 -0.0128189 -0.01186035 -0.01691244 -0.01186035 -437.7092 16.99492 -0.0126 0.0126 
1786041569.732 -0.01447893 -0.01648668 -0.01107198 -0.01187893 -0.01107198 -439.7399 18.20245 -0.0126 0.0126 
1786041569.899 -0.01444442 -0.01591418 -0.01196166 -0.01184421 -0.01196166 -442.0005 19.46244 -0.0126 0.0126 
1786041570.069 -0.004435613 0.03029972 0.005846191 -0.006835613 0.005846191 -442.8082 19.7761 -0.0126 0.0126 
1786041570.234 0.01056439 0.01829972 0.008455887 0.01316439 0.008455887 -443.3708 19.7761 -0.0126 0.0126 
1786041570.407 0.01556439 0.01829972 0.008842255 0.01316439 0.008842255 -443.9245 19.7761 -0.0126 0.0126 
1786041570.581 0.01056439 0.01429972 0.009075266 0.01316439 0.009075266 -444.5214 19.7761 -0.0126 0.0126 
1786041570.758 0.01056439 0.01429972 0.007561613 0.008164387 0.008038278 -445.1171 19.7761 -0.0126 0.0126 
1786041570.917 0.01056439 0.01029972 0.006834657 0.008164387 0.006834657 -445.6492 19.7761 -0.0126 0.0126 
1786041571.078 0.01056439 0.01029972 0.005931424 0.003164387 0.005931424 -445.489 19.7761 0.0126 0.0126 
1786041571.248 0.005564387 0.01429972 0.003398073 0.008164387 0.003231407 -445.4955 19.7761 -0.0126 0.0126 
1786041571.412 0.01056439 0.01429972 0.009084722 0.01316439 0.009084722 -445.5286 19.7761 -0.0126 0.0126 
1786041571.573 0.01056439 0.01429972 0.009524707 0.01316439 0.009524707 -445.5565 19.7761 -0.0126 0.0126 
1786041571.732 0.01056439 0.01429972 0.009694693 0.01316439 0.009694693 -445.5832 19.7761 -0.0126 0.0126 
1786041571.893 0.01056439 0.01429972 0.009698011 0.01316439 0.009698011 -445.6098 19.7761 -0.0126 0.0126 
1786041572.053 0.01056439 0.01429972 0.00970133 0.008164387 0.00970133 -445.6365 19.7761 -0.0126 0.0126 
1786041572.213 0.005564387 0.01029972 0.02034473 0.008164387 0.02034473 -445.5322 19.7761 0.0126 0.0126 
1786041572.375 0.01056439 0.01029972 0.0118657 0.01316439 0.0118657 -443.7364 19.7761 0.0126 0.0126 
1786041572.539 -0.009460545 0.01996331 -0.01770402 -0.01206054 -0.01770402 -440.9106 18.86862 0.0126 -0.0126 
1786041572.701 -0.01449434 -0.004923923 -0.01291775 -0.01709434 -0.01291775 -438.7859 17.64618 0.0126 -0.0126 
1786041572.859 -0.01452754 -0.01783706 -0.01066093 -0.01212754 -0.01066093 -436.8441 16.45367 0.0126 -0.0126 
1786041573.020 -0.01456114 -0.01143156 -0.01039735 -0.01216114 -0.01039735 -435.0217 15.25365 0.0126 -0.0126 
1786041573.181 -0.01459515 -0.01580724 -0.01036671 -0.01719515 -0.01036671 -433.3237 14.04619 0.0126 -0.0126 
1786041573.349 -0.0146302 -0.01119506 -0.01024433 -0.0122302 -0.01024433 -431.726 12.80867 0.0126 -0.0126 
1786041573.513 -0.01466562 -0.01278193 -0.009511419 -0.01226584 -0.01004469 -430.2566 11.55618 0.0126 -0.0126 
1786041573.679 -0.014701 -0.01621703 -0.01009173 -0.01230121 -0.01009173 -428.9511 10.31844 0.0126 -0.0126 
1786041573.842 -0.01473629 -0.008245952 -0.009499465 -0.01233629 -0.009499465 -427.8055 9.0962 0.0126 -0.0126 
1786041574.018 -0.009773007 -0.01616688 -0.009385965 -0.01237301 -0.009385965 -426.7628 7.821073 0.0126 -0.0126 
1786041574.189 -0.009811136 -0.01002897 -0.008860073 -0.01241114 -0.008860073 -425.8484 6.500966 0.0126 -0.0126 
1786041574.354 -0.009847409 -0.01451145 -0.008513561 -0.01244741 -0.008513561 -425.136 5.248731 0.0126 -0.0126 
1786041574.515 -0.01488245 -0.01066475 -0.008387579 -0.007482447 -0.008387579 -424.5924 4.041135 0.0126 -0.0126 
1786041574.677 -0.009917538 -0.008846844 -0.008431638 -0.01251754 -0.008431638 -424.1898 2.833633 0.0126 -0.0126 
1786041574.843 -0.01495288 -0.01266352 -0.009008679 -0.0125531 -0.009008679 -423.9257 1.610997 0.0126 -0.0126 
1786041575.009 -0.009989997 -0.006195822 -0.008178482 -0.007589997 -0.008178482 -423.8063 0.3435369 0.0126 -0.0126 
1786041575.183 -0.005 -0.0317 -0.003718979 -0.0026 -0.003718979 -423.805 1.477024e-08 0.0126 -0.0126 
1786041575.343 -0.005 -0.0077 0.002631017 -0.0026 0.002631017 -423.8114 1.477024e-08 0.0126 -0.0126 
1786041575.503 -1.476781e-06 0.08634444 0.003955908 -0.002601477 0.003955908 -423.8128 -0.05077734 -0.0118 -0.0126 
1786041575.666 -0.01003581 0.01090144 -0.00326677 -0.01263581 -0.00326677 -423.8789 -1.229961 -0.0126 -0.0126 
1786041575.823 -0.005070288 0.0003658342 -0.008342129 -0.01267029 -0.008342129 -424.0833 -2.414885 -0.0126 -0.0126 
1786041575.987 -0.005105393 -0.007054166 -0.008854601 -0.007705393 -0.008854601 -424.4364 -3.622386 -0.0126 -0.0126 
1786041576.152 -0.0101411 -0.01075432 -0.008734551 -0.0127411 -0.009724881 -424.9444 -4.860037 -0.0126 -0.0126 
1786041576.320 -0.01017718 -0.01194028 -0.008810399 -0.01277718 -0.008810399 -425.6023 -6.097455 -0.0126 -0.0126 
1786041576.492 -0.01021535 -0.01153822 -0.008817526 -0.007815347 -0.008817526 -426.4659 -7.417622 -0.0126 -0.0126 
1786041576.651 -0.005250156 -0.007327895 -0.008417597 -0.007850156 -0.008417597 -427.4031 -8.624914 -0.0126 -0.0126 
1786041576.810 -0.00528421 -0.01160914 -0.01048735 -0.01288443 -0.01048735 -428.4636 -9.817438 -0.0126 -0.0126 
1786041576.969 -0.01031836 -0.01017196 -0.00976311 -0.007918356 -0.00976311 -429.6548 -11.00239 -0.0126 -0.0126 
1786041577.129 -0.01035258 -0.006311647 -0.009290483 -0.007952578 -0.009290483 -430.9972 -12.20242 -0.0126 -0.0126 
1786041577.297 -0.005387494 -0.009172213 -0.00964735 -0.007987707 -0.00964735 -432.5238 -13.4399 -0.0126 -0.0126 
1786041577.467 -0.01042371 -0.008885203 -0.009321797 -0.008023711 -0.009321797 -434.2484 -14.71503 -0.0126 -0.0126 
1786041577.632 -0.01045888 -0.008849081 -0.009069655 -0.008059085 -0.009069655 -436.1026 -15.97498 -0.0126 -0.0126 
1786041577.795 -0.005492986 -0.002219585 -0.009228464 -0.008092986 -0.009228464 -438.0305 -17.18983 -0.0126 -0.0126 
1786041577.957 -0.005526873 -0.006359792 -0.009552195 -0.008126873 -0.009552195 -440.1082 -18.41245 -0.0126 -0.0126 
1786041578.122 -0.005560108 -0.00686612 -0.008974611 -0.008160108 -0.008974611 -442.2964 -19.61996 -0.0126 -0.0126 
1786041578.287 -0.005576638 -0.04997727 0.008953126 -0.003176638 0.008953126 -443.5601 -20.2239 -0.0126 -0.0126 
1786041578.449 0.01442336 0.006022729 0.01219616 0.01682336 0.01219616 -444.1062 -20.2239 -0.0126 -0.0126 
1786041578.608 0.009423362 0.01402273 0.009722543 0.01682336 0.009722543 -444.637 -20.2239 -0.0126 -0.0126 
1786041578.766 0.009423362 0.01002273 0.009628927 0.01182336 0.009628927 -445.1603 -20.2239 -0.0126 -0.0126 
1786041578.926 0.009423362 0.01002273 0.008425306 0.01182336 0.008425306 -445.6924 -20.2239 -0.0126 -0.0126 
1786041579.085 0.009423362 0.01002273 0.00801502 0.01182336 0.00801502 -446.222 -20.2239 -0.0126 -0.0126 
1786041579.256 0.009423362 0.006022729 0.01482814 0.006823362 0.01482814 -446.621 -20.2239 -0.01215 -0.0126 
1786041579.427 0.004423362 0.006022729 0.001331601 0.006823362 0.001331601 -446.3807 -20.2239 -0.0126 -0.0126 
1786041579.603 0.004423362 0.006022729 0.007724915 0.006823362 0.007724915 -446.4163 -20.2239 -0.0126 -0.0126 
1786041579.773 0.009423362 0.006022729 0.006998233 0.006823362 0.006998233 -446.4442 -20.2239 -0.0126 -0.0126 
1786041579.968 0.004423362 0.006022729 0.007248216 0.006823362 0.007248216 -446.476 -20.2239 -0.0126 -0.0126 
1786041580.148 0.004423362 0.006022729 0.0059582 0.006823362 0.0059582 -446.5052 -20.2239 -0.0126 -0.0126 
1786041580.322 0.004423362 0.006022729 0.007344853 0.006823362 0.007344853 -446.5319 -20.2239 -0.0126 -0.0126 
1786041580.503 0.004423362 0.002022729 0.02632847 0.001823362 0.02632847 -446.0237 -20.2239 0.0126 -0.0126 
1786041580.677 -0.0005715122 -0.1369063 0.03215717 0.002028488 0.03215717 -443.4481 -20.02903 0.0126 0.0126 
1786041580.859 -0.00553526 -0.02401954 -0.01110532 -0.007935053 -0.01110532 -440.6312 -18.709 0.0126 0.0126 
1786041581.029 -0.01049831 -0.01005139 -0.009421569 -0.01289831 -0.009421569 -438.3465 -17.38152 0.0126 0.0126 
1786041581.204 -0.01046234 -0.01480975 -0.008830844 -0.007862133 -0.008830844 -436.2701 -16.08407 0.0126 0.0126 
1786041581.374 -0.01042593 -0.008646064 -0.008219923 -0.007825932 -0.008219923 -434.3613 -14.79421 0.0126 0.0126 
1786041581.534 -0.01039228 -0.01661735 -0.007572778 -0.007792275 -0.007572778 -432.7255 -13.59391 0.0126 0.0126 
1786041581.694 -0.005358022 -0.01449906 -0.00757218 -0.007758022 -0.00757218 -431.2256 -12.39398 0.0126 0.0126 
1786041581.851 -0.01032425 -0.012025 -0.007500816 -0.007724253 -0.007500816 -429.8782 -11.20893 0.0126 0.0126 
1786041582.009 -0.01029034 -0.01203963 -0.007748284 -0.007690344 -0.007748284 -428.664 -10.02394 0.0126 0.0126 
1786041582.175 -0.005255449 -0.01260666 -0.007375771 -0.007655449 -0.007375771 -427.5591 -8.809009 0.0126 0.0126 
1786041582.340 -0.01021936 -0.009801878 -0.006781243 -0.007619356 -0.007650047 -426.5622 -7.549058 0.0126 0.0126 
1786041582.500 -0.01018446 -0.007774464 -0.007341216 -0.007584244 -0.007341216 -425.7507 -6.341417 0.0126 0.0126 
1786041582.659 -0.005149918 -0.01143307 -0.006477885 -0.007549918 -0.006477885 -425.0915 -5.148908 0.0126 0.0126 
1786041582.825 -0.005114004 -0.008165614 -0.006639746 -0.007513786 -0.006639746 -424.5442 -3.911414 0.0126 0.0126 
1786041582.986 -0.01007913 -0.007566977 -0.006751127 -0.007479127 -0.006751127 -424.1606 -2.718981 0.0126 0.0126 
1786041583.154 -0.01004247 -0.008704979 -0.006659068 -0.007442469 -0.006659068 -423.9053 -1.458827 0.0126 0.0126 
1786041583.317 -0.005006664 -0.006958581 -0.006262231 -0.007406446 -0.006098359 -423.805 -0.2214789 0.0126 0.0126 
1786041583.479 -0.005 0.0323 -0.00244898 0.0026 -0.00244898 -423.8063 1.477024e-08 0.0126 0.0126 
1786041583.645 -1.00045e-13 0.0123 0.003901017 0.0076 0.003901017 -423.8126 1.477024e-08 0.0126 0.0126 
1786041583.803 0.005 0.0123 0.006441015 0.0076 0.006441015 -423.8152 1.477024e-08 0.0126 0.0126 
1786041583.968 0.005 0.0083 0.007711015 0.0026 0.007711015 -423.8164 1.477024e-08 0.0126 0.0126 
1786041584.145 0.005 0.0083 0.006441015 0.0026 0.006441015 -423.8152 1.477024e-08 0.0126 0.0126 
1786041584.307 0.005 0.0083 0.007711015 0.0026 0.007711015 -423.8164 1.477024e-08 0.0126 0.0126 
1786041584.481 0.01000776 0.03798111 -0.00487901 0.007607761 -0.00487901 -423.9284 0.2667 -0.0126 0.0126 
1786041584.659 0.01000776 0.01398111 0.003133992 0.007607761 0.003133992 -424.5431 0.2667 -0.0126 0.0126 
1786041584.840 0.01000776 0.009981109 0.007493671 0.007607761 0.007493671 -425.1374 0.2667 -0.0126 0.0126 
1786041585.005 0.01000776 0.01398111 0.007723363 0.01260776 0.007723363 -425.7077 0.2667 -0.0126 0.0126 
1786041585.167 0.005007761 0.009981109 0.006996407 0.007607761 0.006996407 -426.2436 0.2667 -0.0126 0.0126 
1786041585.330 0.01000776 0.009981109 0.006746115 0.007607761 0.006746115 -426.7834 0.2667 -0.0126 0.0126 
1786041585.504 0.005007761 0.009981109 0.0009395427 0.007607761 0.0009395427 -426.6346 0.2667 0.0126 0.0126 
1786041585.674 0.01000776 0.009981109 0.000559518 0.007607761 0.000559518 -426.6551 0.2667 -0.0126 0.0126 
