t,fe0,fe3,ex,ew,ux,uw,x,y,z,b,vel,spindle_on,spindle_rpm
18.605,0.005000,-0.000600,+0.0050000,-0.0006000,+1.068675,+0.893161,-3729.3750,-1019.8400,-159.2489,66581.742,0.6350,1,5675
18.706,0.005000,-0.000600,+0.0050000,-0.0006000,+1.068675,+0.893161,-3729.3750,-1019.7760,-159.2489,66586.733,0.6350,1,5675
18.807,0.005000,-0.000600,+0.0050000,-0.0006000,+1.068675,+0.893161,-3729.3750,-1019.7120,-159.2489,66591.629,0.6350,1,5675
18.908,0.005000,-0.000600,+0.0050000,+0.0044000,+1.068675,+0.893161,-3729.3750,-1019.6480,-159.2502,66596.526,0.6350,1,5675
19.010,0.005000,0.004400,+0.0050000,+0.0044000,+1.068675,+0.893161,-3729.3750,-1019.5840,-159.2502,66601.374,0.6350,1,5675
19.111,0.005000,0.004400,+0.0050000,+0.0044000,+1.068675,+0.893161,-3729.3750,-1019.5160,-159.2502,66606.221,0.6350,1,5675
19.211,0.005000,0.004400,+0.0050000,+0.0044000,+1.068675,+0.893161,-3729.3750,-1019.4480,-159.2515,66611.117,0.6350,1,5675
19.312,0.005000,0.004400,+0.0050000,+0.0044000,+1.068675,+0.893161,-3729.3750,-1019.3840,-159.2528,66615.918,0.6350,1,5675
19.413,0.005000,0.004400,+0.0050000,+0.0044000,+1.068675,+0.893161,-3729.3750,-1019.3280,-159.2528,66620.382,0.6350,1,5675
19.514,0.005000,0.004400,+0.0050000,+0.0044000,+1.068675,+0.893161,-3729.3750,-1019.2600,-159.2528,66625.277,0.6350,1,5675
19.616,0.005000,0.004400,+0.0050000,+0.0044000,+1.068675,+0.893161,-3729.3750,-1019.1960,-159.2515,66630.126,0.6350,1,5675
19.718,0.005000,0.004400,+0.0050000,+0.0044000,+1.068675,+0.893161,-3729.3750,-1019.1320,-159.2528,66635.165,0.6350,1,5675
19.819,0.000000,-0.000600,+0.0000000,-0.0006000,+1.068675,+0.893161,-3729.3700,-1019.0680,-159.2502,66639.774,0.6350,1,5675
19.920,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.068675,+0.893038,-3729.3650,-1019.0040,-159.2489,66644.765,0.6350,1,5675
20.021,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.068675,+0.893018,-3729.3650,-1018.9440,-159.2489,66649.613,0.6350,1,5675
20.121,-0.005000,0.004400,-0.0050000,+0.0044000,+1.068675,+0.893018,-3729.3650,-1018.8800,-159.2489,66654.557,0.6350,1,5675
20.222,-0.005000,0.004400,-0.0050000,+0.0044000,+1.068675,+0.893273,-3729.3650,-1018.8200,-159.2502,66659.454,0.6350,1,5675
20.327,0.000000,0.004400,+0.0000000,+0.0094000,+1.068675,+0.964013,-3729.3700,-1018.7560,-159.2515,66664.397,0.6350,1,5675
20.428,0.000000,0.004400,+0.0000000,+0.0094000,+1.068675,+0.964663,-3729.3700,-1018.6920,-159.2528,66669.245,0.6350,1,5675
20.528,0.005000,0.009400,+0.0050000,+0.0094000,+1.068675,+0.965003,-3729.3750,-1018.6240,-159.2540,66674.236,0.6350,1,5675
20.629,0.005000,0.004400,+0.0050000,+0.0044000,+1.068675,+0.895366,-3729.3750,-1018.5600,-159.2540,66679.133,0.6350,1,5675
20.730,0.000000,0.004400,+0.0050000,+0.0044000,+1.068675,+0.895366,-3729.3700,-1018.4960,-159.2540,66683.599,0.6350,1,5675
20.831,0.000000,0.004400,+0.0000000,+0.0044000,+1.068675,+0.895366,-3729.3700,-1018.4320,-159.2528,66688.494,0.6350,1,5675
20.931,0.000000,0.004400,+0.0000000,+0.0044000,+1.068675,+0.895366,-3729.3700,-1018.3680,-159.2528,66693.389,0.6350,1,5675
21.032,0.000000,0.004400,+0.0000000,+0.0044000,+1.068675,+0.895366,-3729.3700,-1018.3000,-159.2540,66698.238,0.6350,1,5675
21.133,0.000000,0.004400,+0.0000000,+0.0044000,+1.068675,+0.895366,-3729.3700,-1018.2360,-159.2540,66703.087,0.6350,1,5675
21.236,0.000000,0.004400,+0.0000000,+0.0044000,+1.068675,+0.895366,-3729.3700,-1018.1680,-159.2540,66708.079,0.6350,1,5675
21.337,0.000000,0.004400,+0.0050000,+0.0044000,+1.068675,+0.895366,-3729.3700,-1018.1040,-159.2540,66713.021,0.6350,1,5675
21.437,0.000000,0.004400,+0.0000000,+0.0044000,+1.068675,+0.895366,-3729.3700,-1018.0360,-159.2540,66717.965,0.6350,1,5675
21.538,0.000000,0.004400,+0.0000000,+0.0044000,+1.068675,+0.895366,-3729.3700,-1017.9840,-159.2540,66721.853,0.6350,1,5675
21.639,0.000000,0.004400,+0.0000000,+0.0044000,+1.068675,+0.895366,-3729.3700,-1017.9120,-159.2540,66727.325,0.6350,1,5675
21.741,0.000000,0.004400,+0.0000000,+0.0044000,+1.068675,+0.895366,-3729.3700,-1017.8480,-159.2540,66732.364,0.6350,1,5675
21.844,0.005000,0.004400,+0.0050000,+0.0044000,+1.068675,+0.895366,-3729.3750,-1017.7840,-159.2553,66737.213,0.6350,1,5675
21.945,0.005000,0.004400,+0.0050000,+0.0044000,+1.068675,+0.895366,-3729.3750,-1017.7200,-159.2553,66742.062,0.6350,1,5675
22.046,0.005000,0.004400,+0.0050000,+0.0044000,+1.068675,+0.895366,-3729.3750,-1017.6520,-159.2553,66747.054,0.6350,1,5675
22.147,0.005000,0.004400,+0.0050000,+0.0044000,+1.068675,+0.895366,-3729.3750,-1017.5840,-159.2553,66752.045,0.6350,1,5675
22.249,0.000000,0.004400,+0.0000000,-0.0006000,+1.068675,+0.895366,-3729.3700,-1017.5240,-159.2540,66756.606,0.6350,1,5675
22.358,0.005000,0.004400,+0.0000000,-0.0006000,+1.068675,+0.895366,-3729.3750,-1017.4520,-159.2540,66761.980,0.6350,1,5675
22.459,0.000000,-0.000600,+0.0000000,+0.0044000,+1.068675,+0.895366,-3729.3700,-1017.3880,-159.2540,66766.877,0.6350,1,5675
22.561,0.000000,0.004400,+0.0050000,+0.0044000,+1.068675,+0.895366,-3729.3700,-1017.3280,-159.2540,66771.393,0.6350,1,5675
22.664,0.000000,0.004400,+0.0000000,+0.0044000,+1.068675,+0.895366,-3729.3700,-1017.2640,-159.2540,66776.286,0.6350,1,5675
22.765,0.000000,0.004400,+0.0000000,+0.0044000,+1.068675,+0.895366,-3729.3700,-1017.2000,-159.2528,66781.229,0.6350,1,5675
22.866,0.000000,-0.000600,+0.0000000,+0.0044000,+1.068675,+0.895366,-3729.3700,-1017.1320,-159.2528,66786.126,0.6350,1,5675
22.967,0.005000,0.004400,+0.0050000,+0.0044000,+1.068675,+0.895366,-3729.3750,-1017.0640,-159.2540,66791.262,0.6350,1,5675
23.068,0.005000,0.004400,+0.0050000,+0.0044000,+1.068675,+0.895366,-3729.3750,-1017.0040,-159.2540,66795.772,0.6350,1,5675
23.169,0.005000,0.004400,+0.0050000,+0.0044000,+1.068675,+0.895366,-3729.3750,-1016.9400,-159.2553,66800.766,0.6350,1,5675
23.270,0.005000,0.004400,+0.0050000,+0.0044000,+1.068675,+0.895366,-3729.3750,-1016.8760,-159.2553,66805.566,0.6350,1,5675
23.371,0.005000,0.004400,+0.0050000,+0.0044000,+1.068675,+0.895366,-3729.3750,-1016.8120,-159.2553,66810.508,0.6350,1,5675
23.473,0.005000,0.004400,+0.0000000,+0.0044000,+1.068675,+0.895366,-3729.3750,-1016.7440,-159.2553,66815.600,0.6350,1,5675
23.574,0.000000,0.004400,+0.0000000,+0.0044000,+1.068675,+0.895366,-3729.3700,-1016.6840,-159.2540,66820.111,0.6350,1,5675
23.677,0.000000,0.004400,+0.0000000,+0.0044000,+1.068675,+0.895366,-3729.3700,-1016.6160,-159.2540,66825.150,0.6350,1,5675
23.778,0.000000,-0.000600,+0.0000000,+0.0044000,+1.068675,+0.895366,-3729.3700,-1016.5520,-159.2528,66830.141,0.6350,1,5675
23.879,-0.005000,-0.005600,-0.0050000,-0.0056000,+1.068547,+0.885750,-3729.3650,-1016.4840,-159.2502,66835.085,0.6350,1,5675
23.980,-0.005000,-0.005600,-0.0050000,-0.0056000,+1.066972,+0.885361,-3729.3650,-1016.4240,-159.2477,66839.549,0.6350,1,5675
24.081,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.066875,+0.894741,-3729.3650,-1016.3640,-159.2489,66844.449,0.6350,1,5675
24.183,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.066875,+0.894691,-3729.3650,-1016.3000,-159.2502,66849.341,0.6350,1,5675
24.286,0.000000,-0.000600,+0.0000000,-0.0006000,+1.066875,+0.894691,-3729.3700,-1016.2360,-159.2515,66854.237,0.6350,1,5675
24.387,0.000000,-0.000600,+0.0000000,-0.0006000,+1.066875,+0.894691,-3729.3700,-1016.1760,-159.2515,66859.085,0.6350,1,5675
24.488,0.005000,-0.000600,+0.0050000,-0.0006000,+1.066875,+0.894691,-3729.3750,-1016.1120,-159.2528,66863.981,0.6350,1,5675
24.589,0.005000,-0.005600,+0.0050000,-0.0056000,+1.066875,+0.885048,-3729.3750,-1016.0480,-159.2528,66868.877,0.6350,1,5675
24.691,0.005000,-0.005600,+0.0050000,-0.0056000,+1.066875,+0.884744,-3729.3750,-1015.9800,-159.2528,66873.822,0.6350,1,5675
24.792,0.005000,-0.005600,+0.0050000,-0.0006000,+1.066875,+0.893997,-3729.3750,-1015.9200,-159.2528,66878.669,0.6350,1,5675
24.893,0.005000,-0.000600,+0.0050000,-0.0006000,+1.067293,+0.893877,-3729.3750,-1015.8520,-159.2528,66883.614,0.6350,1,5675
24.994,0.005000,-0.005600,+0.0050000,-0.0006000,+1.067454,+0.893777,-3729.3750,-1015.7880,-159.2528,66888.557,0.6350,1,5675
25.095,0.005000,-0.000600,+0.0050000,-0.0006000,+1.067454,+0.893700,-3729.3750,-1015.7240,-159.2540,66893.454,0.6350,1,5675
25.196,0.005000,-0.000600,+0.0050000,-0.0006000,+1.067454,+0.893592,-3729.3750,-1015.6600,-159.2540,66898.303,0.6350,1,5675
25.299,0.005000,-0.000600,+0.0050000,-0.0006000,+1.067454,+0.893518,-3729.3750,-1015.5960,-159.2553,66903.199,0.6350,1,5675
25.400,0.005000,-0.000600,+0.0050000,-0.0006000,+1.067454,+0.893488,-3729.3750,-1015.5280,-159.2566,66908.094,0.6350,1,5675
25.503,0.005000,-0.000600,+0.0050000,-0.0006000,+1.067454,+0.893441,-3729.3750,-1015.4640,-159.2566,66912.990,0.6350,1,5675
25.604,0.005000,-0.000600,+0.0050000,-0.0006000,+1.067454,+0.893403,-3729.3750,-1015.4000,-159.2566,66917.933,0.6350,1,5675
25.705,0.005000,-0.000600,+0.0050000,-0.0056000,+1.067454,+0.883741,-3729.3750,-1015.3360,-159.2578,66922.781,0.6350,1,5675
25.806,0.005000,-0.000600,+0.0050000,-0.0006000,+1.067454,+0.893175,-3729.3750,-1015.2720,-159.2578,66927.629,0.6350,1,5675
25.907,0.005000,-0.005600,+0.0050000,-0.0056000,+1.067454,+0.883610,-3729.3750,-1015.2080,-159.2578,66932.477,0.6350,1,5675
26.008,0.005000,-0.000600,+0.0050000,-0.0056000,+1.067454,+0.883517,-3729.3750,-1015.1480,-159.2578,66936.941,0.6350,1,5675
26.109,0.005000,-0.000600,+0.0050000,-0.0006000,+1.067454,+0.893009,-3729.3750,-1015.0800,-159.2566,66941.933,0.6350,1,5675
26.210,0.000000,-0.000600,+0.0050000,-0.0006000,+1.067454,+0.893009,-3729.3700,-1015.0160,-159.2566,66946.880,0.6350,1,5675
26.312,0.000000,-0.000600,+0.0050000,+0.0044000,+1.067454,+0.893009,-3729.3700,-1014.9520,-159.2553,66951.821,0.6350,1,5675
26.414,0.005000,0.004400,+0.0050000,+0.0044000,+1.067454,+0.893009,-3729.3750,-1014.8840,-159.2553,66956.670,0.6350,1,5675
26.515,0.005000,0.004400,+0.0000000,+0.0044000,+1.067454,+0.893009,-3729.3750,-1014.8200,-159.2553,66961.661,0.6350,1,5675
26.617,0.000000,0.004400,+0.0000000,+0.0044000,+1.067454,+0.893009,-3729.3700,-1014.7600,-159.2553,66966.126,0.6350,1,5675
26.718,0.000000,0.004400,+0.0000000,+0.0044000,+1.067454,+0.893094,-3729.3700,-1014.6960,-159.2553,66970.975,0.6350,1,5675
26.819,0.000000,0.004400,+0.0000000,+0.0044000,+1.067454,+0.893094,-3729.3700,-1014.6320,-159.2553,66975.824,0.6350,1,5675
26.920,0.000000,0.004400,+0.0000000,+0.0044000,+1.067454,+0.893094,-3729.3700,-1014.5680,-159.2553,66980.669,0.6350,1,5675
27.021,0.000000,0.004400,+0.0000000,+0.0044000,+1.067454,+0.893094,-3729.3700,-1014.5040,-159.2553,66985.566,0.6350,1,5675
27.122,0.000000,0.004400,+0.0000000,+0.0044000,+1.067454,+0.893094,-3729.3700,-1014.4400,-159.2553,66990.461,0.6350,1,5675
27.223,0.000000,0.004400,+0.0000000,+0.0044000,+1.067454,+0.893094,-3729.3700,-1014.3760,-159.2566,66995.310,0.6350,1,5675
27.323,0.000000,-0.000600,-0.0050000,-0.0006000,+1.067454,+0.893094,-3729.3700,-1014.3080,-159.2540,67000.157,0.6350,1,5675
27.424,-0.005000,-0.000600,-0.0050000,-0.0056000,+1.067454,+0.883548,-3729.3650,-1014.2400,-159.2528,67005.005,0.6350,1,5675
27.526,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.067454,+0.893044,-3729.3650,-1014.1760,-159.2528,67009.955,0.6350,1,5675
27.629,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.067422,+0.893044,-3729.3650,-1014.1120,-159.2528,67014.846,0.6350,1,5675
27.734,-0.005000,0.004400,-0.0050000,+0.0044000,+1.067293,+0.893044,-3729.3650,-1014.0440,-159.2515,67019.885,0.6350,1,5675
27.835,-0.005000,0.004400,-0.0050000,+0.0044000,+1.067293,+0.893044,-3729.3650,-1013.9800,-159.2515,67024.735,0.6350,1,5675
27.935,0.000000,0.004400,-0.0050000,+0.0044000,+1.067293,+0.893044,-3729.3700,-1013.9120,-159.2515,67029.630,0.6350,1,5675
28.037,0.000000,0.004400,+0.0000000,+0.0044000,+1.067293,+0.893129,-3729.3700,-1013.8480,-159.2515,67034.477,0.6350,1,5675
28.137,0.000000,0.004400,+0.0000000,+0.0044000,+1.067293,+0.893129,-3729.3700,-1013.7840,-159.2515,67039.325,0.6350,1,5675
28.238,0.000000,0.004400,+0.0000000,+0.0044000,+1.067293,+0.893129,-3729.3700,-1013.7200,-159.2515,67044.317,0.6350,1,5675
28.341,0.000000,0.004400,+0.0000000,+0.0044000,+1.067293,+0.893129,-3729.3700,-1013.6520,-159.2515,67049.260,0.6350,1,5675
28.442,0.005000,0.004400,+0.0000000,+0.0044000,+1.067293,+0.893129,-3729.3750,-1013.5960,-159.2502,67053.723,0.6350,1,5675
28.544,0.005000,-0.000600,+0.0050000,-0.0006000,+1.067293,+0.893129,-3729.3750,-1013.5320,-159.2489,67058.622,0.6350,1,5675
28.645,0.005000,-0.000600,+0.0050000,-0.0006000,+1.067293,+0.893129,-3729.3750,-1013.4680,-159.2489,67063.616,0.6350,1,5675
28.747,0.005000,-0.000600,+0.0050000,-0.0006000,+1.067293,+0.893129,-3729.3750,-1013.4040,-159.2489,67068.509,0.6350,1,5675
28.848,0.005000,-0.000600,+0.0050000,-0.0006000,+1.067293,+0.893129,-3729.3750,-1013.3440,-159.2489,67072.926,0.6350,1,5675
28.950,0.005000,-0.000600,+0.0050000,-0.0006000,+1.067293,+0.893090,-3729.3750,-1013.2720,-159.2489,67078.445,0.6350,1,5675
29.051,0.005000,-0.000600,+0.0050000,-0.0006000,+1.067357,+0.893013,-3729.3750,-1013.2080,-159.2489,67083.293,0.6350,1,5675
29.151,0.005000,-0.000600,+0.0050000,-0.0006000,+1.067357,+0.893013,-3729.3750,-1013.1440,-159.2502,67088.190,0.6350,1,5675
29.252,0.005000,-0.000600,+0.0050000,-0.0006000,+1.067357,+0.893013,-3729.3750,-1013.0880,-159.2502,67092.606,0.6350,1,5675
29.356,0.005000,0.004400,+0.0050000,+0.0044000,+1.067357,+0.893013,-3729.3750,-1013.0200,-159.2528,67097.693,0.6350,1,5675
29.462,0.005000,0.004400,+0.0050000,+0.0044000,+1.067357,+0.893013,-3729.3750,-1012.9480,-159.2540,67103.118,0.6350,1,5675
29.563,0.005000,0.004400,+0.0050000,+0.0044000,+1.067357,+0.893070,-3729.3750,-1012.8880,-159.2553,67107.629,0.6350,1,5675
29.664,0.005000,0.004400,+0.0050000,+0.0044000,+1.067357,+0.893070,-3729.3750,-1012.8280,-159.2553,67111.998,0.6350,1,5675
29.765,0.000000,0.004400,+0.0000000,+0.0044000,+1.067357,+0.893070,-3729.3700,-1012.7560,-159.2566,67117.325,0.6350,1,5675
29.866,0.000000,-0.000600,+0.0000000,-0.0006000,+1.067357,+0.893070,-3729.3700,-1012.6920,-159.2566,67122.222,0.6350,1,5675
29.967,0.000000,-0.000600,+0.0000000,-0.0006000,+1.067357,+0.893070,-3729.3700,-1012.6240,-159.2578,67127.070,0.6350,1,5675
30.068,0.000000,-0.000600,+0.0000000,-0.0006000,+1.067357,+0.893070,-3729.3700,-1012.5560,-159.2578,67132.013,0.6350,1,5675
30.171,0.000000,-0.000600,+0.0000000,-0.0006000,+1.067357,+0.893070,-3729.3700,-1012.4960,-159.2578,67136.861,0.6350,1,5675
30.272,-0.005000,-0.000600,+0.0000000,-0.0006000,+1.067357,+0.893070,-3729.3650,-1012.4280,-159.2578,67141.853,0.6350,1,5675
30.373,0.000000,-0.000600,-0.0050000,-0.0006000,+1.067357,+0.893070,-3729.3700,-1012.3720,-159.2578,67146.414,0.6350,1,5675
30.474,0.000000,-0.000600,-0.0050000,-0.0006000,+1.067357,+0.893070,-3729.3700,-1012.3080,-159.2578,67151.309,0.6350,1,5675
30.576,0.000000,-0.000600,-0.0050000,-0.0006000,+1.067357,+0.893070,-3729.3700,-1012.2440,-159.2578,67156.445,0.6350,1,5675
30.679,-0.005000,-0.000600,+0.0000000,-0.0006000,+1.067357,+0.893062,-3729.3650,-1012.1800,-159.2566,67161.294,0.6350,1,5675
30.780,0.000000,-0.000600,+0.0000000,-0.0006000,+1.067357,+0.893062,-3729.3700,-1012.1160,-159.2566,67166.285,0.6350,1,5675
30.880,0.000000,-0.000600,+0.0000000,-0.0006000,+1.067357,+0.893062,-3729.3700,-1012.0480,-159.2578,67171.182,0.6350,1,5675
30.982,0.000000,-0.000600,+0.0000000,-0.0006000,+1.067357,+0.893062,-3729.3700,-1011.9920,-159.2578,67175.598,0.6350,1,5675
31.084,0.000000,-0.000600,+0.0000000,-0.0006000,+1.067357,+0.893062,-3729.3700,-1011.9200,-159.2578,67181.021,0.6350,1,5675
31.185,0.000000,-0.000600,+0.0000000,-0.0006000,+1.067357,+0.893062,-3729.3700,-1011.8600,-159.2566,67185.486,0.6350,1,5675
31.286,0.000000,-0.000600,+0.0000000,-0.0006000,+1.067357,+0.893062,-3729.3700,-1011.7920,-159.2566,67190.429,0.6350,1,5675
31.388,-0.010000,-0.005600,-0.0100000,-0.0056000,+0.987100,+0.883169,-3729.3600,-1011.7160,-159.2528,67195.471,0.6350,1,5675
31.489,-0.005000,-0.005600,-0.0050000,-0.0056000,+1.065783,+0.882779,-3729.3650,-1011.6520,-159.2515,67200.365,0.6350,1,5675
31.590,-0.005000,-0.000600,-0.0050000,-0.0006000,+1.065783,+0.892241,-3729.3650,-1011.5880,-159.2515,67205.265,0.6350,1,5675
31.692,0.000000,0.004400,+0.0000000,+0.0044000,+1.065783,+0.892241,-3729.3700,-1011.5320,-159.2528,67209.726,0.6350,1,5675
31.794,0.000000,0.004400,+0.0000000,+0.0044000,+1.065783,+0.892241,-3729.3700,-1011.4640,-159.2528,67214.622,0.6350,1,5675
31.894,0.005000,0.004400,+0.0050000,+0.0044000,+1.065783,+0.892241,-3729.3750,-1011.4000,-159.2528,67219.613,0.6350,1,5675
31.996,0.005000,0.004400,+0.0050000,+0.0044000,+1.065783,+0.892241,-3729.3750,-1011.3320,-159.2515,67224.560,0.6350,1,5675
32.097,0.005000,0.004400,+0.0050000,+0.0044000,+1.065783,+0.892241,-3729.3750,-1011.2680,-159.2515,67229.406,0.6350,1,5675
32.198,0.005000,0.004400,+0.0050000,+0.0044000,+1.065783,+0.892241,-3729.3750,-1011.2040,-159.2515,67234.352,0.6350,1,5675
32.300,0.005000,0.004400,+0.0050000,+0.0044000,+1.065783,+0.892325,-3729.3750,-1011.1400,-159.2502,67239.341,0.6350,1,5675
32.401,0.005000,0.004400,+0.0050000,+0.0044000,+1.066136,+0.892495,-3729.3750,-1011.0800,-159.2502,67243.758,0.6350,1,5675
32.507,0.005000,0.004400,+0.0050000,+0.0044000,+1.066683,+0.892806,-3729.3750,-1011.0120,-159.2502,67249.182,0.6350,1,5675
32.610,0.005000,0.004400,+0.0050000,+0.0044000,+1.067132,+0.893089,-3729.3750,-1010.9480,-159.2489,67254.076,0.6350,1,5675
32.711,0.005000,0.004400,+0.0050000,+0.0044000,+1.067454,+0.893089,-3729.3750,-1010.8800,-159.2489,67258.974,0.6350,1,5675
32.813,0.005000,0.004400,+0.0050000,+0.0044000,+1.067454,+0.893089,-3729.3750,-1010.8200,-159.2489,67263.820,0.6350,1,5675
32.914,0.005000,0.004400,+0.0050000,+0.0044000,+1.067454,+0.893089,-3729.3750,-1010.7560,-159.2502,67268.668,0.6350,1,5675
33.016,0.005000,0.004400,+0.0050000,+0.0044000,+1.067454,+0.893089,-3729.3750,-1010.6960,-159.2502,67273.612,0.6350,1,5675
33.118,0.005000,0.004400,+0.0050000,+0.0044000,+1.067454,+0.893089,-3729.3750,-1010.6320,-159.2515,67278.509,0.6350,1,5675
33.220,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.893089,-3729.3750,-1010.5640,-159.2515,67283.406,0.6350,1,5675
33.321,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.893089,-3729.3750,-1010.4960,-159.2515,67288.301,0.6350,1,5675
33.422,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.893089,-3729.3750,-1010.4280,-159.2515,67293.199,0.6350,1,5675
33.523,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.893089,-3729.3750,-1010.3720,-159.2515,67297.612,0.6350,1,5675
33.624,0.005000,0.004400,+0.0000000,+0.0044000,+1.067550,+0.893089,-3729.3750,-1010.3040,-159.2515,67302.509,0.6350,1,5675
33.725,0.005000,0.004400,+0.0000000,+0.0044000,+1.067550,+0.893089,-3729.3750,-1010.2400,-159.2515,67307.455,0.6350,1,5675
33.825,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.893089,-3729.3750,-1010.1760,-159.2528,67312.590,0.6350,1,5675
33.928,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.893089,-3729.3750,-1010.1120,-159.2528,67317.439,0.6350,1,5675
34.029,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.893089,-3729.3750,-1010.0480,-159.2540,67322.334,0.6350,1,5675
34.129,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.893089,-3729.3750,-1009.9920,-159.2540,67326.750,0.6350,1,5675
34.232,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.893089,-3729.3750,-1009.9240,-159.2528,67331.742,0.6350,1,5675
34.333,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.893089,-3729.3750,-1009.8600,-159.2528,67336.589,0.6350,1,5675
34.433,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.893089,-3729.3750,-1009.7920,-159.2528,67341.534,0.6350,1,5675
34.534,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.893089,-3729.3750,-1009.7280,-159.2528,67346.429,0.6350,1,5675
34.635,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.893089,-3729.3750,-1009.6640,-159.2540,67351.328,0.6350,1,5675
34.737,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.893089,-3729.3750,-1009.5960,-159.2528,67356.222,0.6350,1,5675
34.838,0.000000,-0.000600,+0.0000000,-0.0006000,+1.067550,+0.893089,-3729.3700,-1009.5240,-159.2515,67361.166,0.6350,1,5675
34.939,0.000000,-0.000600,+0.0000000,-0.0006000,+1.067550,+0.893035,-3729.3700,-1009.4680,-159.2502,67365.534,0.6350,1,5675
35.040,0.000000,0.004400,+0.0000000,+0.0044000,+1.067550,+0.893035,-3729.3700,-1009.4040,-159.2502,67370.430,0.6350,1,5675
35.140,0.000000,0.004400,+0.0000000,+0.0044000,+1.067550,+0.893035,-3729.3700,-1009.3480,-159.2515,67374.750,0.6350,1,5675
35.242,0.005000,0.004400,+0.0000000,+0.0044000,+1.067550,+0.893629,-3729.3750,-1009.2760,-159.2528,67380.174,0.6350,1,5675
35.343,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.893968,-3729.3750,-1009.2120,-159.2528,67385.069,0.6350,1,5675
35.444,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.894110,-3729.3750,-1009.1480,-159.2540,67389.966,0.6350,1,5675
35.544,0.005000,0.004400,+0.0050000,+0.0094000,+1.067550,+0.964369,-3729.3750,-1009.0840,-159.2540,67394.864,0.6350,1,5675
35.645,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.894704,-3729.3750,-1009.0240,-159.2553,67399.709,0.6350,1,5675
35.746,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.894704,-3729.3750,-1008.9600,-159.2553,67404.702,0.6350,1,5675
35.847,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.894704,-3729.3750,-1008.9000,-159.2553,67409.164,0.6350,1,5675
35.950,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.894704,-3729.3750,-1008.8360,-159.2540,67414.109,0.6350,1,5675
36.052,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.894704,-3729.3750,-1008.7640,-159.2540,67419.245,0.6350,1,5675
36.153,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.894704,-3729.3750,-1008.7040,-159.2540,67423.951,0.6350,1,5675
36.255,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.894704,-3729.3750,-1008.6400,-159.2540,67428.800,0.6350,1,5675
36.356,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.894704,-3729.3750,-1008.5760,-159.2540,67433.693,0.6350,1,5675
36.457,0.005000,0.004400,+0.0050000,+0.0044000,+1.067550,+0.894704,-3729.3750,-1008.5120,-159.2540,67438.589,0.6350,1,5675
36.558,0.005000,0.004400,+0.0050000,+0.0044000,+1.068032,+0.894704,-3729.3750,-1008.4440,-159.2540,67443.725,0.6350,1,5675
36.660,0.005000,0.004400,+0.0050000,+0.0044000,+1.068611,+0.894704,-3729.3750,-1008.3800,-159.2540,67448.622,0.6350,1,5675
36.761,0.005000,0.004400,+0.0050000,+0.0044000,+1.068996,+0.894704,-3729.3750,-1008.3240,-159.2553,67452.989,0.6350,1,5675
36.861,0.005000,0.004400,+0.0050000,+0.0044000,+1.069511,+0.894704,-3729.3750,-1008.2560,-159.2553,67457.885,0.6350,1,5675
36.962,0.005000,0.004400,+0.0050000,+0.0044000,+1.069800,+0.894704,-3729.3750,-1008.1920,-159.2553,67462.783,0.6350,1,5675
