# t ex ey ez ew A C jx jy jz
1786080310.750 0.01359834 0.01249245 0.008775955 0.01639834 60.93711 -79.38265 -618.55 -380.344 -204.847 
1786080310.915 0.0135277 0.01031639 0.00779523 0.0113277 60.85782 -78.92031 -618.065 -382 -204.5511 
1786080311.078 0.008826207 0.01042372 0.008797781 0.009940865 60.77537 -78.43951 -617.545 -383.716 -204.245 
1786080311.239 0.01299392 0.01103683 0.009755533 0.01579392 60.68946 -77.93855 -616.99 -385.504 -203.9275 
1786080311.397 0.01568048 0.009079955 0.008899749 0.01348048 60.59969 -77.41508 -616.395 -387.36 -203.5935 
1786080311.559 0.01175838 0.008530493 0.007817596 0.00955838 60.50613 -76.86592 -615.745 -389.3 -203.243 
1786080311.727 0.01291323 0.01122746 0.007901794 0.01071323 60.40256 -76.26555 -615.02 -391.416 -202.862 
1786080311.899 0.01243434 0.009557783 0.007711602 0.01011156 60.29412 -75.63322 -614.23 -393.628 -202.4607 
1786080312.066 0.008338155 0.005423511 0.005925596 0.01139473 60.17947 -74.96467 -613.365 -395.952 -202.0352 
1786080312.232 0.009758724 0.009117816 0.007860413 0.01321222 60.06064 -74.27174 -612.445 -398.356 -201.5984 
1786080312.395 0.01147966 0.007678699 0.007656752 0.009279663 59.94358 -73.58909 -611.51 -400.704 -201.1666 
1786080312.572 0.01088575 0.007798074 0.006768377 0.01019173 59.80897 -72.80414 -610.4 -403.388 -200.67 
1786080312.737 0.006690084 0.00433225 0.005518134 0.009490084 59.67707 -72.035 -609.27 -405.996 -200.1836 
1786080312.903 0.008763221 0.007734234 0.00767521 0.01156322 59.5437 -71.25731 -608.1 -408.636 -199.6934 
1786080313.092 0.006586443 0.004615273 0.007070706 0.009386443 59.38421 -70.32729 -606.65 -411.724 -199.1104 
1786080313.262 0.01190977 0.007126086 0.007560838 0.009709771 59.23385 -69.45049 -605.245 -414.628 -198.5605 
1786080313.430 0.01026421 0.001344733 0.006457611 0.008064208 59.07852 -68.5447 -603.74 -417.592 -197.9916 
1786080313.594 0.008121582 0.004301312 0.007311814 0.01092158 58.92483 -67.64848 -602.205 -420.52 -197.4277 
1786080313.754 0.007880134 0.004070121 0.005984721 0.005680134 58.77043 -66.74816 -600.62 -423.396 -196.8676 
1786080313.953 0.007699631 0.003701199 0.00560175 0.006333361 58.5935 -65.71638 -598.75 -426.672 -196.2237 
1786080314.150 0.003617525 -0.007418996 0.006116016 0.01141752 58.37049 -64.41595 -596.305 -430.732 -195.4147 
1786080314.318 0.005931054 -0.006141092 0.004896501 0.003731054 58.19544 -63.3952 -594.33 -433.896 -194.7759 
1786080314.499 0.003757366 -0.006583639 0.005856192 0.006557366 57.99703 -62.2382 -592.02 -437.396 -194.0634 
1786080314.664 0.005952486 -0.009723116 0.005263763 0.008752486 57.80882 -61.14074 -589.77 -440.676 -193.384 
1786080314.857 0.0053371 -0.007907918 0.005894642 0.0081371 57.59477 -59.89254 -587.135 -444.348 -192.6144 
1786080315.041 0.005712034 -0.0082263 0.004979593 0.003512034 57.37964 -58.63086 -584.395 -447.988 -191.8371 
1786080315.236 0.007805259 -0.007000781 0.005909993 0.005605259 57.13785 -57.22812 -581.26 -451.952 -190.9761 
1786080315.421 0.001751302 -0.007763556 0.004216832 0.004551302 56.90824 -55.88915 -578.175 -455.648 -190.1544 
1786080315.641 -0.01418052 -0.02058815 -0.008392819 -0.01138052 56.64045 -54.3276 -574.465 -459.84 -189.1879 
1786080315.881 -0.01158818 -0.01705656 -0.008908064 -0.01378818 56.31426 -52.42551 -569.825 -464.804 -188.0297 
1786080316.111 -0.01430046 -0.01555133 -0.009269878 -0.01150046 56.03276 -50.78402 -565.695 -468.94 -187.034 
1786080316.331 -0.01334556 -0.01283494 -0.009349932 -0.008909407 55.7172 -48.9439 -560.94 -473.416 -185.9215 
1786080316.551 -0.01288979 -0.01372711 -0.008030294 -0.01219509 55.37392 -46.94213 -555.62 -478.076 -184.7175 
1786080316.755 -0.01417942 -0.01535918 -0.00820872 -0.01137942 55.07905 -45.22261 -550.91 -481.948 -183.6761 
1786080316.928 -0.01435918 -0.01345918 -0.007453578 -0.01155918 54.80484 -43.62367 -546.48 -485.336 -182.7312 
1786080317.128 -0.01335458 -0.01037535 -0.007467963 -0.01055458 54.50309 -41.86406 -541.49 -488.94 -181.6835 
1786080317.315 -0.01395885 -0.01177903 -0.007563852 -0.006158849 54.20915 -40.15 -536.535 -492.296 -180.6611 
1786080317.510 -0.009658385 -0.01347248 -0.007405982 -0.008809407 53.89294 -38.30612 -531.115 -495.684 -179.5766 
1786080317.727 -0.01033909 -0.009510909 -0.007198522 -0.008448577 53.57176 -36.43322 -525.52 -498.948 -178.4628 
1786080317.947 -0.01015681 -0.007518435 -0.006704888 -0.007045024 53.18136 -34.1467 -518.565 -502.652 -177.1344 
1786080318.117 -0.009647155 -0.005418714 -0.006906877 -0.006847155 52.87341 -32.36089 -513.055 -505.328 -176.093 
1786080318.320 -0.009449926 -0.008825042 -0.006698342 -0.006649926 52.5317 -30.36832 -506.835 -508.084 -174.936 
1786080318.518 -0.007107184 -0.01005198 -0.007053618 -0.004307184 52.19962 -28.42134 -500.69 -510.552 -173.8108 
1786080318.692 -0.006319391 -0.003970305 -0.006253288 -0.008519391 51.85238 -26.40698 -494.275 -512.864 -172.6513 
1786080318.883 -0.009163824 -0.006808966 -0.005305614 -0.006363824 51.51182 -24.41009 -487.86 -514.908 -171.5083 
1786080319.050 -0.007085585 -0.004725447 -0.007144889 -0.004285585 51.18426 -22.51101 -481.725 -516.628 -170.4237 
1786080319.224 -0.005035887 -0.005521792 -0.005486804 -0.0008844318 50.85532 -20.59288 -475.5 -518.14 -169.3366 
1786080319.417 -0.006787424 -0.002109954 -0.00543784 -0.008987424 50.4979 -18.50866 -468.705 -519.532 -168.1593 
1786080319.607 -0.008010258 0.002242364 -0.00585668 -0.007482382 50.12859 -16.35521 -461.675 -520.692 -166.949 
1786080319.790 -0.00769263 0.005198204 -0.005392789 -0.00489263 49.74919 -14.14271 -454.445 -521.588 -165.7133 
1786080319.969 -0.01056628 0.003438033 -0.006851538 -0.007766281 49.38207 -12.00189 -447.455 -522.168 -164.522 
1786080320.137 -0.008261297 0.004949558 -0.006292816 -0.006181383 49.03003 -9.949086 -440.775 -522.468 -163.3879 
1786080320.311 -0.005149898 0.007458529 -0.005898631 -0.007349898 48.67299 -7.867034 -434.03 -522.516 -162.2436 
1786080320.482 -0.005629648 0.00940562 -0.005547593 -0.002894949 48.30672 -5.731225 -427.145 -522.3 -161.0765 
1786080320.651 -0.002885806 0.009679729 -0.005744687 -0.005085806 47.95038 -3.653276 -420.5 -521.828 -159.9462 
1786080320.819 -0.0001646161 0.01214248 -0.005127681 -0.007364616 47.58276 -1.50963 -413.705 -521.084 -158.7879 
1786080320.984 -0.00618117 0.009494745 -0.006034577 -0.00338117 47.21464 0.6369839 -406.965 -520.072 -157.6335 
1786080321.155 -0.003315578 0.01231619 -0.00592815 -0.005191755 46.83502 2.850659 -400.11 -518.764 -156.4511 
1786080321.341 -0.005215194 0.008984622 -0.006702991 -0.01241519 46.43181 5.201911 -392.81 -517.04 -155.1811 
1786080321.511 -0.007666614 0.01148785 -0.005779048 -0.004866614 46.03516 7.514895 -385.955 -515.116 -153.9759 
1786080321.683 -0.008766079 0.008456393 -0.005703025 -0.005966079 45.64302 9.801552 -379.26 -512.924 -152.7859 
1786080321.857 -0.005320941 0.01132076 -0.005995274 -0.007520941 45.25086 12.08838 -372.675 -510.46 -151.5959 
1786080322.022 -0.007149225 0.01310797 -0.005403384 -0.007762612 44.8768 14.26967 -366.53 -507.868 -150.4682 
1786080322.187 -0.003741244 0.01191573 -0.005742081 -0.005941244 44.50719 16.42495 -360.605 -505.08 -149.362 
1786080322.355 -0.004392296 0.009243816 -0.006065036 -0.006592296 44.12856 18.63281 -354.69 -502 -148.2355 
1786080322.520 -0.008556221 0.0073584 -0.005999796 -0.01075622 43.75672 20.80112 -349.04 -498.764 -147.137 
1786080322.684 -0.002270674 0.01241228 -0.006217727 -0.009470674 43.38936 22.94334 -343.635 -495.376 -146.0587 
1786080322.855 -0.007172869 0.008284912 -0.006004126 -0.009372869 43.0063 25.17709 -338.17 -491.632 -144.9424 
1786080323.023 -0.007783323 0.008817652 -0.006441836 -0.009983323 42.6276 27.38534 -332.965 -487.744 -143.8464 
1786080323.195 -0.007266749 0.00901505 -0.005624884 -0.009466749 42.24456 29.61901 -327.9 -483.624 -142.7466 
1786080323.372 -0.00289849 0.0125343 -0.006167926 -0.00720336 41.84568 31.94496 -322.85 -479.148 -141.6087 
1786080323.542 -0.009071788 0.01000681 -0.005361587 -0.006271788 41.45124 34.24503 -318.08 -474.544 -140.4936 
1786080323.718 -0.003001576 0.01112202 -0.005455382 -0.005201576 41.06364 36.50528 -313.63 -469.86 -139.4052 
1786080323.884 -0.005198496 0.01067148 -0.004789968 -0.007398496 40.68272 38.72654 -309.475 -465.112 -138.3448 
1786080324.049 -0.005813702 0.0135049 -0.005375363 -0.008013702 40.31094 40.89447 -305.64 -460.352 -137.3161 
1786080324.240 -0.01005271 0.007170391 -0.005156071 -0.006202815 39.89181 43.33866 -301.58 -454.84 -136.1667 
1786080324.422 -0.005395575 0.009898206 -0.005837149 -0.007595575 39.48612 45.70423 -297.93 -449.384 -135.0631 
1786080324.593 -0.004476312 0.01150732 -0.005193358 -0.006676312 39.08497 48.04345 -294.585 -443.88 -133.9823 
1786080324.772 -0.006448371 0.006800952 -0.005368643 -0.008648371 38.69736 50.30369 -291.605 -438.464 -132.946 
1786080324.967 -0.006051333 0.007080658 -0.005393063 -0.008251333 38.25785 52.86661 -288.535 -432.236 -131.7814 
1786080325.155 -0.007569953 0.01142142 -0.005818051 -0.009769953 37.83194 55.35025 -285.87 -426.124 -130.6638 
1786080325.328 -0.002967479 0.004155464 -0.005165778 -0.01016748 37.43305 57.67628 -283.66 -420.332 -129.6275 
1786080325.511 -0.009031776 0.008907714 -0.005456619 -0.006038669 37.02744 60.04151 -281.68 -414.412 -128.5823 
1786080325.689 -0.008460993 0.00862821 -0.004723189 -0.01066099 36.62393 62.39446 -279.995 -408.488 -127.5536 
1786080325.854 -0.008523667 0.005225193 -0.00504334 -0.005723667 36.24087 64.62821 -278.645 -402.812 -126.5782 
1786080326.021 -0.006845124 0.004875819 -0.006623778 -0.009045124 35.87356 66.77009 -277.585 -397.396 -125.6575 
1786080326.190 -0.009039411 0.004266782 -0.005650371 -0.006239411 35.49983 68.94941 -276.75 -391.932 -124.7355 
1786080326.352 -0.006552829 0.0007640808 -0.005731442 -0.008752829 35.13983 71.0487 -276.16 -386.644 -123.849 
1786080326.512 -0.00767252 0.004652702 -0.00518837 -0.00487252 34.79295 73.07141 -275.79 -381.58 -123.0032 
1786080326.675 -0.004590933 0.007455891 -0.00489592 -0.006790933 34.44626 75.09311 -275.62 -376.548 -122.165 
1786080326.833 -0.009617335 -0.006343747 -0.005825879 -0.007017335 34.11461 77.02705 -275.63 -371.752 -121.3687 
1786080327.003 -0.008738821 -0.006262269 -0.005857389 -0.00786891 33.77486 79.00824 -275.83 -366.896 -120.561 
1786080327.170 -0.006368877 -0.001618988 -0.005443035 -0.008768877 33.4276 81.03318 -276.215 -361.988 -119.7431 
1786080327.339 -0.004574059 -0.004534386 -0.005380771 -0.006974059 33.08925 83.0062 -276.77 -357.256 -118.9531 
1786080327.505 -0.002375341 -0.001435901 -0.002544898 -0.004775341 32.75373 84.96274 -277.49 -352.632 -118.1797 
1786080327.674 -0.003846772 0.003044736 -0.001365995 -0.006246772 32.43097 86.84486 -278.335 -348.248 -117.4406 
1786080327.844 -0.003588075 0.003208527 0.0015889 -0.005988075 32.09941 88.78925 -279.365 -343.784 -116.6849 
1786080328.014 -0.002752506 -0.0001370817 0.00403208 -0.005152506 31.77297 90.68179 -280.52 -339.516 -115.9572 
1786080328.179 -0.0005488358 0.00604604 0.00503845 -0.00571349 31.4664 92.46952 -281.745 -335.564 -115.274 
1786080328.345 0.004426071 0.005874984 0.005382212 -0.007973929 31.16083 94.25141 -283.085 -331.696 -114.5983 
1786080328.516 0.002949756 0.003699808 0.005601309 0.0005497563 30.85273 96.04803 -284.56 -327.868 -113.9227 
1786080328.674 0.002941929 0.004360694 0.00643266 0.005541929 30.56558 97.72248 -286.04 -324.38 -113.2991 
1786080328.831 -0.002083736 -0.0003064328 0.006619714 0.005516264 30.28808 99.34063 -287.56 -321.076 -112.7009 
1786080328.993 0.002646425 7.238535e-06 0.006405478 0.005246425 30.01143 100.9538 -289.175 -317.86 -112.1091 
1786080329.152 -0.001872424 -0.000225095 0.005965116 0.005727576 29.73915 102.5416 -290.84 -314.768 -111.5313 
1786080329.310 0.003041104 -5.235687e-05 0.006179123 0.005641104 29.47457 104.0845 -292.545 -311.836 -110.975 
1786080329.473 0.00351081 -0.004860906 0.006545635 0.00611081 29.2078 105.6401 -294.335 -308.948 -110.4188 
1786080329.637 0.002077606 -0.007920188 0.006489486 0.009677606 28.94387 107.1791 -296.175 -306.168 -109.8727 
1786080329.801 -0.0005877715 -0.005385191 0.005976599 0.002012228 28.68294 108.7007 -298.06 -303.5 -109.3367 
1786080329.961 0.006392987 -0.006678095 0.00698848 0.008992987 28.4297 110.1774 -299.96 -300.98 -108.8224 
1786080330.120 0.003385228 -0.005985 0.006651357 0.005985228 28.18708 111.5922 -301.825 -298.636 -108.3321 
1786080330.278 0.006983669 -0.003462865 0.005789366 0.004583669 27.94724 112.9908 -303.725 -296.388 -107.8508 
1786080330.451 0.004562001 -0.003743963 0.006545776 0.007162001 27.70144 114.4241 -305.715 -294.152 -107.3631 
1786080330.615 0.001200656 -0.007558387 0.00533935 0.003800656 27.45464 115.8632 -307.76 -291.976 -106.8755 
1786080330.779 0.005337129 -0.001661487 0.00596463 0.007937129 27.21987 117.2322 -309.755 -289.984 -106.417 
1786080330.942 0.003562083 -0.004271957 0.005851885 0.009120439 26.99663 118.5341 -311.685 -288.144 -105.9839 
1786080331.108 0.006325916 -0.00530662 0.006045423 0.008925916 26.76963 119.8577 -313.68 -286.34 -105.547 
1786080331.281 0.001573899 -0.003877876 0.005026588 0.009173899 26.54078 121.1923 -315.72 -284.588 -105.1063 
1786080331.445 0.007043994 -0.005064986 0.005320117 0.004643994 26.32082 122.4749 -317.72 -282.964 -104.6923 
1786080331.606 0.007335347 -0.003388838 0.005920058 0.008224524 26.1133 123.685 -319.625 -281.492 -104.3024 
1786080331.766 0.006987608 -0.00210095 0.005571675 0.004587608 25.91276 124.8544 -321.49 -280.12 -103.9278 
1786080331.933 0.008002531 -0.002910175 0.00548045 0.004169973 25.70927 126.041 -323.4 -278.78 -103.5506 
1786080332.100 0.006158806 -0.003246538 0.005012974 0.008758806 25.50946 127.2061 -325.295 -277.516 -103.1823 
1786080332.265 0.003190134 -0.005625827 0.005468033 0.004704577 25.31666 128.3304 -327.14 -276.344 -102.8305 
1786080332.427 0.006525488 -0.00231094 0.005387133 0.004125488 25.13194 129.4076 -328.92 -275.272 -102.4952 
1786080332.585 0.004711347 -0.002218311 0.005515732 0.007311347 24.95497 130.4395 -330.635 -274.284 -102.1765 
1786080332.744 0.005132168 -0.001848639 0.00595841 0.007732168 24.78236 131.4461 -332.32 -273.36 -101.8678 
1786080332.901 0.004628055 -0.003555523 0.005010974 0.007228055 24.61513 132.4213 -333.96 -272.5 -101.5694 
1786080333.060 0.003947497 -0.003434688 0.005536367 0.006547497 24.45319 133.3656 -335.555 -271.704 -101.2836 
1786080333.232 0.001287857 -0.00205543 0.005451127 0.003887857 24.28265 134.3601 -337.25 -270.9 -100.9827 
1786080333.393 0.008590195 -0.00189822 0.005939439 0.006190195 24.12372 135.2868 -338.825 -270.192 -100.7071 
1786080333.550 0.0131641 0.0106281 0.007813362 0.0107641 23.97313 136.1649 -340.33 -269.56 -100.448 
1786080333.707 0.01597229 0.01271821 0.008423193 0.01451204 23.82867 137.0073 -341.775 -268.972 -100.1991 
1786080333.865 0.01323539 0.01215216 0.008694586 0.01083539 23.68933 137.8199 -343.165 -268.428 -99.96031 
1786080334.022 0.01708511 0.01324865 0.009797077 0.01968511 23.55244 138.6181 -344.54 -267.92 -99.7279 
1786080334.181 0.01390293 0.01395971 0.00758645 0.01322005 23.4182 139.4009 -345.88 -267.444 -99.49803 
1786080334.345 0.01001227 0.01048812 0.00717132 0.009598673 23.28833 140.1582 -347.185 -267.004 -99.27832 
1786080334.513 0.01208192 0.0125475 0.00720377 0.01195731 23.15517 140.9347 -348.52 -266.58 -99.0548 
1786080334.674 0.01546842 0.01336326 0.009532723 0.01561975 23.0336 141.6436 -349.745 -266.212 -98.85414 
1786080334.834 0.01342914 0.01062322 0.007292621 0.008858186 22.91651 142.3264 -350.92 -265.872 -98.65729 
1786080334.993 0.01000857 0.008914189 0.007352388 0.007608573 22.8059 142.9714 -352.03 -265.568 -98.47441 
1786080335.150 0.01212287 0.01033953 0.006974313 0.008102522 22.69893 143.5952 -353.105 -265.292 -98.29788 
1786080335.325 0.009372921 0.01079505 0.006980257 0.01197292 22.59124 144.2231 -354.185 -265.028 -98.12135 
1786080335.493 0.01077244 0.01113357 0.007796772 0.01234768 22.48411 144.8478 -355.26 -264.78 -97.94736 
1786080335.652 0.009067436 0.01161401 0.007082776 0.01166744 22.39077 145.3921 -356.195 -264.572 -97.79369 
1786080335.811 0.007628328 0.008285296 0.006386135 0.005228328 22.30177 145.9111 -357.085 -264.388 -97.65018 
1786080335.972 0.01004662 0.008627989 0.006186213 0.00764662 22.21605 146.411 -357.945 -264.22 -97.51175 
1786080336.137 0.007782022 0.007669703 0.00597069 0.01038202 22.13429 146.8878 -358.76 -264.068 -97.38094 
1786080336.325 0.01031299 0.006443381 0.006464778 0.008332096 22.04644 147.4 -359.645 -263.912 -97.2387 
1786080336.502 0.01017061 0.005787746 0.006571523 0.008494355 21.96871 147.8533 -360.41 -263.784 -97.11551 
1786080336.690 0.01204203 0.0092088 0.008109939 0.01070091 21.88911 148.3174 -361.21 -263.664 -96.99105 
1786080336.867 0.01144876 0.01150937 0.006401877 0.009048758 21.82209 148.7083 -361.875 -263.568 -96.8831 
1786080337.057 0.008447739 0.003229482 0.00518436 0.006182537 21.75533 149.0976 -362.535 -263.468 -96.77642 
1786080337.227 0.009516957 0.009188568 0.006211216 0.007116957 21.70151 149.4114 -363.07 -263.404 -96.6926 
1786080337.393 0.009556065 0.009670163 0.006964511 0.007156065 21.6523 149.6983 -363.555 -263.344 -96.61513 
1786080337.557 0.010766 0.008149622 0.006831351 0.008366002 21.60978 149.9463 -363.98 -263.292 -96.54909 
1786080337.733 0.01002913 0.008970728 0.006823264 0.01047668 21.57006 150.1779 -364.37 -263.248 -96.48686 
1786080337.900 0.009307124 0.007142488 0.006101665 0.006907124 21.5348 150.3836 -364.72 -263.208 -96.43098 
1786080338.073 0.005095746 0.001676516 0.004845974 0.002695746 21.50551 150.5544 -365.005 -263.172 -96.38399 
1786080338.240 0.005691963 0.006171418 0.005853028 0.008291963 21.48125 150.6958 -365.245 -263.152 -96.34716 
1786080338.402 0.003165454 0.0008644812 0.00372799 0.005765454 21.46224 150.8066 -365.43 -263.128 -96.31541 
1786080338.566 0.007654705 0.006586468 0.005598104 0.0102547 21.448 150.8897 -365.575 -263.12 -96.29509 
1786080338.732 0.01429227 0.01604732 0.009698214 0.01689227 21.43802 150.9479 -365.68 -263.12 -96.28366 
1786080338.893 0.01911052 0.02082796 0.01127006 0.02171052 21.43293 150.9776 -365.735 -263.12 -96.27731 
1786080339.052 0.01498687 0.0216938 0.01017026 0.01758687 21.432 150.983 -365.74 -263.12 -96.27477 
1786080339.225 0.01498687 0.0136938 0.008900263 0.01258687 21.432 150.983 -365.74 -263.112 -96.2735 
1786080339.400 0.01498687 0.0136938 0.008900263 0.01258687 21.432 150.983 -365.74 -263.112 -96.2735 
1786080339.562 0.01498687 0.0136938 0.008900263 0.01258687 21.432 150.983 -365.74 -263.112 -96.2735 
1786080339.721 0.00998687 0.009693802 0.007630264 0.01258687 21.432 150.983 -365.735 -263.108 -96.27223 
1786080339.881 0.00998687 0.009693802 0.007630264 0.01258687 21.432 150.983 -365.735 -263.108 -96.27223 
1786080340.045 0.01498687 0.0136938 0.008900263 0.01258687 21.432 150.983 -365.735 -263.112 -96.27223 
1786080340.219 0.00998687 0.009693802 0.008900263 0.01258687 21.432 150.983 -365.735 -263.108 -96.2735 
1786080340.420 0.00998687 0.009693802 0.007630264 0.01258687 21.432 150.983 -365.735 -263.112 -96.27223 
1786080340.587 0.00998687 0.009693802 0.007630264 0.00758687 21.432 150.983 -365.735 -263.108 -96.27223 
1786080340.750 0.00998687 0.009693802 0.007630264 0.01258687 21.432 150.983 -365.735 -263.108 -96.27223 
1786080340.912 0.01498687 0.0136938 0.007630264 0.01258687 21.432 150.983 -365.735 -263.112 -96.27223 
1786080341.100 0.00998687 0.009693802 0.007630264 0.00758687 21.432 150.983 -365.735 -263.108 -96.27223 
1786080341.288 0.00998687 0.009693802 0.007630264 0.01258687 21.432 150.983 -365.735 -263.112 -96.27223 
1786080341.456 0.00998687 0.009693802 0.006360265 0.00758687 21.432 150.983 -365.735 -263.108 -96.27096 
1786080341.614 0.009985166 0.009684928 0.007633635 0.01258517 21.432 150.983 -365.735 -263.108 -96.27223 
1786080341.792 0.008874614 0.007895526 0.008513187 0.01120816 21.41755 150.9709 -365.745 -263.164 -96.25064 
1786080341.971 0.006300626 0.002540433 0.006633452 0.008341513 21.36969 150.931 -365.78 -263.356 -96.17444 
1786080342.145 0.007872392 0.004431053 0.007826474 0.01047239 21.29102 150.8653 -365.845 -263.684 -96.05252 
1786080342.328 0.003399049 0.0007737922 0.00656524 0.005418973 21.17994 150.7726 -365.935 -264.132 -95.88107 
1786080342.494 0.01119137 0.005038138 0.007908422 0.008056743 21.04393 150.659 -366.05 -264.692 -95.67406 
1786080342.654 -0.0001823923 -0.003389307 0.005057316 0.002417608 20.88912 150.5297 -366.17 -265.316 -95.4353 
1786080342.818 -0.008536114 -0.01147011 0.002499618 -0.0009361144 20.70599 150.3768 -366.32 -266.056 -95.1559 
1786080342.976 -0.01500231 -0.02102667 -0.006462874 -0.01240231 20.50175 150.2063 -366.495 -266.88 -94.84094 
1786080343.136 -0.01862913 -0.02259158 -0.009928666 -0.01602913 20.27374 150.0147 -366.705 -267.816 -94.49804 
1786080343.301 -0.01550515 -0.01952392 -0.009237064 -0.01790515 20.00735 149.7935 -366.955 -268.896 -94.10942 
1786080343.466 -0.01482369 -0.0198466 -0.009583095 -0.01407125 19.71523 149.5496 -367.24 -270.084 -93.68651 
1786080343.626 -0.0180892 -0.02301568 -0.009103408 -0.0154892 19.40393 149.2897 -367.555 -271.344 -93.24328 
1786080343.789 -0.01185533 -0.02047828 -0.007765102 -0.01425533 19.06883 149.0099 -367.915 -272.704 -92.77465 
1786080343.950 -0.0107754 -0.01480773 -0.006591225 -0.0131754 18.70125 148.703 -368.32 -274.196 -92.26919 
1786080344.110 -0.01336291 -0.01437831 -0.007180241 -0.01076291 18.3145 148.3801 -368.76 -275.756 -91.74595 
1786080344.283 -0.01091043 -0.01416317 -0.006182709 -0.01331043 17.87289 148.0114 -369.29 -277.532 -91.15921 
1786080344.451 -0.01343342 -0.01508218 -0.006525209 -0.01083342 17.41051 147.6253 -369.865 -279.384 -90.56612 
1786080344.631 -0.01263076 -0.01764173 -0.008352759 -0.01503076 16.88395 147.1857 -370.555 -281.484 -89.90318 
1786080344.812 -0.01154563 -0.01801488 -0.007631457 -0.01394563 16.33119 146.7215 -371.32 -283.692 -89.22754 
1786080344.987 -0.01355627 -0.01784613 -0.007459457 -0.01095627 15.75359 146.2419 -372.145 -285.964 -88.5519 
1786080345.166 -0.01337193 -0.01425851 -0.007820297 -0.01125998 15.13782 145.7278 -373.075 -288.388 -87.8534 
1786080345.340 -0.01385481 -0.01828926 -0.00745927 -0.01228441 14.5091 145.2029 -374.075 -290.84 -87.16887 
1786080345.511 -0.01262955 -0.01429762 -0.007066696 -0.01002955 13.83876 144.6432 -375.195 -293.46 -86.46657 
1786080345.678 -0.0123616 -0.01241199 -0.006471777 -0.009761601 13.17402 144.0882 -376.34 -296.004 -85.80998 
1786080345.843 -0.008770432 -0.01532547 -0.00724488 -0.01117043 12.48972 143.5168 -377.585 -298.612 -85.16228 
1786080346.010 -0.007475838 -0.01271445 -0.006868943 -0.009875838 11.78283 142.923 -378.93 -301.304 -84.52601 
1786080346.181 -0.01360917 -0.01373607 -0.006593675 -0.01100917 11.00333 142.2758 -380.46 -304.204 -83.8745 
1786080346.344 -0.01130392 -0.01282753 -0.006183664 -0.008703918 10.24079 141.6392 -382.035 -307.024 -83.27633 
1786080346.513 -0.01298739 -0.01409402 -0.008215168 -0.01112239 9.436706 140.9678 -383.76 -309.964 -82.68959 
1786080346.689 -0.01249233 -0.01249546 -0.006983026 -0.009892333 8.579612 140.2522 -385.68 -313.052 -82.11936 
1786080346.858 -0.0121834 -0.0166434 -0.008116757 -0.0145834 7.687701 139.5075 -387.76 -316.212 -81.57834 
1786080347.025 -0.00882615 -0.01475568 -0.00762489 -0.01122615 6.781963 138.7513 -389.96 -319.372 -81.09574 
1786080347.193 -0.008486928 -0.01296707 -0.007328784 -0.01088693 5.886222 138.0034 -392.215 -322.44 -80.67537 
1786080347.368 -0.01206787 -0.01076691 -0.007975019 -0.009467873 4.900643 137.1805 -394.785 -325.768 -80.27786 
1786080347.531 -0.01264084 -0.01282392 -0.007920436 -0.01504084 3.914826 136.3574 -397.455 -328.98 -79.95782 
1786080347.695 -0.01112146 -0.008741908 -0.008013988 -0.01084052 2.936723 135.5408 -400.2 -332.116 -79.7089 
1786080347.855 -0.01120618 -0.009415328 -0.008477729 -0.01695132 1.944528 134.7124 -403.07 -335.212 -79.52856 
1786080348.017 -0.01368697 -0.008739522 -0.008554891 -0.009712159 0.9547298 133.886 -406.02 -338.216 -79.42188 
1786080348.187 -0.008636653 -0.006697002 -0.009168028 -0.00967854 -0.07083736 133.0297 -409.195 -341.26 -79.38759 
1786080348.350 -0.007606278 -0.005805524 -0.008522743 -0.01000628 -1.056188 132.207 -412.285 -344.06 -79.4295 
1786080348.513 -0.009846963 -0.01000721 -0.009385631 -0.0107488 -1.98548 131.4311 -415.29 -346.628 -79.53364 
1786080348.671 -0.005962355 -0.01114858 -0.00940797 -0.01336235 -2.866471 130.6955 -418.205 -348.988 -79.69239 
1786080348.832 -0.007098102 -0.005935002 -0.009935464 -0.009498102 -3.738599 129.9674 -421.145 -351.256 -79.90575 
1786080348.999 -0.007862456 -0.006918473 -0.008686528 -0.01026246 -4.600221 129.248 -424.105 -353.416 -80.17372 
1786080349.187 -0.00539168 -0.006521284 -0.008082563 -0.00779168 -5.499998 128.4967 -427.255 -355.592 -80.51154 
1786080349.353 -0.006945567 -0.003331645 -0.008560862 -0.009345567 -6.382853 127.7596 -430.395 -357.648 -80.90016 
1786080349.527 -0.004259975 -0.004246303 -0.008162981 -0.006659975 -7.168334 127.1038 -433.235 -359.404 -81.29513 
1786080349.696 -0.008117957 -0.003036691 -0.007534934 -0.005517957 -7.971136 126.4335 -436.17 -361.132 -81.74598 
1786080349.858 -0.005823533 -0.003501457 -0.008314893 -0.008223533 -8.686935 125.8359 -438.825 -362.612 -82.18667 
1786080350.027 -0.007378709 -0.003475138 -0.006687728 -0.004778709 -9.37615 125.2604 -441.405 -363.984 -82.64895 
1786080350.198 -0.00509696 -0.005417178 -0.006548349 -0.00749696 -10.09057 124.6639 -444.11 -365.348 -83.16584 
1786080350.366 -0.009819429 -0.005885485 -0.006645228 -0.00681041 -10.73604 124.125 -446.57 -366.532 -83.65987 
