# t ex ey ez ew A C jx jy jz
1786086899.216 -0.005000002 -0.00599993 -0.005455942 -0.005200002 3.615597e-09 -1.126919e-08 -764.995 -316.744 -42.99454 
1786086899.374 0.009999998 0.01000007 0.002164054 0.0148 3.615597e-09 -1.126919e-08 -765.01 -316.76 -43.00216 
1786086899.533 0.009999998 0.01400007 0.008514051 0.0148 3.615597e-09 -1.126919e-08 -765.01 -316.764 -43.00851 
1786086899.692 0.009999998 0.01000007 0.007244051 0.009799998 3.615597e-09 -1.126919e-08 -765.01 -316.76 -43.00724 
1786086899.850 0.004999998 0.00600007 0.004704053 0.004799998 3.615597e-09 -1.126919e-08 -765.005 -316.756 -43.0047 
1786086900.010 -1.836383e-09 0.00600007 0.005974052 0.009799998 3.615597e-09 -1.126919e-08 -765 -316.756 -43.00597 
1786086900.174 -1.836383e-09 0.00600007 0.005974052 0.004799998 3.615597e-09 -1.126919e-08 -765 -316.756 -43.00597 
1786086900.334 0.004999998 0.00600007 0.004704053 0.004799998 3.615597e-09 -1.126919e-08 -765.005 -316.756 -43.0047 
1786086900.493 0.009999998 0.01000007 0.005974052 0.009799998 3.615597e-09 -1.126919e-08 -765.01 -316.76 -43.00597 
1786086900.656 0.009999998 0.01000007 0.005974052 0.009799998 3.615597e-09 -1.126919e-08 -765.01 -316.76 -43.00597 
1786086900.815 0.015 0.01400007 0.008514051 0.0148 3.615597e-09 -1.126919e-08 -765.015 -316.764 -43.00851 
1786086900.972 0.009999998 0.01400007 0.008514051 0.009799998 3.615597e-09 -1.126919e-08 -765.01 -316.764 -43.00851 
1786086901.131 0.009999998 0.01400007 0.008514051 0.009799998 3.615597e-09 -1.126919e-08 -765.01 -316.764 -43.00851 
1786086901.292 0.009999998 0.01000007 0.005974052 0.009799998 3.615597e-09 -1.126919e-08 -765.01 -316.76 -43.00597 
1786086901.457 -0.005000002 -0.00199993 0.0008940547 -0.0002000018 3.615597e-09 -1.126919e-08 -764.995 -316.748 -43.00089 
1786086901.617 -0.01 -0.00999993 -0.004185943 -0.005200002 3.615597e-09 -1.126919e-08 -764.99 -316.74 -42.99581 
1786086901.775 -0.005000002 -0.00599993 -0.005455942 -0.005200002 3.615597e-09 -1.126919e-08 -764.995 -316.744 -42.99454 
1786086901.934 0.004999998 -0.00199993 -0.002915943 -0.0002000018 3.615597e-09 -1.126919e-08 -765.005 -316.748 -42.99708 
1786086902.094 0.009999998 0.00200007 -0.0003759446 0.009799998 3.615597e-09 -1.126919e-08 -765.01 -316.752 -42.99962 
1786086902.253 0.009999998 0.00200007 0.002164054 0.009799998 3.615597e-09 -1.126919e-08 -765.01 -316.752 -43.00216 
1786086902.412 0.004999998 0.001846443 0.004704053 0.006999998 3.601214e-05 7.20408e-05 -765.005 -316.752 -43.0047 
1786086902.586 -0.009990032 -0.01725719 -0.002918491 -0.00998981 0.008279554 0.01655911 -764.99 -316.768 -42.99708 
1786086902.745 -0.01486688 -0.0134249 -0.009299221 -0.01486688 0.02992875 0.05985751 -764.985 -316.864 -42.99073 
1786086902.905 -0.01440066 -0.01637203 -0.009416968 -0.01439589 0.06376232 0.1275246 -764.985 -317.004 -42.99073 
1786086903.064 -0.0181944 -0.01928246 -0.01098734 -0.0181944 0.1102205 0.220441 -764.98 -317.2 -42.98946 
1786086903.222 -0.01575933 -0.01717903 -0.01032611 -0.01575933 0.1689192 0.3378385 -764.98 -317.452 -42.99073 
1786086903.380 -0.02143263 -0.02420296 -0.01394781 -0.02143263 0.2400975 0.480195 -764.97 -317.748 -42.98819 
1786086903.542 -0.02442217 -0.02433871 -0.01316049 -0.02442217 0.3237577 0.6475154 -764.96 -318.104 -42.99073 
1786086903.707 -0.02322638 -0.02491884 -0.01344019 -0.0231441 0.4251062 0.8502124 -764.95 -318.536 -42.99327 
1786086903.869 -0.01698324 -0.02022785 -0.01113085 -0.01686584 0.5387505 1.077501 -764.94 -319.024 -42.99962 
1786086904.029 -0.01959892 -0.02569274 -0.01418786 -0.02459892 0.66341 1.32682 -764.915 -319.548 -43.00216 
1786086904.189 -0.01508198 -0.01936574 -0.01140892 -0.02008198 0.7992495 1.598499 -764.89 -320.132 -43.01232 
1786086904.348 -0.02127717 -0.022652 -0.01222354 -0.02127717 0.9486703 1.897341 -764.845 -320.764 -43.02121 
1786086904.506 -0.01733856 -0.02299763 -0.01176415 -0.01733856 1.108809 2.217618 -764.8 -321.444 -43.03391 
1786086904.664 -0.0210653 -0.01983607 -0.01185253 -0.0210653 1.281421 2.562843 -764.735 -322.18 -43.04915 
1786086904.826 -0.01396116 -0.01636121 -0.01082534 -0.01896116 1.470139 2.940279 -764.665 -322.984 -43.06947 
1786086904.991 -0.0186133 -0.02331479 -0.01326045 -0.02296982 1.67574 3.351479 -764.56 -323.848 -43.09106 
1786086905.154 -0.02616358 -0.03174789 -0.0158348 -0.03116358 1.896123 3.792247 -764.44 -324.772 -43.11773 
1786086905.312 -0.02377208 -0.02686991 -0.0159739 -0.02877208 2.118485 4.236971 -764.31 -325.716 -43.15075 
1786086905.471 -0.02607026 -0.02505383 -0.01484997 -0.02607026 2.356227 4.712455 -764.15 -326.72 -43.19139 
1786086905.628 -0.02321984 -0.02331613 -0.01370173 -0.02321984 2.604992 5.209984 -763.97 -327.768 -43.23838 
1786086905.789 -0.02159776 -0.02315298 -0.01344909 -0.02159776 2.866229 5.732459 -763.76 -328.864 -43.29172 
1786086905.956 -0.02016487 -0.02305755 -0.01432424 -0.02016487 3.154192 6.308385 -763.505 -330.068 -43.35522 
1786086906.118 -0.02232152 -0.02412993 -0.0129725 -0.02232152 3.454002 6.908004 -763.21 -331.316 -43.43015 
1786086906.276 -0.02105032 -0.02417291 -0.01249032 -0.02105032 3.755866 7.511733 -762.89 -332.568 -43.51143 
1786086906.434 -0.01797837 -0.02193612 -0.01246844 -0.01797837 4.06625 8.132501 -762.535 -333.852 -43.6016 
1786086906.593 -0.01795525 -0.02138057 -0.0116793 -0.01795525 4.395296 8.790593 -762.125 -335.204 -43.70574 
1786086906.751 -0.01995568 -0.01925904 -0.01171669 -0.01995568 4.732799 9.465598 -761.67 -336.584 -43.82004 
1786086906.908 -0.01902331 -0.0214829 -0.01134113 -0.01902331 5.080496 10.16099 -761.17 -337.992 -43.94704 
1786086907.075 -0.01788284 -0.02040847 -0.01116985 -0.01914978 5.459237 10.91847 -760.585 -339.516 -44.09563 
1786086907.237 -0.0135923 -0.01590405 -0.01079335 -0.0185923 5.846696 11.69339 -759.945 -341.076 -44.25946 
1786086907.399 -0.01610279 -0.01388437 -0.01032085 -0.01610279 6.244994 12.48999 -759.245 -342.644 -44.43726 
1786086907.557 -0.01384291 -0.01640952 -0.01024859 -0.01384291 6.648611 13.29722 -758.49 -344.22 -44.6303 
1786086907.716 -0.0159658 -0.01761994 -0.009766278 -0.01552609 7.064953 14.12991 -757.66 -345.828 -44.84239 
1786086907.873 -0.01407606 -0.01784299 -0.009528937 -0.01407606 7.488394 14.97679 -756.77 -347.444 -45.07099 
1786086908.030 -0.01072979 -0.0165933 -0.009794468 -0.01430738 7.927021 15.85404 -755.795 -349.096 -45.32118 
1786086908.194 -0.01387387 -0.01355903 -0.008879147 -0.01387387 8.383857 16.76772 -754.725 -350.792 -45.59804 
1786086908.359 -0.01040028 -0.01663621 -0.009117104 -0.01540028 8.871419 17.74284 -753.525 -352.564 -45.90919 
1786086908.517 -0.01177859 -0.01327423 -0.009664941 -0.01177859 9.354426 18.70885 -752.27 -354.292 -46.23431 
1786086908.676 -0.01099206 -0.01205442 -0.008946216 -0.01599206 9.846998 19.694 -750.93 -356.016 -46.58483 
1786086908.834 -0.0104348 -0.01333659 -0.009148823 -0.0154348 10.34585 20.69169 -749.51 -357.72 -46.95694 
1786086908.994 -0.01023085 -0.01048973 -0.008521625 -0.01523085 10.86689 21.74038 -747.95 -359.472 -47.36842 
1786086909.152 -0.009307325 -0.01197124 -0.008661683 -0.01430732 11.39742 22.79484 -746.315 -361.18 -47.80149 
1786086909.310 -0.009150305 -0.0126699 -0.008774268 -0.01415031 11.93704 23.87408 -744.57 -362.876 -48.26631 
1786086909.484 -0.009474441 -0.0122592 -0.008355765 -0.01447444 12.52101 25.04201 -742.605 -364.652 -48.79336 
1786086909.641 -0.01080584 -0.01391865 -0.00897838 -0.01580584 13.10798 26.21596 -740.535 -366.38 -49.35089 
1786086909.801 -0.0104866 -0.00973425 -0.007772503 -0.0104866 13.69369 27.38738 -738.425 -368.016 -49.9262 
1786086909.958 -0.01051995 -0.009025734 -0.008735341 -0.01051995 14.28081 28.56162 -736.22 -369.592 -50.52945 
1786086910.116 -0.004693086 -0.009352442 -0.007760957 -0.01469309 14.88411 29.76822 -733.885 -371.132 -51.17715 
1786086910.275 -0.009649688 -0.01290173 -0.007753242 -0.009649688 15.50001 31.00003 -731.415 -372.616 -51.86422 
1786086910.433 -0.008703133 -0.01167628 -0.007746343 -0.01370313 16.12825 32.2565 -728.825 -374.044 -52.59701 
1786086910.597 -0.01005733 -0.01073732 -0.009149697 -0.01505733 16.78532 33.57065 -726.035 -375.444 -53.38949 
1786086910.761 -0.01126598 -0.01119774 -0.00800412 -0.01278523 17.4723 34.94459 -723.04 -376.776 -54.24674 
1786086910.922 -0.01082232 -0.009941271 -0.0085567 -0.01582232 18.15611 36.31221 -719.975 -377.992 -55.13701 
1786086911.080 -0.009206573 -0.01270363 -0.008082707 -0.01420657 18.83558 37.67116 -716.86 -379.076 -56.05522 
1786086911.239 -0.004504577 -0.008799328 -0.008306901 -0.01450458 19.52755 39.05509 -713.62 -380.06 -57.02296 
1786086911.397 -0.006062902 -0.009398786 -0.00864022 -0.0110629 20.23645 40.4729 -710.225 -380.932 -58.05674 
1786086911.555 -0.008248281 -0.005366741 -0.008028756 -0.008248281 20.95347 41.90694 -706.725 -381.668 -59.12354 
1786086911.715 -0.005712215 -0.008824842 -0.007137886 -0.01571222 21.6783 43.35661 -703.13 -382.26 -60.24621 
1786086911.884 -0.007588848 -0.01111462 -0.007809919 -0.01258885 22.4818 44.9636 -699.075 -382.74 -61.53145 
1786086912.042 -0.006769873 -0.009639138 -0.008471352 -0.01193638 23.24682 46.49364 -695.16 -383.024 -62.79637 
1786086912.202 -0.007358567 -0.009355145 -0.00816984 -0.01235857 24.0198 48.0396 -691.155 -383.132 -64.1159 
1786086912.359 -0.007433386 -0.003499485 -0.007483751 -0.01243339 24.79536 49.59071 -687.095 -383.064 -65.49004 
1786086912.518 -0.006587895 -0.005391507 -0.008213162 -0.0115879 25.58839 51.17678 -682.91 -382.796 -66.91752 
1786086912.676 -0.007196717 -0.007892741 -0.008666797 -0.01219672 26.39386 52.78773 -678.63 -382.324 -68.41993 
1786086912.833 -0.001968786 -0.004034257 -0.008022011 -0.01196879 27.21185 54.4237 -674.27 -381.644 -69.99092 
1786086913.002 -0.00611497 -0.004925499 -0.007230258 -0.01111497 28.06353 56.12705 -669.71 -380.704 -71.68383 
1786086913.163 -0.001756085 -0.0007876565 -0.009096881 -0.01175608 28.96046 57.92092 -664.915 -379.48 -73.49485 
1786086913.321 -0.004758456 0.0008836056 -0.007929991 -0.009758456 29.81707 59.64505 -660.31 -378.06 -75.29698 
1786086913.480 -0.00403226 -0.0008696314 -0.008777564 -0.01035567 30.68372 61.36744 -655.735 -376.4 -77.14356 
1786086913.639 -0.005407237 0.001525007 -0.008674213 -0.01040724 31.53295 63.06591 -651.255 -374.54 -79.01172 
1786086913.797 -0.005182808 0.003531858 -0.008564191 -0.01018281 32.37493 64.74987 -646.855 -372.472 -80.9091 
1786086913.955 -0.003018731 0.00388548 -0.008862431 -0.008018731 33.19914 66.39828 -642.6 -370.232 -82.80902 
1786086914.118 -0.007163176 0.007475598 -0.008409151 -0.01216318 34.01608 68.03217 -638.435 -367.808 -84.73434 
1786086914.284 -0.001928335 0.008264398 -0.007468625 -0.007042261 34.86526 69.73052 -634.185 -365.068 -86.78031 
1786086914.443 -0.006176668 0.007867142 -0.008455099 -0.006176668 35.66603 71.33206 -630.245 -362.284 -88.74754 
1786086914.603 -0.007109693 0.006326066 -0.008157335 -0.007109693 36.44885 72.8977 -626.475 -359.376 -90.70969 
1786086914.764 -0.003724722 0.004709562 -0.007715186 -0.008724722 37.21893 74.43786 -622.855 -356.34 -92.67565 
1786086914.923 -0.003994433 0.007382064 -0.007554856 -0.003994433 37.9762 75.9524 -619.38 -353.192 -94.64288 
1786086915.083 -0.005439594 0.006225131 -0.007305312 -0.005439594 38.71608 77.43217 -616.055 -349.936 -96.60884 
1786086915.260 -0.004807829 0.01085727 -0.006970765 -0.006240544 39.5022 79.00441 -612.67 -346.356 -98.70941 
1786086915.425 -0.00388341 0.009701646 -0.006981256 -0.00388341 40.26006 80.52014 -609.5 -342.724 -100.7782 
1786086915.587 -0.003554931 0.009562264 -0.007590053 0.001445069 40.97336 81.94673 -606.62 -339.168 -102.7544 
1786086915.751 -0.0009937796 0.01031057 -0.00672903 0.00400622 41.68636 83.37272 -603.85 -335.484 -104.7597 
1786086915.926 -0.005218432 0.008879124 -0.005811928 0.004781568 42.38145 84.76291 -601.25 -331.768 -106.7422 
1786086916.115 -0.005564222 0.008811642 -0.007103471 0.004435778 43.19851 86.39702 -598.34 -327.252 -109.1044 
1786086916.277 -0.005930922 0.0085221 -0.007051221 0.009069078 43.86809 87.73618 -596.075 -323.436 -111.0678 
1786086916.435 0.0004592848 0.008442033 -0.006248839 0.005459285 44.50043 89.00086 -594.045 -319.74 -112.9448 
1786086916.602 -0.006009767 0.01040912 -0.006238004 0.01045149 45.14322 90.28644 -592.075 -315.896 -114.874 
1786086916.768 -0.006946309 0.01030753 -0.005398078 0.008053691 45.77237 91.54474 -590.255 -312.048 -116.784 
1786086916.928 -0.006928229 0.009130877 -0.006081647 0.00780524 46.38055 92.76111 -588.605 -308.252 -118.6484 
1786086917.090 -0.004996022 0.008328676 -0.006550495 0.01000398 46.96459 93.92918 -587.11 -304.54 -120.4683 
1786086917.249 -0.006329895 0.009839021 -0.005360572 0.008670105 47.53945 95.07889 -585.735 -300.828 -122.2552 
1786086917.410 -0.001253461 0.01011332 -0.006063704 0.008746539 48.09436 96.18872 -584.505 -297.188 -124.0053 
1786086917.586 -0.004354793 0.00517524 -0.005357039 0.005645207 48.68385 97.3677 -583.29 -293.26 -125.8823 
1786086917.750 -0.007674099 0.008707714 -0.006049869 0.007325901 49.24522 98.49044 -582.23 -289.476 -127.6844 
1786086917.910 -0.008137959 0.005908807 -0.006269262 0.006862041 49.76347 99.52693 -581.34 -285.936 -129.3621 
1786086918.073 -0.006482716 0.007777407 -0.005992792 0.008517284 50.27528 100.5506 -580.545 -282.404 -131.0322 
1786086918.232 -0.007022819 0.007179414 -0.005532363 0.007977181 50.76475 101.5295 -579.86 -278.992 -132.6413 
1786086918.403 -0.007909919 0.003617209 -0.006515633 0.005511696 51.27118 102.5424 -579.23 -275.404 -134.3265 
1786086918.572 -0.006224903 0.006956046 -0.005388785 0.008775097 51.76622 103.5324 -578.7 -271.92 -135.9674 
1786086918.733 -0.008904904 0.009069561 -0.006155738 0.006095096 52.22449 104.449 -578.275 -268.648 -137.5041 
1786086918.894 -0.006886142 0.006641822 -0.004799138 0.008113858 52.66698 105.334 -577.935 -265.464 -138.9989 
1786086919.053 -0.003616677 0.005899923 -0.004910269 0.006383323 53.09386 106.1877 -577.67 -262.376 -140.4479 
1786086919.213 -0.003857843 0.006880634 -0.003961472 0.01114216 53.50283 107.0057 -577.47 -259.384 -141.8538 
1786086919.380 -0.004173369 0.004623064 -0.004044681 0.005826631 53.91658 107.8332 -577.325 -256.38 -143.2648 
1786086919.540 -0.005210355 0.005612371 -0.005826546 0.005134447 54.3144 108.6288 -577.24 -253.464 -144.6351 
1786086919.700 -0.004874065 0.005289043 -0.00518461 0.005125935 54.68718 109.3744 -577.21 -250.704 -145.9356 
1786086919.859 -0.006411382 0.004515475 -0.002103879 0.008388618 55.04958 110.0992 -577.225 -248.044 -147.1929 
1786086920.017 -0.008770765 0.000433032 0.001845859 0.006029235 55.39274 110.7855 -577.28 -245.5 -148.3969 
1786086920.174 -0.008326525 -0.002011994 0.005164049 0.006473475 55.72563 111.4513 -577.375 -243.028 -149.5691 
1786086920.331 -0.009750621 -0.003284955 0.005422511 0.005049379 56.04405 112.0881 -577.505 -240.644 -150.6994 
1786086920.496 -0.008822768 -0.005409957 0.006241197 0.004904751 56.35975 112.7195 -577.665 -238.308 -151.8094 
1786086920.660 -0.01089545 -0.007704564 0.005875971 0.003904555 56.66954 113.3391 -577.85 -235.996 -152.9092 
1786086920.822 -0.009377294 -0.006337913 0.005806492 0.005422706 56.95862 113.9172 -578.06 -233.84 -153.9391 
1786086920.982 -0.007826515 -0.01004417 0.005364123 0.006973485 57.23125 114.4625 -578.285 -231.8 -154.9132 
1786086921.141 -0.01006391 -0.008168137 0.00598323 0.004736089 57.49109 114.9822 -578.52 -229.86 -155.8454 
1786086921.300 -0.006045699 -0.008416922 0.005878408 0.003754301 57.73663 115.4733 -578.77 -228.024 -156.7281 
1786086921.458 -0.00575394 -0.00804202 0.005960307 0.00404606 57.96666 115.9333 -579.02 -226.304 -157.5574 
1786086921.622 -0.007353194 -0.009291656 0.006415123 0.007446806 58.1911 116.3822 -579.28 -224.624 -158.3689 
1786086921.784 -0.008121243 -0.009783406 0.005221987 0.001678757 58.40495 116.8099 -579.545 -223.024 -159.1423 
1786086921.947 -0.00862348 -0.00468441 0.005102782 0.00617652 58.60418 117.2084 -579.81 -221.54 -159.8662 
1786086922.106 -0.00279919 -0.002211676 0.006999657 0.00700081 58.7868 117.5736 -580.065 -220.176 -160.5317 
1786086922.263 -0.008718613 -0.007523465 0.006287586 0.006081387 58.95356 117.9071 -580.3 -218.924 -161.1388 
1786086922.420 -0.005590166 -0.00530295 0.006361104 -0.0007901662 59.10801 118.216 -580.535 -217.772 -161.7026 
1786086922.578 -0.007765893 -0.009064686 0.006815086 0.002034107 59.25099 118.502 -580.755 -216.7 -162.2259 
1786086922.738 -0.006847674 -0.006415505 0.007438321 0.006674485 59.38228 118.7646 -580.97 -215.724 -162.7072 
1786086922.904 0.01565146 0.01557629 0.01286674 0.01927716 59.50515 119.0103 -581.19 -214.828 -163.1631 
1786086923.068 0.01214544 0.01164332 0.01057464 0.01482352 59.61441 119.2288 -581.375 -214.008 -163.5619 
1786086923.227 0.01478683 0.01375953 0.01065201 0.01458683 59.70737 119.4147 -581.535 -213.316 -163.9036 
1786086923.388 0.01498167 0.01211876 0.01093976 0.01478167 59.78706 119.5741 -581.675 -212.72 -164.1969 
1786086923.547 0.00924806 0.009749732 0.01027311 0.01404806 59.85487 119.7097 -581.79 -212.212 -164.4458 
1786086923.705 0.01258565 0.0119101 0.009710609 0.01183826 59.90882 119.8176 -581.89 -211.812 -164.644 
1786086923.863 0.01662107 0.01296416 0.01186265 0.01642107 59.95029 119.9006 -581.97 -211.504 -164.7989 
1786086924.028 0.02223439 0.0262751 0.01669688 0.02703439 59.97999 119.96 -582.03 -211.296 -164.9132 
1786086924.190 0.02715262 0.02813136 0.0173639 0.02695262 59.99635 119.9927 -582.065 -211.176 -164.9742 
1786086924.352 0.02541775 0.02735976 0.01785968 0.03021775 60 120 -582.07 -211.148 -164.9881 
1786086924.509 0.02541775 0.02735976 0.01658968 0.02521775 60 120 -582.07 -211.148 -164.9869 
1786086924.666 0.02541775 0.02335976 0.01658968 0.02521775 60 120 -582.07 -211.144 -164.9869 
1786086924.823 0.02541775 0.02335976 0.01658968 0.02521775 60 120 -582.07 -211.144 -164.9869 
1786086924.982 0.02541775 0.02335976 0.01658968 0.02521775 60 120 -582.07 -211.144 -164.9869 
1786086925.141 0.02041775 0.02335976 0.01531968 0.02521775 60 120 -582.065 -211.144 -164.9856 
1786086925.299 0.02041775 0.02335976 0.01531968 0.02521775 60 120 -582.065 -211.144 -164.9856 
1786086925.460 0.02041775 0.02335976 0.01404968 0.02521775 60 120 -582.065 -211.144 -164.9843 
1786086925.618 0.02041775 0.02335976 0.01404968 0.02521775 60 120 -582.065 -211.144 -164.9843 
1786086925.775 0.02041775 0.01935976 0.01404968 0.02021775 60 120 -582.065 -211.14 -164.9843 
1786086925.934 0.02041775 0.01935976 0.01404968 0.02021775 60 120 -582.065 -211.14 -164.9843 
1786086926.094 0.02041775 0.01935976 0.01404968 0.02021775 60 120 -582.065 -211.14 -164.9843 
1786086926.252 0.02041775 0.01935976 0.01277968 0.02021775 60 120 -582.065 -211.14 -164.9831 
1786086926.416 0.01541775 0.01935976 0.01277968 0.01521775 60 120 -582.06 -211.14 -164.9831 
1786086926.577 0.01541775 0.01535976 0.01150969 0.02021775 60 120 -582.06 -211.136 -164.9818 
1786086926.735 0.01541775 0.01935976 0.01150969 0.02021775 60 120 -582.06 -211.14 -164.9818 
1786086926.891 0.01541775 0.01535976 0.01150969 0.02021775 60 120 -582.06 -211.136 -164.9818 
1786086927.050 0.01274099 0.01396932 0.00980671 0.01774099 59.99874 119.9975 -582.055 -211.144 -164.9754 
1786086927.210 0.01455736 0.01682029 0.01200946 0.01998031 59.98666 119.9733 -582.04 -211.24 -164.9335 
1786086927.368 0.01490842 0.0134729 0.009999665 0.01490842 59.96217 119.9243 -581.99 -211.416 -164.8395 
1786086927.527 0.01283175 0.007897934 0.008822596 0.01283175 59.92492 119.8498 -581.92 -211.688 -164.7024 
1786086927.687 0.01303976 0.008052434 0.008425622 0.01303976 59.87504 119.7501 -581.83 -212.064 -164.517 
1786086927.849 -0.002822902 -0.003821407 0.003366891 0.002177098 59.81122 119.6216 -581.7 -212.528 -164.2769 
1786086928.012 -0.01213309 -0.0136828 -0.00692798 -0.01213309 59.73426 119.4685 -581.555 -213.088 -163.9848 
1786086928.179 -0.009798704 -0.01237892 -0.006851243 -0.009798704 59.64061 119.2812 -581.395 -213.788 -163.6407 
1786086928.336 -0.01327745 -0.0178001 -0.008245067 -0.01327745 59.53964 119.0793 -581.22 -214.544 -163.266 
1786086928.495 -0.01360212 -0.01431539 -0.007207543 -0.01360212 59.42543 118.8509 -581.03 -215.392 -162.8507 
1786086928.653 -0.01466722 -0.01352603 -0.008645272 -0.01333091 59.2986 118.5972 -580.825 -216.34 -162.3846 
1786086928.813 -0.009162348 -0.01149514 -0.007662717 -0.009162348 59.15912 118.3182 -580.61 -217.384 -161.8754 
1786086928.971 -0.009451333 -0.01282536 -0.00810007 -0.009451333 59.00799 118.016 -580.38 -218.512 -161.3229 
1786086929.132 -0.01022713 -0.01592829 -0.008052211 -0.01022713 58.84115 117.6823 -580.135 -219.756 -160.7146 
1786086929.290 -0.0127881 -0.0183289 -0.007575492 -0.0127881 58.66483 117.3297 -579.885 -221.072 -160.0732 
1786086929.449 -0.0133858 -0.01557815 -0.008045865 -0.0133858 58.47479 116.9496 -579.63 -222.496 -159.3824 
1786086929.609 -0.01610166 -0.02138913 -0.01145035 -0.01948003 58.27079 116.5416 -579.365 -224.016 -158.6394 
1786086929.768 -0.01702444 -0.02456398 -0.01210369 -0.02202444 58.05538 116.1108 -579.11 -225.624 -157.8596 
1786086929.927 -0.01727457 -0.02615824 -0.01093423 -0.01727457 57.82734 115.6547 -578.855 -227.328 -157.0379 
1786086930.087 -0.01825987 -0.02153825 -0.01160161 -0.02171855 57.5851 115.1702 -578.6 -229.144 -156.1655 
1786086930.247 -0.02169495 -0.01994201 -0.01190797 -0.02022067 57.33004 114.6601 -578.36 -231.052 -155.2498 
1786086930.405 -0.01896417 -0.01935245 -0.01180861 -0.01896417 57.06564 114.1313 -578.135 -233.028 -154.3036 
1786086930.565 -0.01575307 -0.02526346 -0.01063825 -0.01575307 56.78517 113.5703 -577.925 -235.116 -153.3041 
1786086930.726 -0.01725937 -0.0206279 -0.01040682 -0.01725937 56.4919 112.9838 -577.73 -237.308 -152.2615 
1786086930.889 -0.01844581 -0.02287267 -0.00935499 -0.01344581 56.178 112.356 -577.555 -239.644 -151.1502 
1786086931.051 -0.01768671 -0.01702686 -0.01019765 -0.01689661 55.8588 111.7176 -577.415 -242.024 -150.0225 
1786086931.210 -0.01164744 -0.01761337 -0.009925142 -0.01664744 55.52468 111.0494 -577.31 -244.504 -148.8477 
1786086931.369 -0.01372471 -0.01636545 -0.009793353 -0.01372471 55.18201 110.364 -577.235 -247.044 -147.6476 
1786086931.527 -0.0159668 -0.01740343 -0.009044162 -0.0159668 54.82895 109.6579 -577.2 -249.652 -146.4169 
1786086931.689 -0.01306769 -0.02018903 -0.007611517 -0.01326769 54.454 108.908 -577.215 -252.412 -145.1165 
1786086931.848 -0.01455704 -0.01640119 -0.007439095 -0.009757042 54.07322 108.1464 -577.275 -255.212 -143.8007 
1786086932.009 -0.01579743 -0.02081791 -0.008587644 -0.01099743 53.67731 107.3546 -577.39 -258.104 -142.438 
1786086932.168 -0.01140897 -0.01791361 -0.008515663 -0.01160897 53.26861 106.5372 -577.57 -261.084 -141.0398 
1786086932.330 -0.01302904 -0.02058029 -0.009072243 -0.01322904 52.8444 105.6888 -577.81 -264.156 -139.5958 
1786086932.488 -0.01551285 -0.02010923 -0.007806951 -0.01071285 52.41275 104.8255 -578.115 -267.268 -138.1365 
1786086932.650 -0.01432619 -0.02002878 -0.007574336 -0.01452619 51.95996 103.9199 -578.505 -270.512 -136.6138 
1786086932.808 -0.01197948 -0.02028498 -0.008054291 -0.01217948 51.50571 103.0114 -578.965 -273.744 -135.0949 
1786086932.968 -0.01443177 -0.01879576 -0.007728974 -0.009631769 51.03298 102.066 -579.51 -277.084 -133.5252 
1786086933.126 -0.01223026 -0.01377943 -0.007459318 -0.01243026 50.55054 101.1011 -580.145 -280.468 -131.9339 
1786086933.290 -0.01327378 -0.01736749 -0.008395903 -0.01347378 50.04913 100.0983 -580.88 -283.944 -130.2905 
1786086933.452 -0.01084787 -0.0169487 -0.006963596 -0.01104787 49.53158 99.05665 -581.73 -287.524 -128.5976 
1786086933.614 -0.01207496 -0.01244417 -0.00753554 -0.01227496 48.99757 97.99515 -582.68 -291.132 -126.8856 
1786086933.774 -0.01342317 -0.01125134 -0.007683796 -0.008623171 48.457 96.914 -583.735 -294.76 -125.1559 
1786086933.939 -0.00882289 -0.01250302 -0.006733371 -0.00402289 47.89316 95.78633 -584.935 -298.492 -123.3677 
1786086934.096 -0.01408985 -0.01535496 -0.007315124 -0.007709668 47.33352 94.66704 -586.21 -302.14 -121.6075 
1786086934.254 -0.01013664 -0.01649291 -0.007023633 -0.01033664 46.76857 93.53715 -587.595 -305.768 -119.8473 
1786086934.412 -0.01111324 -0.01057994 -0.006706712 -0.006313243 46.18764 92.37529 -589.11 -309.444 -118.054 
1786086934.570 -0.01095882 -0.0117307 -0.006103546 -0.006158818 45.59421 91.18841 -590.755 -313.124 -116.2405 
1786086934.729 -0.01005081 -0.01605404 -0.00759583 -0.005250814 44.98439 89.96878 -592.545 -316.828 -114.3939 
1786086934.893 -0.009745988 -0.01289669 -0.005791552 -0.004945988 44.34225 88.6845 -594.535 -320.652 -112.4737 
1786086935.051 -0.01349873 -0.01379185 -0.006809737 -0.00369873 43.71075 87.42149 -596.59 -324.32 -110.6042 
1786086935.210 -0.008652832 -0.009331426 -0.006387822 -0.003852832 43.0627 86.12541 -598.81 -327.996 -108.7094 
1786086935.368 -0.009750689 -0.01259957 -0.005783912 -0.004950689 42.40621 84.81241 -601.155 -331.612 -106.8133 
1786086935.529 -0.009750734 -0.01329111 -0.00663509 -0.006207696 41.72443 83.44885 -603.7 -335.26 -104.8676 
1786086935.687 -0.009275615 -0.009904178 -0.006886535 0.0005243848 41.04271 82.08541 -606.34 -338.796 -102.9487 
1786086935.848 -0.006020458 -0.01048181 -0.006561037 -0.001220458 40.33521 80.67042 -609.19 -342.336 -100.9853 
