# t ex ey ez ew A C jx jy jz
1786081634.517 -0.01814015 -0.02675314 -0.008137337 -0.01834015 59.37962 -147.6842 -877.205 -139.312 -162.6818 
1786081634.695 -0.02276378 -0.02703763 -0.01124109 -0.02296378 59.11597 -147.4519 -877.61 -140.252 -161.7141 
1786081634.855 -0.02454435 -0.02806329 -0.01106151 -0.02474435 58.84547 -147.2136 -878.02 -141.22 -160.7273 
1786081635.019 -0.0206148 -0.02573571 -0.009584921 -0.0208148 58.55598 -146.9585 -878.455 -142.264 -159.6757 
1786081635.189 -0.01949454 -0.02420479 -0.009559273 -0.01766184 58.21026 -146.6538 -878.955 -143.516 -158.4222 
1786081635.362 -0.02083378 -0.02335369 -0.01017479 -0.02103378 57.83879 -146.3265 -879.48 -144.868 -157.0799 
1786081635.529 -0.01611792 -0.02220714 -0.008026684 -0.01631792 57.44975 -145.9837 -880.015 -146.292 -155.6829 
1786081635.691 -0.01752035 -0.02188666 -0.008820299 -0.01604439 57.04313 -145.6254 -880.55 -147.788 -154.2262 
1786081635.861 -0.01878745 -0.02166156 -0.008135956 -0.01898745 56.59355 -145.2292 -881.115 -149.452 -152.6247 
1786081636.040 -0.01660365 -0.02018832 -0.007353889 -0.01680365 56.08907 -144.7847 -881.725 -151.332 -150.8378 
1786081636.198 -0.01490412 -0.02025152 -0.007947864 -0.01510412 55.60548 -144.3586 -882.28 -153.144 -149.1335 
1786081636.357 -0.01477303 -0.02439806 -0.007639951 -0.01497303 55.10253 -143.9154 -882.825 -155.036 -147.372 
1786081636.524 -0.01493053 -0.02039517 -0.008474703 -0.01513053 54.5571 -143.4348 -883.38 -157.108 -145.4733 
1786081636.691 -0.01550876 -0.01822768 -0.008538393 -0.01570876 53.97068 -142.918 -883.935 -159.348 -143.4464 
1786081636.852 -0.0126461 -0.01964345 -0.006410986 -0.0128461 53.37842 -142.3962 -884.455 -161.62 -141.417 
1786081637.009 -0.01349442 -0.01902398 -0.006564472 -0.01369442 52.77548 -141.8614 -884.935 -163.964 -139.3507 
1786081637.171 -0.01284254 -0.01557103 -0.006775505 -0.01304254 52.14356 -141.308 -885.39 -166.404 -137.231 
1786081637.331 -0.01369404 -0.0168422 -0.008065985 -0.01389404 51.47364 -140.7177 -885.815 -169.016 -134.9882 
1786081637.494 -0.01512306 -0.01792789 -0.007048046 -0.01032306 50.77753 -140.1043 -886.195 -171.744 -132.6819 
1786081637.663 -0.01273989 -0.01640602 -0.006969253 -0.01293989 50.02341 -139.4398 -886.54 -174.716 -130.2079 
1786081637.824 -0.01023125 -0.01393495 -0.006415282 -0.01043125 49.27362 -138.7791 -886.81 -177.684 -127.7759 
1786081637.984 -0.01198392 -0.01573242 -0.007143543 -0.01319867 48.50729 -138.1039 -887.005 -180.724 -125.3172 
1786081638.145 -0.01180463 -0.0128489 -0.006323335 -0.01252878 47.71054 -137.4018 -887.13 -183.9 -122.7924 
1786081638.313 -0.008256003 -0.01384652 -0.005885029 -0.006256003 46.85665 -136.6494 -887.175 -187.308 -120.1216 
1786081638.487 -0.009415564 -0.01417068 -0.006722264 -0.009415564 45.96951 -135.8676 -887.115 -190.856 -117.3848 
1786081638.663 -0.01011365 -0.01122842 -0.006982956 -0.01011365 44.993 -135.0072 -886.93 -194.768 -114.4206 
1786081638.825 -0.009338612 -0.01041823 -0.006792644 -0.009338612 44.05333 -134.1792 -886.635 -198.532 -111.6151 
1786081639.003 -0.006467457 -0.01049035 -0.007512988 -0.01146746 43.09122 -133.3314 -886.215 -202.38 -108.7919 
1786081639.176 -0.008582061 -0.01096768 -0.005623842 -0.009692163 42.02349 -132.3905 -885.605 -206.644 -105.7185 
1786081639.346 -0.007725514 -0.01145557 -0.00630652 -0.007725514 40.96689 -131.4595 -884.85 -210.848 -102.7379 
1786081639.514 -0.003393136 -0.006423458 -0.006012351 -0.007527097 39.90663 -130.5252 -883.95 -215.052 -99.80923 
1786081639.691 -0.008129584 -0.01197612 -0.006163557 -0.008129584 38.77855 -129.5312 -882.83 -219.492 -96.76505 
1786081639.872 -0.008471294 -0.0136475 -0.006528212 -0.008471294 37.56629 -128.463 -881.445 -224.228 -93.57481 
1786081640.037 -0.004330746 -0.01023729 -0.006098275 -0.009330746 36.41082 -127.4448 -879.955 -228.704 -90.61571 
1786081640.207 -0.004879913 -0.009480695 -0.006973157 -0.004879913 35.23416 -126.408 -878.255 -233.212 -87.68328 
1786081640.382 -0.006695168 -0.01149871 -0.00673213 -0.006695168 33.98547 -125.3077 -876.27 -237.928 -84.66322 
1786081640.580 -0.002949976 -0.007587218 -0.005517685 -0.009212148 32.55743 -124.0493 -873.77 -243.24 -81.32947 
1786081640.766 -0.002207175 -0.007340897 -0.006029504 -0.002207175 31.11064 -122.7745 -870.96 -248.54 -78.06304 
1786081640.925 -0.006941695 -0.008754948 -0.006458088 -0.006941695 29.90269 -121.71 -868.45 -252.82 -75.46843 
1786081641.087 -0.004775887 -0.008743692 -0.007417819 -0.007755465 28.70529 -120.6549 -865.79 -257.004 -72.97288 
1786081641.265 -0.004556661 -0.00626706 -0.00672144 -0.004556661 27.44376 -119.5433 -862.805 -261.308 -70.44558 
1786081641.446 -0.006012196 -0.003932302 -0.007410895 -0.006012196 26.17643 -118.4266 -859.63 -265.52 -68.01099 
1786081641.615 -0.006435997 -0.008393363 -0.006992688 -0.002795007 24.92649 -117.3252 -856.33 -269.548 -65.7161 
1786081641.797 -0.001896207 -0.008717525 -0.007984255 -0.006896207 23.71524 -116.2578 -852.985 -273.336 -63.59139 
1786081641.966 -0.007963934 -0.006149193 -0.008094889 -0.007963934 22.56844 -115.2416 -849.655 -276.832 -61.66226 
1786081642.130 -0.006978148 -0.0007214143 -0.007325053 -0.002565794 21.50258 -114.3081 -846.48 -279.944 -59.97062 
1786081642.328 -0.002803738 0.004360008 -0.007479011 -0.007803738 20.30898 -113.2563 -842.785 -283.324 -58.15707 
1786081642.501 -0.006040607 0.002794806 -0.007915815 -0.006040607 19.22353 -112.2999 -839.285 -286.292 -56.58481 
1786081642.664 -0.006320868 0.005588971 -0.006520507 -0.001320868 18.23965 -111.4329 -836.065 -288.856 -55.25004 
1786081642.829 0.001740682 0.01001653 -0.007056693 -0.003259318 17.29477 -110.6003 -832.885 -291.244 -54.02195 
1786081642.992 -0.001126404 0.007653006 -0.006946445 -0.006126404 16.38217 -109.7962 -829.735 -293.456 -52.89673 
1786081643.154 -0.003812332 0.005865288 -0.006218405 -0.003812332 15.49634 -109.0156 -826.615 -295.52 -51.86168 
1786081643.326 0.003412267 0.01072091 -0.005994824 -0.006587733 14.60595 -108.2261 -823.41 -297.528 -50.87108 
1786081643.489 0.001389728 0.00948578 -0.006565781 -0.003610272 13.77411 -107.498 -820.395 -299.296 -50.00875 
1786081643.655 -0.003875975 0.00450204 -0.006363173 -0.003875975 12.93987 -106.7629 -817.3 -301 -49.18833 
1786081643.821 0.001816161 0.006840773 -0.006967028 -0.003183839 12.16219 -106.0776 -814.385 -302.524 -48.46824 
1786081643.989 -0.002705928 0.005867384 -0.006569344 -0.002705928 11.38394 -105.3879 -811.4 -303.984 -47.78879 
1786081644.201 -0.004975613 0.006334826 -0.007400166 -0.004975613 10.52144 -104.6205 -808.045 -305.528 -47.08521 
1786081644.393 -0.0003793273 0.007045525 -0.006467148 -0.005379327 9.664048 -103.8763 -804.755 -306.936 -46.45529 
1786081644.593 -0.002834797 0.01035051 -0.00642549 -0.002834797 8.86338 -103.1708 -801.595 -308.196 -45.90665 
1786081644.755 -0.0006899135 0.006109857 -0.007010707 -0.005689914 8.207227 -102.5926 -798.985 -309.164 -45.49136 
1786081644.917 -0.009346054 0.009270917 -0.007519484 -0.004346054 7.619625 -102.0749 -796.625 -309.992 -45.14719 
1786081645.090 -0.0009998485 0.009045414 -0.006842086 -0.007154178 7.013135 -101.5404 -794.18 -310.8 -44.81826 
1786081645.261 -0.0006055251 0.01101763 -0.005687191 -0.002376891 6.443026 -101.0381 -791.865 -311.52 -44.53505 
1786081645.420 -0.002963468 0.01183608 -0.005212614 -0.002963468 5.92993 -100.586 -789.77 -312.132 -44.3001 
1786081645.603 -0.004618946 0.007290362 -0.006602391 -0.004618946 5.410925 -100.1286 -787.64 -312.712 -44.08039 
1786081645.789 -0.00115998 0.008562765 -0.006271007 -0.004894932 4.889035 -99.66875 -785.49 -313.268 -43.881 
1786081645.953 0.0008125215 0.006845396 -0.005081838 -0.004187478 4.429481 -99.2638 -783.595 -313.724 -43.72352 
1786081646.120 -0.002093979 0.005717219 -0.005247187 -0.002093979 4.016845 -98.9002 -781.88 -314.112 -43.59398 
1786081646.282 -0.002512423 0.006182886 -0.006337699 -0.003243507 3.64097 -98.56899 -780.315 -314.448 -43.48603 
1786081646.444 -2.805994e-05 0.00827342 -0.00582781 -0.00502806 3.293756 -98.26303 -778.87 -314.744 -43.39713 
1786081646.603 -0.002316708 0.006805076 -0.004782503 -0.002316708 2.978467 -97.98521 -777.55 -314.996 -43.32474 
1786081646.760 0.00229814 0.007549851 -0.004136047 0.00729814 2.691957 -97.73275 -776.355 -315.216 -43.26505 
1786081646.919 0.003745901 0.00613923 -0.004546605 0.003745901 2.426914 -97.4992 -775.245 -315.408 -43.21425 
1786081647.078 -0.0004575352 0.003956929 -0.005598473 -0.0004575352 2.188589 -97.28919 -774.24 -315.572 -43.17234 
1786081647.238 0.00223841 0.007743349 -0.005245537 -0.00276159 1.972647 -97.09891 -773.33 -315.72 -43.13932 
1786081647.404 -0.002898465 0.00684074 -0.004784218 0.00175777 1.777967 -96.92737 -772.51 -315.844 -43.11265 
1786081647.571 -0.001527062 0.008279275 -0.004689259 0.003472938 1.60542 -96.77532 -771.785 -315.952 -43.09106 
1786081647.729 -0.005524241 0.003311828 -0.005722236 -0.000524241 1.469949 -96.65595 -771.21 -316.028 -43.07455 
1786081647.887 0.003121267 0.01067071 -0.001664268 0.003121267 1.358827 -96.55803 -770.75 -316.1 -43.06693 
1786081648.044 0.01640707 0.0223521 0.01045157 0.02140707 1.273904 -96.4832 -770.405 -316.16 -43.07074 
1786081648.205 0.02334301 0.02828805 0.01353638 0.02334301 1.213022 -96.42955 -770.155 -316.2 -43.0682 
1786081648.377 0.02335403 0.02389888 0.01299792 0.02392769 1.176162 -96.39707 -769.995 -316.216 -43.06439 
1786081648.564 0.01762034 0.02285612 0.01252578 0.02262034 1.167 -96.389 -769.955 -316.22 -43.06312 
1786081648.730 0.02262034 0.02285612 0.01252578 0.02262034 1.167 -96.389 -769.96 -316.22 -43.06312 
1786081648.899 0.02262034 0.02685612 0.01379578 0.02262034 1.167 -96.389 -769.96 -316.224 -43.06439 
1786081649.061 0.01762034 0.02285612 0.01252578 0.02262034 1.167 -96.389 -769.955 -316.22 -43.06312 
1786081649.223 0.02262034 0.02285612 0.01252578 0.02262034 1.167 -96.389 -769.96 -316.22 -43.06312 
1786081649.393 0.01762034 0.02285612 0.01252578 0.01762034 1.167 -96.389 -769.955 -316.22 -43.06312 
1786081649.559 0.01762034 0.02285612 0.01125578 0.01762034 1.167 -96.389 -769.955 -316.22 -43.06185 
1786081649.722 0.01762034 0.01885612 0.01125578 0.02262034 1.167 -96.389 -769.955 -316.216 -43.06185 
1786081649.880 0.01762034 0.01885612 0.01125578 0.02262034 1.167 -96.389 -769.955 -316.216 -43.06185 
1786081650.039 0.01762034 0.01885612 0.01252578 0.01762034 1.167 -96.389 -769.955 -316.216 -43.06312 
1786081650.197 0.01762034 0.01885612 0.01125578 0.01762034 1.167 -96.389 -769.955 -316.216 -43.06185 
1786081650.355 0.01762034 0.01885612 0.01125578 0.01762034 1.167 -96.389 -769.955 -316.216 -43.06185 
1786081650.521 0.01262034 0.01885612 0.009985778 0.01762034 1.167 -96.389 -769.95 -316.216 -43.06058 
1786081650.685 0.01262034 0.01485612 0.009985778 0.01262034 1.167 -96.389 -769.95 -316.212 -43.06058 
1786081650.845 0.01262034 0.01885612 0.009985778 0.01762034 1.167 -96.389 -769.95 -316.216 -43.06058 
1786081651.004 0.01262034 0.01485612 0.009985778 0.01762034 1.167 -96.389 -769.95 -316.212 -43.06058 
1786081651.166 0.01738478 0.0195893 0.009878068 0.01718478 1.168241 -96.39068 -769.96 -316.216 -43.06058 
1786081651.327 0.01298694 0.01333723 0.008439469 0.01278694 1.184696 -96.41298 -770.025 -316.2 -43.06058 
1786081651.488 0.01412288 0.01443316 0.009095153 0.01392288 1.220001 -96.46081 -770.175 -316.18 -43.06439 
1786081651.648 0.01398703 0.01554553 0.009114995 0.01378703 1.274599 -96.53479 -770.405 -316.148 -43.06947 
1786081651.806 0.01269891 0.01255617 0.008383876 0.01249891 1.347292 -96.63329 -770.71 -316.1 -43.07582 
1786081651.971 -6.945402e-08 0.003840335 0.005075103 0.004799931 1.440557 -96.75966 -771.09 -316.032 -43.08217 
1786081652.134 -0.0134644 -0.008737758 -0.006442938 -0.0136644 1.555454 -96.91534 -771.56 -315.944 -43.08344 
1786081652.302 -0.009904922 -0.006596575 -0.007149638 -0.01010492 1.687809 -97.09467 -772.12 -315.856 -43.09868 
1786081652.463 -0.01225327 -0.01063246 -0.008800858 -0.01245327 1.845519 -97.30836 -772.78 -315.74 -43.11773 
1786081652.624 -0.01349367 -0.01273637 -0.007886742 -0.01338493 2.016215 -97.53965 -773.495 -315.612 -43.14313 
1786081652.784 -0.007665455 -0.007100013 -0.006570082 -0.007865455 2.202312 -97.7918 -774.28 -315.472 -43.17361 
1786081652.956 -0.01820976 -0.01897068 -0.0117805 -0.01840976 2.417698 -98.08364 -775.17 -315.284 -43.20536 
1786081653.123 -0.02010632 -0.01847711 -0.01123923 -0.02030632 2.663779 -98.41707 -776.195 -315.068 -43.25235 
1786081653.280 -0.01781913 -0.01442705 -0.01001942 -0.01801913 2.909465 -98.74996 -777.22 -314.852 -43.30442 
1786081653.439 -0.01542831 -0.01607372 -0.01004366 -0.01562831 3.173778 -99.10809 -778.32 -314.596 -43.36411 
1786081653.599 -0.01715505 -0.01653645 -0.009868544 -0.01735505 3.45676 -99.49152 -779.49 -314.308 -43.43396 
1786081653.779 -0.01710284 -0.01439277 -0.01073708 -0.01539946 3.785841 -99.93741 -780.85 -313.956 -43.52159 
1786081653.954 -0.01658021 -0.01678501 -0.01057477 -0.01678021 4.147528 -100.4275 -782.335 -313.54 -43.62827 
1786081654.115 -0.01367765 -0.01660636 -0.01063687 -0.01887765 4.503641 -100.91 -783.795 -313.108 -43.74257 
1786081654.278 -0.01699551 -0.0155028 -0.01042227 -0.01669572 4.87523 -101.4135 -785.305 -312.632 -43.87211 
1786081654.449 -0.01530628 -0.01522423 -0.01003261 -0.01550628 5.278661 -101.9601 -786.94 -312.084 -44.02451 
1786081654.613 -0.01207876 -0.01255063 -0.009246575 -0.01727876 5.697875 -102.5281 -788.63 -311.484 -44.19596 
1786081654.775 -0.01128698 -0.01327157 -0.009216087 -0.01148698 6.129075 -103.1124 -790.355 -310.828 -44.38519 
1786081654.933 -0.01080995 -0.01301685 -0.009195312 -0.01600995 6.568746 -103.7081 -792.1 -310.124 -44.5922 
1786081655.092 -0.01326039 -0.01314975 -0.008756976 -0.01346039 7.027044 -104.3291 -793.905 -309.352 -44.82334 
1786081655.252 -0.01746985 -0.0163199 -0.009724269 -0.01266985 7.507037 -104.9795 -795.77 -308.496 -45.08115 
1786081655.415 -0.01196592 -0.01562446 -0.01000017 -0.01716592 8.00914 -105.6598 -797.715 -307.56 -45.36944 
1786081655.580 -0.01109637 -0.009022603 -0.00941016 -0.01129637 8.546855 -106.3884 -799.77 -306.512 -45.69964 
1786081655.743 -0.01023445 -0.01171729 -0.009139221 -0.01543445 9.091227 -107.126 -801.825 -305.388 -46.05524 
1786081655.901 -0.009967987 -0.0138747 -0.01016605 -0.01325042 9.647888 -107.8802 -803.895 -304.184 -46.44005 
1786081656.058 -0.01545369 -0.01055247 -0.01066497 -0.01396663 10.21609 -108.6501 -805.98 -302.904 -46.85788 
1786081656.224 -0.01269915 -0.008763203 -0.00988601 -0.01289915 10.81784 -109.4655 -808.155 -301.484 -47.32524 
1786081656.390 -0.01217533 -0.01255433 -0.01021353 -0.01237533 11.45456 -110.3282 -810.415 -299.908 -47.84848 
1786081656.558 -0.01182252 -0.01107311 -0.009738421 -0.01202252 12.11552 -111.2238 -812.715 -298.204 -48.42379 
1786081656.721 -0.008696177 -0.01061714 -0.009417109 -0.008896177 12.79308 -112.1418 -815.02 -296.38 -49.04609 
1786081656.882 -0.0110792 -0.007266885 -0.008127243 -0.0112792 13.45525 -113.039 -817.225 -294.528 -49.68744 
1786081657.044 -0.008038426 -0.01055444 -0.008295787 -0.008238426 14.09425 -113.9048 -819.3 -292.668 -50.33514 
1786081657.207 -0.007369636 -0.00783376 -0.007131661 -0.00941333 14.72153 -114.7548 -821.285 -290.784 -51.00062 
1786081657.385 -0.008705204 -0.01056013 -0.007682247 -0.00842725 15.37686 -115.6427 -823.305 -288.748 -51.72452 
1786081657.552 -0.009447791 -0.009130795 -0.007578988 -0.009647791 15.97055 -116.4472 -825.085 -286.848 -52.41159 
1786081657.721 -0.007724096 -0.005615122 -0.007667769 -0.007742585 16.55439 -117.2382 -826.79 -284.932 -53.10374 
1786081657.882 -0.005740048 -0.007731314 -0.007830678 -0.01094005 17.11074 -117.9921 -828.37 -283.056 -53.78954 
1786081658.051 -0.008785626 -0.008479976 -0.006255384 -0.003985626 17.64683 -118.7184 -829.845 -281.208 -54.4728 
1786081658.216 -0.01056705 -0.009985722 -0.007144403 -0.008807268 18.16558 -119.4213 -831.235 -279.38 -55.15098 
1786081658.389 -0.007499769 -0.008223457 -0.00659506 -0.01019239 18.66368 -120.0962 -832.53 -277.596 -55.82154 
1786081658.582 -0.005827911 -0.01046962 -0.006251281 -0.007908331 19.22228 -120.8531 -833.945 -275.544 -56.59751 
1786081658.749 -0.006140637 -0.007371523 -0.006418676 -0.007719407 19.68093 -121.4745 -835.06 -273.848 -57.24394 
1786081658.917 -0.008690075 -0.007868042 -0.005774162 -0.003890075 20.11618 -122.0643 -836.09 -272.204 -57.87513 
1786081659.083 -0.006127488 -0.008139311 -0.006712669 -0.006327488 20.52556 -122.619 -837.035 -270.636 -58.47965 
1786081659.250 -0.006380346 -0.009075808 -0.006422967 -0.006580346 20.92155 -123.1555 -837.92 -269.092 -59.08036 
1786081659.412 -0.00781604 -0.005954951 -0.006298553 -0.00801604 21.28351 -123.646 -838.705 -267.684 -59.63154 
1786081659.575 -0.007186468 -0.01010262 -0.00539307 -0.007386468 21.62385 -124.1071 -839.425 -266.332 -60.16239 
1786081659.733 -0.005941964 -0.006283582 -0.005501604 -0.006141964 21.93905 -124.5342 -840.075 -265.076 -60.66023 
1786081659.894 -0.009386257 -0.007822688 -0.005983319 -0.008160851 22.23921 -124.9409 -840.675 -263.864 -61.14029 
1786081660.054 -0.006038455 -0.008861941 -0.00643198 -0.006238455 22.51681 -125.317 -841.22 -262.736 -61.58987 
1786081660.215 -0.005573475 -0.009680349 -0.00553722 -0.005773475 22.77584 -125.668 -841.715 -261.676 -62.01532 
1786081660.381 -0.005060392 -0.004678522 -0.005357024 -0.005260392 23.02484 -126.0054 -842.18 -260.656 -62.42807 
1786081660.545 -0.004853927 -0.007320235 -0.00452904 -0.005053927 23.25511 -126.3174 -842.6 -259.7 -62.81415 
1786081660.709 -0.005158914 -0.007601286 -0.004306266 -0.005358914 23.4626 -126.5985 -842.97 -258.836 -63.16467 
1786081660.869 -0.004053298 -0.005604056 -0.004472895 -0.004253298 23.64483 -126.8454 -843.29 -258.068 -63.47582 
1786081661.036 -0.008506559 -0.006517483 -0.004732092 -0.003706559 23.81326 -127.0737 -843.575 -257.368 -63.76284 
1786081661.210 -0.005143256 -0.005451258 -0.003828128 -0.005343256 23.97107 -127.2875 -843.845 -256.704 -64.03589 
1786081661.388 0.007972472 0.008176804 0.004479877 0.01277247 24.11054 -127.4765 -844.09 -256.128 -64.28608 
1786081661.549 0.01181443 0.01040418 0.008111434 0.01161443 24.21485 -127.6178 -844.265 -255.688 -64.4715 
1786081661.712 0.01464009 0.01328595 0.008937882 0.01444009 24.29933 -127.7323 -844.405 -255.332 -64.62009 
1786081661.877 0.01165102 0.01068506 0.009388149 0.01145102 24.36673 -127.8236 -844.51 -255.044 -64.7382 
1786081662.046 0.01688832 0.01778843 0.01231547 0.02133747 24.41335 -127.8868 -844.59 -254.852 -64.82329 
1786081662.222 0.02348379 0.02595932 0.01514576 0.02828379 24.44038 -127.9234 -844.64 -254.744 -64.87409 
1786081662.410 0.02454085 0.02594814 0.01539743 0.02434085 24.446 -127.931 -844.65 -254.72 -64.88425 
1786081662.579 0.02454085 0.02594814 0.01412743 0.02434085 24.446 -127.931 -844.65 -254.72 -64.88298 
1786081662.746 0.02454085 0.02594814 0.01412743 0.02434085 24.446 -127.931 -844.65 -254.72 -64.88298 
1786081662.922 0.02454085 0.02194814 0.01412743 0.02434085 24.446 -127.931 -844.65 -254.716 -64.88298 
1786081663.080 0.01954085 0.02194814 0.01285743 0.01934085 24.446 -127.931 -844.645 -254.716 -64.88171 
1786081663.266 0.01954085 0.02194814 0.01285743 0.01934085 24.446 -127.931 -844.645 -254.716 -64.88171 
1786081663.438 0.01954085 0.02194814 0.01285743 0.01934085 24.446 -127.931 -844.645 -254.716 -64.88171 
1786081663.624 0.01954085 0.01794814 0.01285743 0.01934085 24.446 -127.931 -844.645 -254.712 -64.88171 
1786081663.791 0.01954085 0.01794814 0.01158743 0.01934085 24.446 -127.931 -844.645 -254.712 -64.88044 
1786081663.953 0.01954085 0.01794814 0.01158743 0.01934085 24.446 -127.931 -844.645 -254.712 -64.88044 
1786081664.112 0.01954085 0.01794814 0.01158743 0.01434085 24.446 -127.931 -844.645 -254.712 -64.88044 
1786081664.275 0.01454085 0.01394814 0.01031743 0.01434085 24.446 -127.931 -844.64 -254.708 -64.87917 
1786081664.443 0.01454085 0.01394814 0.01031743 0.01434085 24.446 -127.931 -844.64 -254.708 -64.87917 
1786081664.607 0.01454085 0.01394814 0.009047432 0.01434085 24.446 -127.931 -844.64 -254.708 -64.8779 
1786081664.775 0.01186639 0.01336441 0.01009388 0.01186639 24.44036 -127.9172 -844.635 -254.74 -64.86901 
1786081664.966 0.009552147 0.006863462 0.008522738 0.00961124 24.42178 -127.8718 -844.625 -254.844 -64.83472 
1786081665.144 0.008707336 0.005993127 0.007365553 0.008801106 24.38851 -127.7905 -844.61 -255.032 -64.77503 
1786081665.309 0.0126578 0.01516782 0.01015395 0.0176578 24.34571 -127.686 -844.595 -255.288 -64.70264 
1786081665.468 0.01089228 0.00687637 0.007674777 0.01089228 24.29497 -127.5612 -844.57 -255.576 -64.60993 
1786081665.633 -0.003844212 -0.008592262 0.00263029 -0.003844212 24.23181 -127.4078 -844.525 -255.92 -64.49563 
1786081665.806 -0.009398084 -0.01310884 -0.004641354 -0.009398084 24.15372 -127.217 -844.48 -256.364 -64.35212 
1786081665.969 -0.008190775 -0.01097241 -0.006004007 -0.007883626 24.06688 -127.0048 -844.435 -256.864 -64.19972 
1786081666.127 -0.004913539 -0.007756594 -0.005881338 -0.004913539 23.97374 -126.7773 -844.385 -257.4 -64.03843 
1786081666.288 -0.006546889 -0.01340887 -0.006690735 -0.01154689 23.86901 -126.5215 -844.32 -257.992 -63.85682 
1786081666.449 -0.006199606 -0.009622562 -0.005466308 -0.006199606 23.7523 -126.2364 -844.245 -258.66 -63.65743 
1786081666.608 -0.005578549 -0.01016205 -0.006395295 -0.005578549 23.62811 -125.933 -844.16 -259.364 -63.44407 
1786081666.777 -0.004853525 -0.00806184 -0.005217456 -0.004853525 23.48487 -125.5831 -844.055 -260.176 -63.2015 
1786081666.945 -0.008044687 -0.01043261 -0.006614326 -0.008044687 23.33099 -125.2072 -843.93 -261.04 -62.93988 
1786081667.112 -0.009509976 -0.01129989 -0.004914867 -0.008611417 23.16677 -124.806 -843.79 -261.96 -62.66556 
1786081667.277 -0.006879919 -0.01085766 -0.005524546 -0.006879919 22.98909 -124.372 -843.63 -262.952 -62.36838 
1786081667.438 -0.00546366 -0.01233773 -0.006431347 -0.00546366 22.80793 -123.9294 -843.455 -263.956 -62.06739 
1786081667.611 -0.004501177 -0.005994706 -0.004837413 -0.006861724 22.60762 -123.4401 -843.245 -265.068 -61.73973 
1786081667.796 -0.01739935 -0.01888877 -0.009450262 -0.01239935 22.37103 -122.8621 -842.97 -266.352 -61.34984 
1786081667.959 -0.0165269 -0.02298465 -0.01081479 -0.0165269 22.14903 -122.3198 -842.705 -267.556 -60.99043 
