sec,B,line
63.920,299.0552,78
63.970,299.2521,78
64.020,299.4490,78
64.071,299.6428,78
64.122,299.8403,78
64.172,300.0380,78
64.222,300.2318,78
64.272,300.4333,78
64.322,300.6266,78
64.373,300.8235,78
64.423,301.0205,78
64.473,301.1749,78
64.523,301.3834,78
64.574,301.5806,78
64.624,301.7743,78
64.674,301.9682,78
64.725,302.1660,78
64.775,302.3636,78
64.825,302.5610,78
64.875,302.7656,78
64.925,302.9626,78
64.976,303.1556,78
65.026,303.3525,78
65.076,303.5457,78
65.127,303.7434,78
65.177,303.9372,78
65.227,304.1349,78
65.277,304.3325,78
65.327,304.4915,78
65.377,304.6884,78
65.427,304.8815,78
65.478,305.0784,78
65.529,305.2366,78
65.579,305.4682,78
65.629,305.6659,78
65.680,305.8635,78
65.730,306.0612,78
65.780,306.2628,78
65.830,306.4607,78
65.881,306.6575,78
65.931,306.8544,78
65.981,307.0474,78
66.031,307.2444,78
66.081,307.4413,78
66.132,307.6348,78
66.182,307.8287,78
66.232,308.0264,78
66.282,308.2201,78
66.333,308.4178,78
66.383,308.5841,78
66.433,308.7811,78
66.483,308.9780,78
66.533,309.1749,78
66.583,309.3680,78
66.634,309.5612,78
66.685,309.7589,78
66.735,309.9565,78
66.785,310.1543,78
66.835,310.3481,78
66.885,310.5417,78
66.935,310.7388,78
66.986,310.9355,78
67.036,311.1285,78
67.086,311.3255,78
67.136,311.5186,78
67.187,311.7163,78
67.237,311.9139,78
67.287,312.1077,78
67.337,312.2667,78
67.387,312.4643,78
67.437,312.6575,78
67.488,312.8544,78
67.538,313.0514,78
67.588,313.2483,78
67.638,313.4453,78
67.689,313.6426,78
67.739,313.8403,78
67.789,314.0380,78
67.839,314.2434,78
67.889,314.3984,78
67.939,314.5957,78
67.990,314.7926,78
68.040,314.9896,78
68.090,315.1865,78
68.141,315.3794,78
68.191,315.5767,78
68.241,315.7744,78
68.292,315.9759,78
68.343,316.1736,78
68.393,316.3675,78
68.443,316.5649,78
68.493,316.7579,78
68.543,316.9588,78
68.593,317.1517,78
68.644,317.3487,78
68.694,317.5418,78
68.744,317.7398,78
68.794,317.9333,78
68.844,318.1271,78
68.894,318.3287,78
68.945,318.4837,78
68.995,318.6807,78
69.045,318.8775,78
69.095,319.0745,78
69.145,319.2676,78
69.196,319.4606,78
69.246,319.6581,78
69.296,319.8558,78
69.349,320.0534,78
69.399,320.2473,78
69.449,320.4448,78
69.499,320.6382,78
69.550,320.8351,78
69.600,321.0320,78
69.650,321.2251,78
69.701,321.4258,78
69.751,321.6232,78
69.801,321.8248,78
69.851,322.0225,78
69.902,322.2163,78
69.952,322.4101,78
70.003,322.6112,78
70.053,322.8043,78
70.103,323.0011,78
70.154,323.1979,78
70.204,323.3911,78
70.254,323.5845,78
70.304,323.7434,78
70.354,323.9450,78
70.404,324.1426,78
70.454,324.3366,78
70.505,324.5301,78
70.555,324.7272,78
70.605,324.9240,78
70.655,325.1054,78
70.706,325.3023,78
70.757,325.4992,78
70.807,325.6930,78
70.857,325.8945,78
70.907,326.0884,78
70.958,326.2861,78
71.009,326.4800,78
71.059,326.6768,78
71.109,326.8737,78
71.159,327.0668,78
71.209,327.2674,78
71.260,327.4645,78
71.310,327.6581,78
71.361,327.8558,78
71.411,328.0535,78
71.461,328.2512,78
71.512,328.4490,78
71.562,328.6034,78
71.612,328.8390,78
71.662,329.0360,78
71.713,329.1981,78
71.763,329.3989,78
71.813,329.5923,78
71.863,329.7901,78
71.913,329.9876,78
71.964,330.1814,78
72.014,330.3405,78
72.064,330.5726,78
72.115,330.7656,78
72.165,330.9664,78
72.215,331.1633,78
72.265,331.3602,78
72.315,331.5573,78
72.366,331.7553,78
72.416,331.9140,78
72.466,332.1077,78
72.517,332.3054,78
72.567,332.5031,78
72.617,332.7000,78
72.667,332.8969,78
72.718,333.0938,78
72.768,333.2868,78
72.818,333.4838,78
72.868,333.6813,78
72.918,333.8752,78
72.969,334.0729,78
73.019,334.2705,78
73.069,334.4644,78
73.119,334.6652,78
73.169,334.8583,78
73.220,335.0552,78
73.270,335.2483,78
73.320,335.4452,78
73.371,335.6038,78
73.421,335.7977,78
73.471,335.9992,78
73.522,336.1969,78
73.572,336.3909,78
73.623,336.5880,78
73.673,336.7811,78
73.724,336.9780,78
73.774,337.1748,78
73.829,337.4065,78
73.879,337.6038,78
73.929,337.8016,78
73.979,337.9955,78
74.030,338.1581,78
74.080,338.3597,78
74.131,338.5571,78
74.184,338.7888,78
74.234,338.9471,78
74.284,339.1478,78
74.334,339.3450,78
74.385,339.5380,78
74.435,339.7357,78
74.485,339.9332,78
74.535,340.1310,78
74.585,340.3287,78
74.635,340.5263,78
74.688,340.7193,78
74.738,340.9201,78
74.788,341.1208,78
74.838,341.3139,78
74.888,341.5108,78
74.938,341.6658,78
74.988,341.8636,78
75.039,342.0615,78
75.089,342.2589,78
75.140,342.4604,78
75.190,342.6537,78
75.240,342.8506,78
75.290,343.0436,78
75.340,343.2366,78
75.390,343.4336,78
75.440,343.6271,78
75.491,343.8209,78
75.541,344.0186,78
75.591,344.2124,78
75.642,344.4101,78
75.692,344.6033,78
75.743,344.8004,78
75.793,344.9935,78
75.843,345.1904,78
75.894,345.3448,78
75.944,345.5806,78
75.994,345.7862,78
76.046,345.9800,78
76.096,346.1775,78
76.147,346.3753,78
76.198,346.5688,78
76.248,346.7656,78
76.298,346.9624,78
76.348,347.1595,78
76.398,347.3564,78
76.449,347.5499,78
76.499,347.7473,78
76.550,347.9062,78
76.600,348.1000,78
76.650,348.2976,78
76.700,348.4954,78
76.751,348.6923,78
76.801,348.8892,78
76.851,349.0861,78
76.901,349.2830,78
76.951,349.4761,78
77.001,349.6737,78
77.051,349.8713,78
77.102,350.0651,78
77.152,350.2628,78
77.202,350.4604,78
77.253,350.6575,78
77.303,350.8506,78
77.353,351.0474,78
77.404,351.2058,78
77.454,351.4027,78
77.505,351.6000,78
77.555,351.7977,78
77.605,351.9953,78
77.656,352.1891,78
77.706,352.3868,78
77.756,352.5803,78
77.807,352.7772,78
77.857,352.9702,78
77.907,353.1750,78
77.957,353.3679,78
78.007,353.5650,78
78.058,353.7627,78
78.108,353.9605,78
78.158,354.1583,78
78.209,354.3560,78
78.259,354.5533,78
78.309,354.7463,78
78.359,354.9046,78
78.410,355.1015,78
78.460,355.2946,78
78.510,355.4915,78
78.560,355.6853,78
78.610,355.8868,78
78.661,356.0845,78
78.711,356.2861,78
78.761,356.4798,78
78.811,356.6808,78
78.861,356.8738,78
78.911,357.0707,78
78.962,357.2404,78
79.012,357.4336,78
79.062,357.6310,78
79.112,357.8287,78
79.162,358.0263,78
79.213,358.2240,78
79.263,358.4179,78
79.313,358.6151,78
79.363,358.8120,78
79.413,359.0089,78
79.464,359.2019,78
79.514,359.3988,78
79.564,359.5922,78
79.614,359.7899,78
79.664,359.9876,78
79.716,360.1465,78
79.766,360.3481,78
79.817,360.5467,78
79.867,360.7728,78
79.917,361.0435,78
79.967,361.3548,78
80.018,361.6921,78
80.068,362.0829,78
80.118,362.4970,78
80.169,362.9483,78
80.219,363.4572,78
80.269,363.9856,78
80.319,364.5630,78
80.370,365.1775,78
80.420,365.6924,78
80.470,366.3174,78
80.520,366.9302,78
80.570,367.5552,78
80.621,368.1674,78
80.671,368.7928,78
80.721,369.4182,78
80.772,370.0432,78
80.822,370.6555,78
80.873,371.2811,78
80.923,371.8934,78
80.973,372.5184,78
81.024,373.1438,78
81.074,373.7807,78
81.124,374.3935,78
81.175,374.9447,78
81.225,375.5692,78
81.275,376.1810,78
81.326,376.8054,78
81.376,377.3072,78
81.426,378.0541,78
81.477,378.7026,78
81.527,379.3269,78
81.577,379.9381,78
81.627,380.5508,78
81.677,381.1995,78
81.727,381.8118,78
81.778,382.4357,78
81.828,383.0598,78
81.878,383.5741,78
81.929,384.1983,78
81.979,384.8103,78
82.029,385.4352,78
82.079,386.0846,78
82.130,386.6973,78
82.180,387.3223,78
82.230,387.9481,78
82.283,388.5724,78
82.333,389.1850,78
82.384,389.7979,78
82.434,390.4228,78
82.484,391.0600,78
82.534,391.6728,78
82.584,392.2978,78
82.634,392.9227,78
82.685,393.5480,78
82.735,394.1606,78
82.785,394.6629,78
82.836,395.2754,78
82.886,395.8995,78
82.936,396.5119,78
82.986,397.1360,78
83.036,397.8094,78
83.087,398.4211,78
83.137,399.0453,78
83.188,399.6573,78
83.238,400.2815,78
83.288,400.9061,78
83.338,401.5298,78
83.388,402.1543,78
83.439,402.7782,78
83.490,403.2803,78
83.540,403.9046,78
83.592,404.6631,78
83.643,405.2763,78
83.693,405.7904,78
83.743,406.4268,78
83.793,407.0404,78
83.844,407.6654,78
83.894,408.3026,78
83.945,408.9155,78
83.995,409.5405,78
84.046,410.1534,78
84.097,410.7783,78
84.147,411.4029,78
84.197,412.0283,78
84.247,412.6410,78
84.298,413.2658,78
84.350,413.8784,78
84.401,414.5040,78
84.453,415.1409,78
84.503,415.7775,78
84.553,416.4014,78
84.603,417.0136,78
84.654,417.6626,78
84.704,418.2743,78
84.754,418.8984,78
84.804,419.3880,78
84.855,420.0122,78
84.905,420.6365,78
84.957,421.2731,78
85.007,421.9342,78
85.057,422.5458,78
85.108,423.1828,78
85.158,423.7944,78
85.208,424.4187,78
85.259,425.0426,78
85.309,425.6679,78
85.359,426.2807,78
85.409,426.8933,78
85.459,427.4083,78
85.509,428.0333,78
85.560,428.6460,78
85.610,429.2831,78
85.660,429.9081,78
85.711,430.5701,78
85.763,431.1950,78
85.814,431.8441,78
85.865,432.4819,78
85.916,432.9842,78
85.970,433.7560,78
86.020,434.3693,78
86.070,434.8961,78
86.122,435.5201,78
86.172,436.1444,78
86.222,436.7687,78
86.272,437.4174,78
86.323,438.0415,78
86.373,438.6779,78
86.423,439.3027,78
86.475,439.9516,78
86.525,440.5630,78
86.577,441.1017,78
86.628,441.7258,78
86.678,442.3501,78
86.728,442.9743,78
86.778,443.5987,78
86.829,444.2227,78
86.879,444.8467,78
86.929,445.4720,78
86.980,446.1092,78
87.030,446.7220,78
87.080,447.3591,78
87.130,447.9841,78
87.180,448.4865,78
87.231,449.1238,78
87.281,449.7974,78
87.331,450.4105,78
87.381,451.0355,78
87.431,451.6603,78
87.482,452.2859,78
87.532,452.9105,78
87.582,453.4129,78
87.632,454.0747,78
87.682,454.7128,78
87.732,455.3243,78
87.783,455.9606,78
87.833,456.5972,78
87.883,457.2094,78
87.934,457.7117,78
87.984,458.3475,78
88.034,458.9718,78
88.084,459.5841,78
88.135,460.2080,78
88.185,460.8446,78
88.235,461.4572,78
88.285,462.0807,78
88.336,462.7046,78
88.387,463.3293,78
88.438,463.9533,78
88.488,464.5655,78
88.538,465.1898,78
88.588,465.8272,78
88.638,466.4396,78
88.689,467.0649,78
88.739,467.6899,78
88.789,468.3028,78
88.839,468.9277,78
88.890,469.4295,78
88.940,470.0674,78
88.990,470.6923,78
89.041,471.3058,78
89.091,471.9423,78
89.142,472.5551,78
89.192,473.1803,78
89.242,473.8052,78
89.292,474.4304,78
89.342,475.0554,78
89.393,475.6917,78
89.443,476.3160,78
89.494,476.9279,78
89.545,477.4296,78
89.595,478.0660,78
89.645,478.6903,78
89.695,479.3147,78
89.746,479.9266,78
89.796,480.5506,78
89.846,481.1750,78
89.896,481.7871,78
89.946,482.4112,78
89.997,483.0357,78
90.047,483.6476,78
90.097,484.2716,78
90.148,484.8838,78
90.198,485.5208,78
90.250,486.1468,78
90.300,486.7709,78
90.350,487.3958,78
90.400,488.0086,78
90.450,488.6337,78
90.501,489.2586,78
90.551,489.7611,78
90.601,490.3861,78
90.651,491.0107,78
90.702,491.6237,78
90.752,492.2489,78
90.802,492.8737,78
90.852,493.4865,78
90.902,494.1119,78
90.953,494.7243,78
91.003,495.3488,78
91.053,495.9608,78
91.104,496.5850,78
91.154,497.2093,78
91.204,497.8218,78
91.254,498.4456,78
91.304,499.0700,78
91.354,499.6817,78
91.405,500.3062,78
91.455,500.9426,78
91.505,501.5544,78
91.555,502.1787,78
91.605,502.6813,78
91.655,503.2926,78
91.705,503.9167,78
91.756,504.5291,78
91.806,505.1653,78
91.856,505.7903,78
91.906,506.4032,78
91.956,507.0281,78
92.006,507.6409,78
92.056,508.2659,78
92.107,508.8786,78
92.157,509.5034,78
92.207,510.1287,78
92.258,510.7660,78
92.308,511.3910,78
92.358,512.0037,78
92.408,512.6285,78
92.459,513.2415,78
92.509,513.8662,78
92.559,514.3569,78
92.609,514.9818,78
92.661,515.6180,78
92.711,516.2176,78
92.761,516.8544,78
92.811,517.4665,78
92.861,518.0906,78
92.911,518.7148,78
92.962,519.3270,78
93.012,519.9510,78
93.062,520.5751,78
93.113,521.2117,78
93.163,521.8484,78
93.213,522.4725,78
93.263,523.0966,78
93.313,523.7088,78
93.364,524.3330,78
93.414,524.9450,78
93.466,525.5699,78
93.517,526.2073,78
93.567,526.8198,78
93.617,527.3223,78
93.667,527.9349,78
93.718,528.5599,78
93.768,529.1851,78
93.818,529.8102,78
93.868,530.4228,78
93.919,531.0482,78
93.969,531.6729,78
94.019,532.2972,78
94.069,532.9236,78
94.119,533.5356,78
94.170,534.1607,78
94.220,534.7855,78
94.270,535.3976,78
94.321,535.8874,78
94.371,536.6340,78
94.421,537.2706,78
94.472,537.8949,78
94.522,538.5191,78
94.572,539.0212,78
94.622,539.6327,78
94.672,540.2570,78
94.725,541.0035,78
94.775,541.6280,78
94.825,542.1177,78
94.876,542.7418,78
94.926,543.3658,78
94.976,544.0024,78
95.026,544.6269,78
95.076,545.2541,78
95.126,545.9141,78
95.177,546.5991,78
95.227,547.3358,78
95.277,548.1131,78
95.327,548.9110,78
95.378,549.7637,78
95.428,550.6564,78
95.478,551.5876,78
95.529,552.5389,78
95.579,553.5475,78
95.629,554.3864,78
95.679,555.4663,78
95.729,556.5834,78
95.780,557.7404,78
95.830,558.9369,78
95.880,560.1474,78
95.930,561.4214,78
95.980,562.7070,78
96.031,564.0845,78
96.081,565.4479,78
96.131,566.8758,78
96.182,568.3722,78
96.232,569.8801,78
96.282,571.4230,78
96.332,572.6972,78
96.382,574.3148,78
96.433,575.9706,78
96.485,577.7655,78
96.535,579.5024,78
96.585,581.2426,78
96.635,583.0560,78
96.685,584.8719,78
96.736,586.7615,78
96.786,588.6544,78
96.836,590.6218,78
96.887,592.5898,78
96.937,594.6342,78
96.987,596.7588,78
97.037,598.8835,78
97.087,600.6199,78
97.137,602.8145,78
97.188,605.0027,78
97.238,607.2731,78
97.288,609.5229,78
97.338,611.8200,78
97.389,614.1596,78
97.439,616.4553,78
97.489,618.7054,78
97.540,621.1362,78
97.590,623.3854,78
97.640,625.6799,78
97.690,627.9739,78
97.742,630.2252,78
97.792,632.5656,78
97.842,634.8144,78
97.892,636.6598,78
97.942,638.9098,78
97.992,641.1601,78
98.042,643.4550,78
98.093,645.7501,78
98.143,647.9999,78
98.193,650.2945,78
98.243,652.5898,78
98.294,654.9530,78
98.344,657.1852,78
98.394,659.4663,78
98.444,661.6191,78
98.495,663.3635,78
98.545,665.4058,78
98.595,667.4900,78
98.645,669.4962,78
98.696,671.4611,78
98.746,673.3873,78
98.796,675.2764,78
98.847,677.0875,78
98.897,678.8984,78
98.947,680.6347,78
98.997,682.0984,78
99.047,683.8656,78
99.098,685.5251,78
99.149,687.1142,78
99.199,688.6966,78
99.250,690.2392,78
99.300,691.7738,78
99.351,693.2093,78
99.401,694.6356,78
99.451,696.0235,78
99.501,697.3451,78
99.552,698.6811,78
99.602,699.9267,78
99.652,701.1820,78
99.703,702.3518,78
99.753,703.5059,78
99.803,704.4050,78
99.853,705.4878,78
99.903,706.5132,78
99.953,707.5384,78
100.003,708.5061,78
100.054,709.4149,78
100.104,710.3047,78
100.154,711.1383,78
100.205,711.9661,78
100.255,712.7235,78
100.305,713.4573,78
100.356,714.1524,78
100.406,714.8083,78
100.456,715.4253,78
100.506,715.9923,78
100.556,716.5421,78
100.607,717.0326,78
100.657,717.4943,78
100.707,717.9091,78
100.757,718.2358,78
100.809,718.5873,78
100.859,718.8998,78
100.909,719.1733,78
100.959,719.4036,78
101.009,719.6067,78
101.063,719.7623,78
101.114,719.8809,78
101.164,719.9567,78
101.214,719.9957,78
101.265,720.0000,78
