# t_epoch pid.x.err pid.y.err pid.z.err pid.w.err joint2.ferr joint2.posfb joint4.posfb j2.blash-filt j3.blash-filt
1786045074.391 0.003717357 -0.005263092 -0.005770825 -0.001482643 -0.005770825 -403.1472 -49.78913 0 -0.0126 
1786045074.576 0.003708974 -0.004239403 -0.00577567 -0.001491026 -0.00577567 -405.056 -50.23413 0 -0.0126 
1786045074.752 0.003700576 -0.008352014 -0.00552382 -0.001499424 -0.00619255 -407.0093 -50.68663 0 -0.0126 
1786045074.925 0.003692442 -0.002907761 -0.005970486 -0.001507558 -0.005970486 -408.9105 -51.12414 0 -0.0126 
1786045075.101 0.003684295 -0.002790263 -0.00465794 -0.001515705 -0.00465794 -410.8574 -51.56914 0 -0.0126 
1786045075.268 0.003676677 -0.003997758 -0.005406775 -0.001523323 -0.005406775 -412.7039 -51.98909 0 -0.0126 
1786045075.427 0.003669489 0.0008941183 -0.005527363 -0.001530511 -0.005527363 -414.4731 -52.38913 0 -0.0126 
1786045075.596 0.003662321 0.002328767 -0.005734018 -0.001537723 -0.005734018 -416.2739 -52.79416 0 -0.0126 
1786045075.762 0.003654736 0.002437428 -0.006022134 -0.001545264 -0.006022134 -418.1853 -53.22168 0 -0.0126 
1786045075.938 0.003647141 0.001128856 -0.00510188 -0.001552859 -0.00510188 -420.1525 -53.65907 0 -0.0126 
1786045076.104 0.00364001 -0.0009716854 -0.005835218 -0.00155999 -0.005835218 -422.0067 -54.0691 0 -0.0126 
1786045076.277 0.003632609 -0.003372597 -0.005838343 -0.001567434 -0.005838343 -423.9841 -54.50412 0 -0.0126 
1786045076.447 0.003625286 -0.004908421 -0.0050948 -0.001574714 -0.0050948 -425.95 -54.93413 0 -0.0126 
1786045076.612 0.003618333 -0.004970965 -0.005331483 -0.001581667 -0.005331483 -427.8563 -55.34914 0 -0.0126 
1786045076.776 0.003611576 -0.002502706 -0.005824311 -0.001588424 -0.005824311 -429.7372 -55.7567 0 -0.0126 
1786045076.943 0.00360493 -0.001241296 -0.005091814 -0.00159507 -0.005091814 -431.6168 -56.16163 0 -0.0126 
1786045077.109 0.003598071 -0.003616293 -0.006408085 -0.001601969 -0.006408085 -433.5967 -56.58661 0 -0.0126 
1786045077.276 0.003591448 0.001543574 -0.005429841 -0.001608552 -0.005429841 -435.5182 -56.99668 0 -0.0126 
1786045077.448 0.003584465 -0.0006348598 -0.005068354 -0.001615535 -0.005068354 -437.5896 -57.43651 0 -0.0126 
1786045077.614 0.003577954 -0.001207551 -0.005588571 -0.001622046 -0.005588571 -439.5517 -57.85165 0 -0.0126 
1786045077.788 0.003571248 -0.001152029 -0.004895984 -0.00162879 -0.004895984 -441.6193 -58.28665 0 -0.0126 
1786045077.962 0.0035647 -0.001897209 -0.005446996 -0.0016353 -0.005446996 -443.6475 -58.7117 0 -0.0126 
1786045078.136 0.003558006 -0.003477433 -0.00529282 -0.001641994 -0.00529282 -445.7696 -59.15415 0 -0.0126 
1786045078.305 0.003551695 -0.002167856 -0.006015011 -0.001648305 -0.006015011 -447.8042 -59.5766 0 -0.0126 
1786045078.474 0.0035455 0.00110239 -0.005988769 -0.0016545 -0.005988769 -449.8362 -59.99661 0 -0.0126 
1786045078.643 0.003539418 -0.0014643 -0.004950015 -0.001660582 -0.004950015 -451.8656 -60.41413 0 -0.0126 
1786045078.809 0.003533308 -0.002380084 -0.005806403 -0.001666692 -0.005806403 -453.9383 -60.83914 0 -0.0126 
1786045078.991 0.003527066 -0.002343427 -0.005084148 -0.001672934 -0.005084148 -456.0947 -61.27907 0 -0.0126 
1786045079.164 0.003520877 -0.0002654801 -0.005458315 -0.001679123 -0.005458315 -458.2715 -61.72172 0 -0.0126 
1786045079.330 0.003515049 -0.003338098 -0.006060867 -0.001684951 -0.006060867 -460.3581 -62.1442 0 -0.0126 
1786045079.498 0.003509472 -0.002080621 -0.004774453 -0.001690528 -0.004774453 -462.3927 -62.55415 0 -0.0126 
1786045079.665 0.003503771 -0.001237505 -0.005855257 -0.001696229 -0.005855257 -464.5072 -62.97915 0 -0.0126 
1786045079.838 0.003498217 -0.0006505165 -0.003894177 -0.001701783 -0.003894177 -466.6078 -63.39915 0 -0.0126 
1786045080.005 0.003492745 0.0005244432 -0.005841154 -0.001707255 -0.005841154 -468.7122 -63.81911 0 -0.0126 
1786045080.183 0.003487035 -0.0009656857 -0.005570232 -0.001712965 -0.005570232 -470.9525 -64.2641 0 -0.0126 
1786045080.358 0.003481542 0.0001917319 -0.004993954 -0.001718458 -0.004993954 -473.1508 -64.69908 0 -0.0126 
1786045080.531 0.003476043 -0.005713198 -0.004697439 -0.001723957 -0.004697439 -475.3949 -65.14169 0 -0.0126 
1786045080.700 0.003470969 -0.004652452 -0.005617397 -0.001729061 -0.004389453 -477.5196 -65.55916 0 -0.0126 
1786045080.867 0.003465856 -0.004119732 -0.004947091 -0.001734144 -0.004947091 -479.6761 -65.98172 0 -0.0126 
1786045081.035 0.003460828 -0.003708237 -0.005110608 -0.001739172 -0.005110608 -481.8529 -66.40664 0 -0.0126 
1786045081.202 0.003456085 -0.002031218 -0.006090547 -0.001743915 -0.006090547 -483.9458 -66.81411 0 -0.0126 
1786045081.372 0.003451365 -0.000432752 -0.004978978 -0.001748635 -0.005184398 -486.0858 -67.22912 0 -0.0126 
1786045081.543 0.00344639 -0.002307996 -0.005627687 -0.00175361 -0.005627687 -488.3603 -67.66906 0 -0.0126 
1786045081.712 0.003441726 0.0003579024 -0.005189462 -0.001758301 -0.005189462 -490.5651 -68.09417 0 -0.0126 
1786045081.883 0.003437067 -0.005782015 -0.005310258 -0.001762933 -0.005310258 -492.7888 -68.52163 0 -0.0126 
1786045082.054 0.003432496 -0.0007343948 -0.005982061 -0.001767504 -0.005982061 -495.0317 -68.9516 0 -0.0126 
1786045082.221 0.003428168 -0.002130991 -0.005667241 -0.001771832 -0.005667241 -497.2034 -69.36658 0 -0.0126 
1786045082.386 0.003423897 -0.001603583 -0.005801 -0.001776129 -0.005801 -499.4068 -69.78658 0 -0.0126 
1786045082.547 0.003419858 0.0008137462 -0.005600834 -0.001780142 -0.005600834 -501.5112 -70.18667 0 -0.0126 
1786045082.714 0.008415825 0.003126457 -0.005084189 -0.001784175 -0.005084189 -503.674 -70.59663 0 -0.0126 
1786045082.884 0.00341173 0.005267637 -0.005614358 -0.00178827 -0.005614358 -505.9206 -71.02161 0 -0.0126 
1786045083.055 0.008407652 0.004076659 -0.004702154 -0.001792348 -0.004702154 -508.2142 -71.45417 0 -0.0126 
1786045083.227 0.00340371 0.0008529805 -0.005858235 -0.00179629 -0.005858235 -510.485 -71.88168 0 -0.0126 
1786045083.392 0.003399991 0.003127185 -0.004953891 0.003199991 -0.004953891 -512.6834 -72.29412 0 -0.0126 
1786045083.559 0.003396312 0.001882603 -0.00535395 0.003196312 -0.00535395 -514.9122 -72.71164 0 -0.0126 
1786045083.735 0.003392569 0.0008526089 -0.003673492 0.003192547 -0.003673492 -517.2554 -73.14921 0 -0.0126 
1786045083.897 0.003389063 0.002305031 -0.005967308 0.003189063 -0.005967308 -519.4791 -73.56415 0 -0.0126 
1786045084.058 0.003385785 0.00442897 -0.005968795 0.003185785 -0.005968795 -521.6292 -73.96413 0 -0.0126 
1786045084.218 0.003382585 0.003527171 -0.005209021 0.003182585 -0.005209021 -523.7844 -74.36412 0 -0.0126 
1786045084.382 0.003379387 0.006277766 -0.005532161 0.003179387 -0.005532161 -525.9968 -74.77413 0 -0.0126 
1786045084.545 0.003376328 0.006439525 -0.00386654 0.003176328 -0.00386654 -528.1748 -75.17664 0 -0.0126 
1786045084.708 0.003373277 0.005236073 -0.005863809 0.003173277 -0.005863809 -530.4075 -75.58911 0 -0.0126 
1786045084.871 0.003370345 0.00515681 -0.005157741 0.003170345 -0.005157741 -532.6198 -75.99667 0 -0.0126 
1786045085.031 0.003367548 0.007460756 -0.005666002 0.003167548 -0.005666002 -534.7941 -76.3966 0 -0.0126 
1786045085.202 0.003364696 0.00412529 -0.004567273 0.003164696 -0.004567273 -537.0826 -76.81673 0 -0.0126 
1786045085.374 0.003361851 0.003460845 -0.004534222 0.003161851 -0.004534222 -539.4423 -77.25181 0 -0.0126 
1786045085.542 0.008359162 0.001020407 -0.004639623 0.008159162 -0.004639623 -541.7511 -77.67164 0 -0.0126 
1786045085.707 0.003356653 0.004203967 -0.003494168 0.003156638 -0.003494168 -543.9965 -78.08161 0 -0.0126 
1786045085.877 0.003354095 0.004630049 -0.00522905 0.003154095 -0.00522905 -546.3384 -78.50915 0 -0.0126 
1786045086.047 0.003351659 0.001979482 -0.00440514 0.003151659 -0.00440514 -548.6726 -78.93413 0 -0.0126 
1786045086.215 0.003349354 0.00225157 -0.005072113 0.00314934 -0.004857564 -550.9815 -79.3541 0 -0.0126 
1786045086.375 0.003347201 0.001347631 -0.004788252 0.003147188 -0.004591638 -553.2116 -79.75914 0 -0.0126 
1786045086.536 0.003345169 0.005494412 -0.005353254 0.003145169 -0.005353254 -555.3884 -80.1541 0 -0.0126 
1786045086.704 0.003343096 0.005375496 -0.002956346 0.003143084 -0.002956346 -557.7366 -80.57911 0 -0.0126 
1786045086.873 0.003341136 0.003668931 -0.002762122 0.008141136 -0.002762122 -560.0302 -80.99413 0 -0.0126 
1786045087.036 0.003339286 0.003049909 -0.00393217 0.003139275 -0.00393217 -562.3251 -81.40913 0 -0.0126 
1786045087.197 0.003337564 0.005837487 -0.003232639 0.003137564 -0.003232639 -564.5413 -81.80912 0 -0.0126 
1786045087.375 -0.001664175 0.0038747 -0.004803127 0.003135815 -0.004803127 -566.9238 -82.23906 0 -0.0126 
1786045087.553 -0.001665924 0.00405906 -0.004214597 0.003134076 -0.004214597 -569.4358 -82.69166 0 -0.0126 
1786045087.723 -0.001667481 0.005337095 -0.00556711 0.003132519 -0.00556711 -571.8234 -83.12163 0 -0.0126 
1786045087.885 -0.001668861 0.004928691 -0.004628131 0.003131139 -0.004628131 -574.0764 -83.52661 0 -0.0126 
1786045088.055 0.003329773 0.005887154 -0.005030589 0.003129773 -0.005030589 -576.4551 -83.95411 0 -0.0126 
1786045088.226 0.003328521 0.006345539 -0.004855654 0.003128514 -0.004855654 -578.8084 -84.37665 0 -0.0126 
1786045088.388 0.003327372 0.004365681 -0.003975141 0.003127372 -0.003975141 -581.1084 -84.78915 0 -0.0126 
1786045088.546 0.003326354 0.00679239 -0.003471409 0.003126354 -0.003471409 -583.3258 -85.1866 0 -0.0126 
1786045088.709 0.003325406 0.003988372 -0.004233015 0.003125406 -0.004233015 -585.5712 -85.5891 0 -0.0126 
1786045088.881 0.003324504 0.005208633 -0.003610879 0.003124499 -0.003610879 -587.9308 -86.01164 0 -0.0126 
1786045089.053 0.003323655 0.006240891 -0.002928519 0.003123655 -0.002928519 -590.3756 -86.44902 0 -0.0126 
1786045089.215 0.003322958 0.007440305 -0.003337808 0.003122958 -0.003337808 -592.6527 -86.85661 0 -0.0126 
1786045089.377 0.008322352 0.007100926 -0.0008059639 0.003122352 -0.0008163832 -594.9196 -87.26172 0 -0.0126 
1786045089.547 0.003321818 0.005228911 -0.0003752113 0.003121815 -0.0003752113 -597.2272 -87.67414 0 -0.0126 
1786045089.716 0.00832135 0.006468008 0.001800428 0.00812135 0.001800428 -599.6351 -88.10426 0 -0.0126 
1786045089.890 0.003320977 0.005796429 0.00204278 0.003120975 0.00204278 -602.0837 -88.54166 0 -0.0126 
1786045090.052 0.003320715 0.003847762 0.002122739 0.003120715 0.002122739 -604.3507 -88.94657 0 -0.0126 
1786045090.213 0.003320539 0.005517919 0.001908061 0.003120539 0.003152537 -606.6328 -89.35419 0 -0.0126 
1786045090.382 0.003320445 0.003451331 0.002624238 0.003120444 0.002624238 -608.9696 -89.77166 0 -0.0126 
1786045090.548 0.003320431 0.006055086 0.02594487 0.003120431 0.02594487 -610.2714 -90 0 -0.0126 
1786045090.712 0.003320431 0.002055086 0.009434882 0.003120431 0.009434882 -610.2549 -90 0 -0.0126 
1786045090.874 0.003320431 0.006055086 0.009434882 0.003120431 0.009434882 -610.2549 -90 0 -0.0126 
1786045091.045 0.008320431 0.006055086 0.009434882 0.008120431 0.009434882 -610.2549 -90 0 -0.0126 
1786045091.221 0.008320431 0.006055086 0.009434882 0.003120431 0.009434882 -610.2549 -90 0 -0.0126 
1786045091.387 0.008320431 0.006055086 0.009434882 0.008120431 0.009434882 -610.2549 -90 0 -0.0126 
1786045091.556 0.008320431 0.006055086 0.009434882 0.008120431 0.009434882 -610.2549 -90 0 -0.0126 
1786045091.725 0.003320431 0.006055086 0.009434882 0.003120431 0.009434882 -610.2549 -90 0 -0.0126 
1786045091.886 0.003320431 0.006055086 0.008164883 0.003120431 0.008164883 -610.2536 -90 0 -0.0126 
1786045092.048 0.003320431 0.006055086 0.008164883 0.003120431 0.008164883 -610.2536 -90 0 -0.0126 
1786045092.211 0.008320431 0.006055086 0.008164883 0.003120431 0.008164883 -610.2536 -90 0 -0.0126 
1786045092.370 0.003320431 0.006055086 0.008164883 0.003120431 0.008164883 -610.2536 -90 0 -0.0126 
1786045092.538 0.003320431 0.006055086 0.008164883 0.008120431 0.008164883 -610.2536 -90 0 -0.0126 
1786045092.699 0.003320431 0.002055086 0.006894883 0.003120431 0.006894883 -610.2523 -90 0 -0.0126 
1786045092.862 0.00832044 0.008307005 0.02446179 0.00832044 0.02446179 -609.2109 -89.81087 0 0.0126 
1786045093.025 0.008320521 0.004808035 0.007093515 0.008320521 0.007093515 -606.9262 -89.40589 0 0.0126 
1786045093.198 0.008320702 0.002309834 0.006359712 0.008320702 0.006359712 -604.4904 -88.97089 0 0.0126 
1786045093.365 0.003320964 0.0001663857 0.006388544 0.003320964 0.006388544 -602.1675 -88.55587 0 0.0126 
1786045093.530 0.00332132 0.0002902914 0.00603131 0.00832132 0.00603131 -599.8168 -88.13586 0 0.0126 
1786045093.718 0.003321771 -0.001930126 0.006413916 0.008321771 0.006413916 -597.4393 -87.71094 0 0.0126 
1786045093.888 0.003322368 0.0002039107 0.006249017 0.008322368 0.006249017 -594.8384 -87.24588 0 0.0126 
1786045094.050 0.003322987 -0.002194004 0.006250818 0.003322987 0.006250818 -592.56 -86.83839 0 0.0126 
1786045094.213 0.003323684 0.0007501773 0.00661816 0.003323684 0.00661816 -590.2968 -86.43338 0 0.0126 
1786045094.379 0.00332449 -0.005156739 0.005951932 0.003324495 0.005944502 -587.9499 -86.01336 0 0.0126 
1786045094.543 0.003325368 -0.004834631 0.005416699 0.003325368 0.005416699 -585.674 -85.60588 0 0.0126 
1786045094.709 0.003326332 -0.002062291 0.006140203 0.003326338 0.006140203 -583.3728 -85.19334 0 0.0126 
1786045094.872 0.003327388 -0.002585062 0.005470517 0.003327394 0.005470517 -581.0716 -84.78087 0 0.0126 
1786045095.030 0.003328495 -0.00198105 0.006074156 0.003328495 0.006074156 -578.8567 -84.38337 0 0.0126 
1786045095.212 0.00332976 -0.003637102 0.005876031 0.00832976 0.005876031 -576.4894 -83.95838 0 0.0126 
1786045095.404 0.003331366 -0.006407885 0.006990161 0.003331366 0.006925416 -573.6941 -83.45584 0 0.0126 
1786045095.586 0.003332947 -0.004366264 0.005386132 0.003332947 0.005386132 -571.163 -83.00089 0 0.0126 
1786045095.757 0.003334492 -0.005253912 0.006379442 0.008334502 0.006379442 -568.8173 -82.57832 0 0.0126 
1786045095.920 0.003336127 -0.003618582 0.005328647 0.003336127 0.005328647 -566.4996 -82.16084 0 0.0126 
1786045096.088 -0.00166216 -0.00285606 0.004494817 0.00333784 0.004494817 -564.1844 -81.74322 0 0.0126 
1786045096.266 -0.001660247 -0.004087818 0.004953712 0.003339753 0.004953712 -561.7346 -81.30082 0 0.0126 
1786045096.440 -0.001658318 -0.004681205 0.004695248 0.003341694 0.004695248 -559.3698 -80.8734 0 0.0126 
1786045096.617 -0.001656211 -0.002968828 0.005844354 0.003343789 0.005844354 -556.9403 -80.43339 0 0.0126 
1786045096.809 -0.001653891 -0.006041388 0.003249176 -0.001653891 0.003249176 -554.3724 -79.96834 0 0.0126 
1786045096.988 -0.001651449 -0.008469032 0.00184581 -0.006651449 0.00184581 -551.7955 -79.50091 0 0.0126 
1786045097.170 -0.001648994 -0.005271066 0.001962428 -0.001648994 0.001962428 -549.3203 -79.0508 0 0.0126 
1786045097.335 -0.001646597 -0.007106795 0.00359991 -0.001646597 0.00359991 -547.0013 -78.62836 0 0.0126 
1786045097.529 -0.00164393 -0.008415255 0.004910373 -0.00164393 0.004910373 -544.521 -78.17589 0 0.0126 
1786045097.704 -0.001641083 -0.008194395 0.00573129 0.003358917 0.00573129 -541.9759 -77.71085 0 0.0126 
1786045097.898 0.003361921 -0.004981969 0.005858431 0.003361937 0.005858431 -539.38 -77.23594 0 0.0126 
1786045098.108 0.003365322 -0.007419089 0.003535342 0.003365322 0.003535342 -536.5822 -76.72311 0 0.0126 
1786045098.286 0.003368558 -0.005534426 0.005141116 0.003368558 0.005141116 -534.0117 -76.25091 0 0.0126 
1786045098.456 0.003371564 -0.003614089 0.005373253 0.003371564 0.005373253 -531.7029 -75.82586 0 0.0126 
1786045098.621 0.003374604 -0.008224893 0.005099351 0.003374604 0.005099351 -529.4385 -75.40836 0 0.0126 
1786045098.789 0.003377673 -0.006446887 0.005697134 0.003377673 0.005697134 -527.2198 -74.99834 0 0.0126 
1786045098.966 0.003381099 -0.004394481 0.005031807 0.003381118 0.005031807 -524.8017 -74.55091 0 0.0126 
1786045099.151 0.003384702 -0.004871148 0.005755974 0.003384702 0.005755974 -522.3493 -74.09587 0 0.0126 
1786045099.336 0.00338847 -0.004358291 0.005187481 0.00338847 0.005187481 -519.8754 -73.63586 0 0.0126 
1786045099.515 0.003392172 -0.003505708 0.005847277 0.003392172 0.005847277 -517.5017 -73.19335 0 0.0126 
1786045099.683 0.003395927 -0.004669208 0.003450762 0.003395927 0.004117952 -515.1446 -72.75336 0 0.0126 
1786045099.867 0.003399754 -0.003694877 0.005669937 0.00339982 0.005669937 -512.7964 -72.31326 0 0.0126 
1786045100.037 0.003403809 -0.001955703 0.005886356 0.003403809 0.005886356 -510.4393 -71.87085 0 0.0126 
1786045100.214 0.003407776 0.0003852074 0.006199139 0.003407776 0.006199139 -508.1546 -71.44081 0 0.0126 
1786045100.381 -0.001588167 0.001598571 0.005841455 0.003411833 0.005841455 -505.8749 -71.01081 0 0.0126 
1786045100.546 -0.001584191 -0.001711759 0.004988677 0.003415833 0.005490178 -503.6803 -70.59582 0 0.0126 
1786045100.708 -0.001580158 -0.003960312 0.005764886 0.003419842 0.005764886 -501.5315 -70.18839 0 0.0126 
1786045100.870 -0.001576146 -0.002315208 0.005587459 0.003423854 0.005587459 -499.4271 -69.78841 0 0.0126 
1786045101.032 -0.001572031 -0.004268945 0.005488998 0.003427969 0.005488998 -497.3151 -69.38586 0 0.0126 
1786045101.212 -0.001567443 -0.004398279 0.004002358 0.003432557 0.004002358 -495.0113 -68.94588 0 0.0126 
1786045101.385 0.00343721 -0.005053852 0.003016555 -0.00156279 0.003016555 -492.7152 -68.50587 0 0.0126 
1786045101.557 0.003441927 -0.001885078 0.004068664 -0.001558046 0.004068664 -490.4533 -68.0709 0 0.0126 
1786045101.726 0.003446594 -0.00125082 0.00150628 -0.001553406 0.00150628 -488.2727 -67.65088 0 0.0126 
1786045101.895 0.003451345 -0.0007487264 0.004025274 -0.001548655 0.004025274 -486.0909 -67.22834 0 0.0126 
1786045102.058 0.003456066 -0.002284108 0.004210454 -0.001543934 0.004210454 -483.9649 -66.81591 0 0.0126 
1786045102.225 0.003460896 0.003293746 0.005595996 -0.001539104 0.005595996 -481.8338 -66.40087 0 0.0126 
1786045102.386 0.003465657 0.001923465 0.004896559 -0.001534343 0.004896559 -479.7713 -65.9958 0 0.0126 
1786045102.555 -0.001529324 0.003384423 0.005693052 0.003470706 0.005693052 -477.6276 -65.57832 0 0.0126 
1786045102.732 -0.001523854 0.002749706 0.005713882 0.003476146 0.005713882 -475.3632 -65.13347 0 0.0126 
1786045102.894 -0.001518824 0.00601993 0.005941464 0.003481176 0.005941464 -473.3096 -64.72817 0 0.0126 
1786045103.059 -0.001513686 0.0007318981 0.00559098 0.003486314 0.00559098 -471.2496 -64.32088 0 0.0126 
1786045103.232 -0.001508278 0.003882859 0.005048105 0.003491722 0.005048105 -469.1211 -63.89831 0 0.0126 
1786045103.404 -0.001502493 0.007094172 0.006659307 0.003497507 0.006659307 -466.8897 -63.45341 0 0.0126 
1786045103.571 -0.001496951 0.004492885 0.00570057 0.003503049 0.00570057 -464.7892 -63.03338 0 0.0126 
1786045103.736 -0.001491496 0.002713622 0.005903353 0.003508538 0.005632351 -462.747 -62.62331 0 0.0126 
1786045103.906 -0.001485658 0.003789603 0.00594145 0.003514342 0.00594145 -460.6261 -62.19589 0 0.0126 
1786045104.071 -0.001480014 -0.002161936 0.005573716 0.003519986 0.005573716 -458.5992 -61.78585 0 0.0126 
1786045104.237 -0.001474259 -0.001292862 0.005916142 0.003525741 0.005916142 -456.5685 -61.37334 0 0.0126 
1786045104.404 -0.001468463 -0.0002241513 0.00510577 0.003531537 0.00510577 -454.5568 -60.96335 0 0.0126 
1786045104.581 0.003537877 -0.005899978 0.004369328 0.003537913 0.004369328 -452.3825 -60.51839 0 0.0126 
1786045104.755 0.003544121 -0.003554084 0.005143389 0.003544157 0.005143389 -450.2921 -60.08839 0 0.0126 
1786045104.925 0.003550632 -0.00311281 0.004582785 0.003550632 0.004582785 -448.1611 -59.64841 0 0.0126 
1786045105.091 0.003556742 -0.002074392 0.005099843 0.003556742 0.005099843 -446.1849 -59.23833 0 0.0126 
1786045105.256 0.003563002 -0.001640718 0.004656365 0.003563002 0.004656365 -444.1923 -58.82333 0 0.0126 
1786045105.423 0.003569222 -0.001610979 0.005453055 0.008569222 0.005946048 -442.234 -58.41329 0 0.0126 
1786045105.586 -0.001424252 9.567672e-05 0.005469914 0.008575748 0.005469914 -440.235 -57.99337 0 0.0126 
1786045105.749 -0.001417924 -0.004461557 0.004977747 0.003582076 0.004977747 -438.316 -57.58831 0 0.0126 
1786045105.909 -0.001411644 -0.003795544 0.005055293 0.003588395 0.005388836 -436.4301 -57.18834 0 0.0126 
1786045106.079 -0.001404895 -0.004784247 0.004638581 0.003595105 0.004638581 -434.4578 -56.76833 0 0.0126 
1786045106.251 -0.00139811 -0.000362822 0.003553004 0.00360193 0.0039935 -432.4601 -56.3409 0 0.0126 
1786045106.417 0.003608791 -0.002618431 0.004067991 0.003608791 0.004067991 -430.5309 -55.92335 0 0.0126 
1786045106.582 0.003615685 -0.003225087 0.00371013 0.003615685 0.00371013 -428.5878 -55.50579 0 0.0126 
1786045106.756 0.008622862 -0.005925007 0.004102463 0.003622862 0.004102463 -426.6206 -55.07587 0 0.0126 
1786045106.927 0.003630074 -0.003340823 0.004326284 0.003630074 0.004326284 -424.6635 -54.65084 0 0.0126 
1786045107.094 0.003637319 -0.003139646 0.005722923 0.003637319 0.005722923 -422.7293 -54.22585 0 0.0126 
1786045107.259 -0.001355663 -0.003669639 0.006497326 0.00364438 0.006497326 -420.8726 -53.81585 0 0.0126 
1786045107.427 -0.001348271 0.0008174946 0.005496916 0.008651729 0.005496916 -418.9676 -53.39343 0 0.0126 
1786045107.589 -0.001341158 -0.001706605 0.006040056 0.008658842 0.006040056 -417.1528 -52.98836 0 0.0126 
1786045107.753 -0.001333978 0.002466679 0.005511379 0.003666067 0.005511379 -415.3354 -52.58089 0 0.0126 
1786045107.920 -0.001326461 0.003414786 0.005051594 0.003673539 0.005051594 -413.4837 -52.16332 0 0.0126 
1786045108.096 -0.001318783 0.0009118511 0.005525461 0.003681217 0.005525461 -411.6105 -51.73838 0 0.0126 
1786045108.265 -0.001310894 0.002302805 0.004983955 0.008689106 0.004983955 -409.7144 -51.30587 0 0.0126 
1786045108.439 -0.001302884 0.0005955502 0.005143403 0.003697116 0.005143403 -407.8195 -50.8709 0 0.0126 
1786045108.603 -0.00129522 0.0007603505 0.005728736 0.00370478 0.005728736 -406.0339 -50.45838 0 0.0126 
1786045108.774 -0.001287206 0.006166214 0.005486383 0.003712794 0.005486383 -404.1937 -50.03091 0 0.0126 
1786045108.940 -0.001279357 0.003233973 0.005241084 0.003720643 0.005241084 -402.4182 -49.61585 0 0.0126 
1786045109.108 -0.001271394 0.002337469 0.005957521 0.003728606 0.005957521 -400.644 -49.19841 0 0.0126 
1786045109.279 -0.00126317 0.003653264 0.00463344 0.00373683 0.00463344 -398.8368 -48.77084 0 0.0126 
1786045109.460 0.003745612 0.006486612 0.004652577 0.003745612 0.004652577 -396.9382 -48.31833 0 0.0126 
1786045109.627 0.003753833 0.004405982 0.003720103 0.003753833 0.003720103 -395.1868 -47.89819 0 0.0126 
1786045109.800 0.003762319 -0.0003059668 0.003280769 0.003762319 0.003280769 -393.4063 -47.46831 0 0.0126 
1786045109.967 0.003770525 -0.007571879 0.002738886 0.003770525 0.002738886 -391.7096 -47.05334 0 0.0126 
1786045110.135 0.003779097 -0.004671024 0.002392371 0.003779097 0.002392371 -389.9633 -46.62839 0 0.0126 
1786045110.304 0.003787635 -0.003377294 0.001327261 0.003787635 0.001327261 -388.2488 -46.20578 0 0.0126 
1786045110.464 -0.001204067 -0.008117545 0.002925089 0.003795933 0.002925089 -386.6093 -45.79838 0 0.0126 
1786045110.625 -0.001195863 -0.007004271 0.003955822 0.003804137 0.003955822 -385.0103 -45.39837 0 0.0126 
1786045110.787 -0.0011876 -0.00102255 0.002898716 0.0038124 0.002898716 -383.4203 -44.99833 0 0.0126 
1786045110.954 -0.001178967 -0.00189973 0.002752533 0.003821033 0.002752533 -381.7833 -44.58333 0 0.0126 
1786045111.128 -0.001170061 -0.002751343 0.002956071 0.003829939 0.002956071 -380.1196 -44.15836 0 0.0126 
1786045111.297 -0.001160774 -0.004585775 0.002824273 0.003839226 0.002824273 -378.4102 -43.71839 0 0.0126 
1786045111.462 0.003847889 -0.007061736 0.001405627 0.003847889 0.001405627 -376.8379 -43.31088 0 0.0126 
1786045111.636 0.003857147 -0.003212826 0.0008905007 0.003857147 0.0008905007 -375.1831 -42.87846 0 0.0126 
1786045111.801 0.003866146 -0.004165261 0.0007053313 0.0038662 0.0007053313 -373.5892 -42.45836 0 0.0126 
1786045111.969 0.003875205 -0.003963948 0.0008078803 0.008875205 0.0008078803 -372.0271 -42.04337 0 0.0126 
1786045112.135 0.003884269 -0.003032633 0.001520388 0.003884324 0.001520388 -370.4688 -41.62583 0 0.0126 
1786045112.303 0.003893501 -0.002339219 0.003471512 0.003893501 0.003471512 -368.9245 -41.20835 0 0.0126 
1786045112.468 -0.001097317 0.0001921082 0.002515069 0.003902683 0.002515069 -367.3993 -40.79336 0 0.0126 
1786045112.636 -0.001088023 0.005066327 0.002965262 0.003911977 0.002965262 -365.8791 -40.37585 0 0.0126 
1786045112.797 -0.001078895 0.005817747 0.004010844 0.003921105 0.004010844 -364.4084 -39.96836 0 0.0126 
1786045112.978 -0.001069261 0.001809723 0.004230115 0.008930739 0.004230115 -362.8781 -39.54088 0 0.0126 
1786045113.149 -0.001059112 -0.0004577529 0.002880773 0.003940888 0.002880773 -361.2893 -39.09313 0 0.0126 
1786045113.313 0.003950186 -0.004209301 0.005180307 0.003950186 0.005180307 -359.8593 -38.68582 0 0.0126 
1786045113.481 0.003959824 -0.005044179 0.004918761 0.003959882 0.004918761 -358.3873 -38.26341 0 0.0126 
1786045113.652 0.003969692 -0.00571293 0.003053744 0.00396975 0.003053744 -356.9103 -37.83593 0 0.0126 
1786045113.817 0.003979385 -0.0008698026 0.002985672 0.003979385 0.002985672 -355.4917 -37.42091 0 0.0126 
1786045113.991 0.003989307 -0.003910671 0.004196095 0.003989366 0.003728295 -354.0452 -36.99339 0 0.0126 
